league,season,team,player,nationality,position,age,birth_year,matches_played,starts,minutes,nineties,goals,assists,goals_assists,goals_non_penalty,penalties_made,penalties_attempted,yellow_cards,red_cards,expected_goals,expected_goals_non_penalty,expected_assists,expected_goals_assists_non_penalty,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_assists_per_90,goals_non_penalty_per_90,goals_assists_non_penalty_per_90,expected_goals_per_90,expected_assists_per_90,expected_goals_assists_per_90,expected_goals_non_penalty_per_90,expected_goals_assists_non_penalty_per_90
ESP-La Liga,2425,Valladolid,Florian Grillitsch,AUT,Midfielder,28.0,1995.0,13,7,623,6.9,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,9,38,7,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11
ESP-La Liga,2425,Valladolid,Henrique,BRA,Defender,30.0,1994.0,5,4,352,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,12,4,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
ESP-La Liga,2425,Valladolid,Iago Parente,ESP,Defender,18.0,2006.0,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
ESP-La Liga,2425,Valladolid,Ibrahim Alani,NGA,Midfielder,18.0,2006.0,3,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ESP-La Liga,2425,Valladolid,Iván Sánchez,ESP,Midfielder/Forward,31.0,1992.0,32,11,1404,15.6,2,1,3,2,0,0,4,0,0.7,0.7,2.9,3.5,60,77,93,0.13,0.06,0.19,0.13,0.19,0.04,0.19,0.23,0.04,0.23
ESP-La Liga,2425,Valladolid,Javi Sánchez,ESP,Defender,27.0,1997.0,25,25,2026,22.5,2,0,2,2,0,0,6,0,0.5,0.5,0.3,0.8,4,34,4,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.03,0.02,0.03
ESP-La Liga,2425,Valladolid,Joseph Aidoo,GHA,Defender,28.0,1995.0,8,6,583,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ESP-La Liga,2425,Valladolid,Juanmi Latasa,ESP,Forward,23.0,2001.0,28,14,1398,15.5,3,0,3,3,0,0,6,1,4.2,4.2,0.9,5.1,3,17,40,0.19,0.0,0.19,0.19,0.19,0.27,0.06,0.33,0.27,0.33
ESP-La Liga,2425,Valladolid,Juma Bah,SLE,Defender,18.0,2006.0,12,10,864,9.6,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,13,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ESP-La Liga,2425,Valladolid,Karl Jakob Hein,EST,Goalkeeper,22.0,2002.0,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2425,Valladolid,Kenedy,BRA,Midfielder/Forward,28.0,1996.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29
ESP-La Liga,2425,Valladolid,Kike Pérez,ESP,Midfielder,27.0,1997.0,19,14,1191,13.2,2,0,2,2,0,0,6,0,2.1,2.1,1.0,3.1,19,67,28,0.15,0.0,0.15,0.15,0.15,0.16,0.08,0.24,0.16,0.24
ESP-La Liga,2425,Valladolid,Lucas Oliveira Rosa,BRA,Defender,24.0,2000.0,21,21,1890,21.0,0,1,1,0,0,0,6,0,0.9,0.9,2.0,2.8,31,50,74,0.0,0.05,0.05,0.0,0.05,0.04,0.09,0.13,0.04,0.13
ESP-La Liga,2425,Valladolid,Luis Pérez,ESP,Defender,29.0,1995.0,30,28,2558,28.4,0,0,0,0,0,0,2,0,0.2,0.2,2.1,2.2,41,89,117,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08
ESP-La Liga,2425,Valladolid,Mamadou Sylla,SEN,Forward/Midfielder,30.0,1994.0,29,17,1583,17.6,5,1,6,1,4,4,5,0,5.1,2.0,1.7,3.6,15,22,52,0.28,0.06,0.34,0.06,0.11,0.29,0.09,0.39,0.11,0.21
ESP-La Liga,2425,Valladolid,Marcos André,BRA,Forward,27.0,1996.0,22,14,1188,13.2,1,2,3,1,0,0,5,0,2.7,2.7,0.8,3.5,11,16,39,0.08,0.15,0.23,0.08,0.23,0.2,0.06,0.27,0.2,0.27
ESP-La Liga,2425,Valladolid,Mario Maroto,ESP,Midfielder,20.0,2003.0,2,0,64,0.7,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.0,1.41,1.41,0.0,1.41,0.02,0.09,0.12,0.02,0.12
ESP-La Liga,2425,Valladolid,Mario Martín,ESP,Midfielder,20.0,2004.0,30,20,1748,19.4,0,1,1,0,0,0,8,3,1.8,1.8,1.4,3.2,18,66,22,0.0,0.05,0.05,0.0,0.05,0.09,0.07,0.16,0.09,0.16
ESP-La Liga,2425,Valladolid,Raúl Chasco,ESP,Defender,20.0,2003.0,2,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ESP-La Liga,2425,Valladolid,Raúl Moro,ESP,Midfielder/Forward,21.0,2002.0,33,26,2341,26.0,4,5,9,4,0,0,2,0,4.1,4.1,5.7,9.8,112,81,190,0.15,0.19,0.35,0.15,0.35,0.16,0.22,0.38,0.16,0.38
ESP-La Liga,2425,Valladolid,Selim Amallah,MAR,Midfielder,27.0,1996.0,24,18,1376,15.3,3,1,4,2,1,1,6,0,3.5,2.7,1.1,3.8,24,57,27,0.2,0.07,0.26,0.13,0.2,0.23,0.07,0.3,0.18,0.25
ESP-La Liga,2425,Valladolid,Stanko Jurić,CRO,Midfielder,27.0,1996.0,26,19,1729,19.2,0,0,0,0,0,0,7,1,0.8,0.8,0.5,1.3,5,57,8,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.04,0.07
ESP-La Liga,2425,Valladolid,Tamás Nikitscher,HUN,Midfielder/Defender,24.0,1999.0,13,9,858,9.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,13,7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ESP-La Liga,2425,Valladolid,Víctor Meseguer,ESP,Midfielder,25.0,1999.0,14,2,418,4.6,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2,22,22,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.15,0.15,0.15
ESP-La Liga,2425,Valladolid,Xavier Moreno,ESP,Forward,19.0,2004.0,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2425,Villarreal,Alex Baena,ESP,Midfielder/Forward,23.0,2001.0,32,30,2595,28.8,7,9,16,7,0,1,9,0,7.1,6.3,11.7,18.1,91,189,154,0.24,0.31,0.55,0.24,0.55,0.25,0.41,0.65,0.22,0.63
ESP-La Liga,2425,Villarreal,Alfonso Pedraza,ESP,Defender/Midfielder,28.0,1996.0,12,4,460,5.1,0,2,2,0,0,0,0,0,0.5,0.5,1.4,1.9,21,9,43,0.0,0.39,0.39,0.0,0.39,0.09,0.27,0.37,0.09,0.37
ESP-La Liga,2425,Villarreal,Arnau Solà,ESP,Midfielder,21.0,2003.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2425,Villarreal,Arnaut Danjuma,NED,Forward,27.0,1997.0,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.9,0.0,0.9,0.9,0.9,0.37,0.01,0.38,0.37,0.38
ESP-La Liga,2425,Villarreal,Ayoze Pérez,ESP,Forward,31.0,1993.0,30,22,1970,21.9,19,2,21,19,0,0,4,0,12.7,12.7,3.0,15.7,59,73,124,0.87,0.09,0.96,0.87,0.96,0.58,0.13,0.71,0.58,0.71
ESP-La Liga,2425,Villarreal,Daniel Parejo,ESP,Midfielder,35.0,1989.0,36,26,2273,25.3,3,3,6,2,1,2,8,0,2.5,0.8,1.8,2.7,19,176,26,0.12,0.12,0.24,0.08,0.2,0.1,0.07,0.17,0.03,0.11
ESP-La Liga,2425,Villarreal,Daniel Requena,ESP,Midfielder,20.0,2004.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2425,Villarreal,Denis Suárez,ESP,Midfielder,30.0,1994.0,21,7,608,6.8,1,1,2,1,0,0,0,0,0.9,0.9,1.5,2.4,27,35,24,0.15,0.15,0.3,0.15,0.3,0.14,0.22,0.36,0.14,0.36
ESP-La Liga,2425,Villarreal,Diego Conde,ESP,Goalkeeper,25.0,1998.0,22,22,1962,21.8,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.05,0.05,0.0,0.05,0.0,0.01,0.01,0.0,0.01
ESP-La Liga,2425,Villarreal,Eric Bailly,CIV,Defender,30.0,1994.0,12,8,617,6.9,0,0,0,0,0,0,2,1,0.3,0.3,0.0,0.3,1,18,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
ESP-La Liga,2425,Villarreal,Gerard Moreno,ESP,Forward,32.0,1992.0,17,6,721,8.0,3,2,5,0,3,3,0,0,4.2,1.8,3.6,5.5,19,53,60,0.37,0.25,0.62,0.0,0.25,0.53,0.45,0.98,0.23,0.69
ESP-La Liga,2425,Villarreal,Ilias Akhomach,MAR,Midfielder/Forward,20.0,2004.0,11,7,584,6.5,1,0,1,1,0,0,1,0,0.6,0.6,1.0,1.6,30,12,64,0.15,0.0,0.15,0.15,0.15,0.09,0.15,0.23,0.09,0.23
ESP-La Liga,2425,Villarreal,Juan Bernat,ESP,Defender/Midfielder,31.0,1993.0,10,1,212,2.4,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,4,8,23,0.0,0.42,0.42,0.0,0.42,0.12,0.17,0.29,0.12,0.29
ESP-La Liga,2425,Villarreal,Juan Foyth,ARG,Defender,26.0,1998.0,19,17,1517,16.9,1,0,1,1,0,0,4,0,2.4,2.4,0.3,2.8,13,65,11,0.06,0.0,0.06,0.06,0.06,0.14,0.02,0.16,0.14,0.16
ESP-La Liga,2425,Villarreal,Karl Etta,CMR,Midfielder/Forward,20.0,2003.0,4,0,37,0.4,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0,0,0,2.43,0.0,2.43,2.43,2.43,0.88,0.0,0.88,0.88,0.88
ESP-La Liga,2425,Villarreal,Kiko Femenía,ESP,Defender,33.0,1991.0,28,27,2227,24.7,0,1,1,0,0,0,7,0,0.4,0.4,1.3,1.7,52,112,44,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.07,0.01,0.07
ESP-La Liga,2425,Villarreal,Logan Costa,CPV,Defender,23.0,2001.0,32,28,2587,28.7,2,1,3,2,0,0,3,0,0.7,0.7,0.6,1.3,25,116,10,0.07,0.03,0.1,0.07,0.1,0.02,0.02,0.05,0.02,0.05
ESP-La Liga,2425,Villarreal,Luiz Lúcio Reis Júnior,BRA,Goalkeeper,23.0,2001.0,17,16,1458,16.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2425,Villarreal,Nicolas Pépé,CIV,Forward/Midfielder,29.0,1995.0,28,15,1500,16.7,3,6,9,3,0,0,3,0,3.8,3.8,4.8,8.6,76,60,159,0.18,0.36,0.54,0.18,0.54,0.23,0.29,0.52,0.23,0.52
ESP-La Liga,2425,Villarreal,Pape Gueye,SEN,Midfielder,25.0,1999.0,34,26,2224,24.7,4,0,4,4,0,0,6,2,3.4,3.4,1.1,4.5,36,156,69,0.16,0.0,0.16,0.16,0.16,0.14,0.04,0.18,0.14,0.18
ESP-La Liga,2425,Villarreal,Pau Cabanes,ESP,Midfielder/Forward,19.0,2005.0,10,0,163,1.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,10,11,33,0.55,0.0,0.55,0.55,0.55,0.26,0.22,0.47,0.26,0.47
ESP-La Liga,2425,Villarreal,Pau Navarro,ESP,Defender,19.0,2005.0,17,8,916,10.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,40,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2425,Villarreal,Ramón Terrats,ESP,Midfielder/Forward,23.0,2000.0,11,1,131,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,1,7,3,0.0,0.0,0.0,0.0,0.0,0.04,0.19,0.22,0.04,0.22
ESP-La Liga,2425,Villarreal,Raúl Albiol,ESP,Defender,38.0,1985.0,15,14,1188,13.2,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,3,34,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ESP-La Liga,2425,Villarreal,Santi Comesaña,ESP,Midfielder,27.0,1996.0,35,30,2560,28.4,4,2,6,4,0,0,7,0,4.6,4.6,2.0,6.6,39,154,58,0.14,0.07,0.21,0.14,0.21,0.16,0.07,0.23,0.16,0.23
ESP-La Liga,2425,Villarreal,Sergi Cardona,ESP,Defender,25.0,1999.0,35,34,2945,32.7,1,7,8,1,0,0,11,0,2.4,2.4,5.8,8.2,52,77,198,0.03,0.21,0.24,0.03,0.24,0.07,0.18,0.25,0.07,0.25
ESP-La Liga,2425,Villarreal,Tajon Buchanan,CAN,Midfielder,25.0,1999.0,13,4,416,4.6,1,2,3,1,0,0,2,0,0.9,0.9,0.5,1.4,19,5,45,0.22,0.43,0.65,0.22,0.65,0.19,0.12,0.31,0.19,0.31
ESP-La Liga,2425,Villarreal,Thiago Ojeda,ARG,Midfielder,21.0,2003.0,1,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
ESP-La Liga,2425,Villarreal,Thierno Barry,FRA,Forward,21.0,2002.0,35,25,2323,25.8,11,4,15,10,1,1,4,0,12.5,11.7,2.9,14.6,44,27,124,0.43,0.15,0.58,0.39,0.54,0.48,0.11,0.6,0.45,0.57
ESP-La Liga,2425,Villarreal,Willy Kambwala,FRA,Defender,19.0,2004.0,19,12,1117,12.4,0,0,0,0,0,0,1,1,0.3,0.3,0.1,0.5,2,16,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
ESP-La Liga,2425,Villarreal,Yeremi Pino,ESP,Midfielder/Forward,21.0,2002.0,34,25,1934,21.5,4,7,11,4,0,0,11,0,3.9,3.9,5.3,9.2,42,66,213,0.19,0.33,0.51,0.19,0.51,0.18,0.25,0.43,0.18,0.43
FRA-Ligue 1,2425,Angers,Abdoulaye Bamba,CIV,Defender,34.0,1990.0,19,16,1510,16.8,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,1,16,3,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02
FRA-Ligue 1,2425,Angers,Bamba Dieng,SEN,Forward,24.0,2000.0,18,5,532,5.9,3,0,3,2,1,1,1,0,3.1,2.3,0.0,2.4,6,7,35,0.51,0.0,0.51,0.34,0.34,0.53,0.01,0.53,0.39,0.4
FRA-Ligue 1,2425,Angers,Carlens Arcus,HAI,Defender,28.0,1996.0,28,25,2047,22.7,0,1,1,0,0,0,3,0,0.0,0.0,1.4,1.4,39,70,79,0.0,0.04,0.04,0.0,0.04,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,2425,Angers,Cédric Hountondji,BEN,Defender,30.0,1994.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Angers,Emmanuel Biumla,FRA,Defender,19.0,2005.0,17,15,1336,14.8,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.8,3,16,0,0.07,0.0,0.07,0.07,0.07,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2425,Angers,Enzo Caumont,FRA,Midfielder,20.0,2004.0,2,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Angers,Esteban Lepaul,FRA,Forward,24.0,2000.0,28,18,1629,18.1,9,0,9,9,0,0,2,0,5.1,5.1,0.8,6.0,26,20,68,0.5,0.0,0.5,0.5,0.5,0.28,0.05,0.33,0.28,0.33
FRA-Ligue 1,2425,Angers,Farid El Melali,ALG,Forward,27.0,1997.0,32,22,1893,21.0,2,3,5,2,0,0,1,0,3.6,3.6,3.1,6.7,62,43,113,0.1,0.14,0.24,0.1,0.24,0.17,0.15,0.32,0.17,0.32
FRA-Ligue 1,2425,Angers,Florent Hanin,ALG,Defender,34.0,1990.0,33,31,2672,29.7,1,2,3,1,0,0,2,0,0.9,0.9,1.9,2.8,48,99,108,0.03,0.07,0.1,0.03,0.1,0.03,0.06,0.1,0.03,0.1
FRA-Ligue 1,2425,Angers,Haris Belkebla,ALG,Midfielder,30.0,1994.0,22,21,1792,19.9,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,8,69,15,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,2425,Angers,Himad Abdelli,ALG,Midfielder/Forward,24.0,1999.0,32,32,2842,31.6,6,1,7,3,3,4,4,0,6.4,3.2,3.2,6.4,107,207,111,0.19,0.03,0.22,0.1,0.13,0.2,0.1,0.3,0.1,0.2
FRA-Ligue 1,2425,Angers,Ibrahima Niane,SEN,Forward,25.0,1999.0,24,8,943,10.5,3,1,4,2,1,1,0,0,5.7,4.9,1.0,6.0,19,9,50,0.29,0.1,0.38,0.19,0.29,0.55,0.1,0.64,0.47,0.57
FRA-Ligue 1,2425,Angers,Jacques Ekomie,GAB,Defender/Forward,20.0,2003.0,18,7,697,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,13,20,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Angers,Jean-Eudes Aholou,CIV,Midfielder,30.0,1994.0,26,26,1959,21.8,2,0,2,2,0,0,7,0,1.8,1.8,1.0,2.8,15,68,16,0.09,0.0,0.09,0.09,0.09,0.08,0.05,0.13,0.08,0.13
FRA-Ligue 1,2425,Angers,Jim Allevinah,GAB,Forward,29.0,1995.0,28,23,1750,19.4,1,3,4,1,0,0,3,0,4.2,4.2,2.5,6.7,57,48,99,0.05,0.15,0.21,0.05,0.21,0.22,0.13,0.35,0.22,0.35
FRA-Ligue 1,2425,Angers,Jordan Lefort,FRA,Defender,30.0,1993.0,34,34,3060,34.0,0,1,1,0,0,0,3,0,0.6,0.6,1.1,1.6,6,89,13,0.0,0.03,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05
FRA-Ligue 1,2425,Angers,Justin-Noël Kalumba,FRA,Forward/Midfielder,19.0,2004.0,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2425,Angers,Lanroy Machine,FRA,Forward,18.0,2005.0,2,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.62
FRA-Ligue 1,2425,Angers,Lilian Raolisoa,FRA,Defender/Forward,24.0,2000.0,29,14,1318,14.6,0,3,3,0,0,0,1,2,0.7,0.7,2.0,2.7,33,47,62,0.0,0.2,0.2,0.0,0.2,0.05,0.13,0.18,0.05,0.18
FRA-Ligue 1,2425,Angers,Lois Diony,FRA,Forward,31.0,1992.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Angers,Marius Courcoul,FRA,Midfielder/Defender,17.0,2007.0,8,3,309,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,7,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
FRA-Ligue 1,2425,Angers,Melvin Zinga,FRA,Goalkeeper,22.0,2002.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Angers,Ousmane Camara,FRA,Defender,21.0,2003.0,3,3,252,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
FRA-Ligue 1,2425,Angers,Pierrick Capelle,FRA,Midfielder,37.0,1987.0,16,3,483,5.4,0,0,0,0,0,0,4,0,0.2,0.2,1.2,1.4,10,22,17,0.0,0.0,0.0,0.0,0.0,0.04,0.22,0.26,0.04,0.26
FRA-Ligue 1,2425,Angers,Prosper Peter,NGA,Midfielder/Forward,16.0,2007.0,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Angers,Sidiki Cherif,FRA,Forward,17.0,2006.0,7,3,324,3.6,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,8,3,16,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.25,0.2,0.25
FRA-Ligue 1,2425,Angers,Yahia Fofana,CIV,Goalkeeper,23.0,2000.0,33,33,2970,33.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Angers,Yassin Belkhdim,FRA,Midfielder,22.0,2002.0,29,16,1523,16.9,1,1,2,1,0,0,4,0,0.8,0.8,0.6,1.4,17,37,31,0.06,0.06,0.12,0.06,0.12,0.05,0.04,0.08,0.05,0.08
FRA-Ligue 1,2425,Angers,Zinedine Ferhat,ALG,Forward/Midfielder,31.0,1993.0,24,8,849,9.4,2,0,2,2,0,0,1,0,1.4,1.4,2.4,3.7,16,40,64,0.21,0.0,0.21,0.21,0.21,0.14,0.25,0.4,0.14,0.4
FRA-Ligue 1,2425,Angers,Zinédine Ould Khaled,FRA,Midfielder,24.0,2000.0,10,4,343,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,11,5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
FRA-Ligue 1,2425,Auxerre,Ado Onaiwu,JPN,Midfielder/Forward,28.0,1995.0,31,9,957,10.6,4,1,5,4,0,0,1,1,4.0,4.0,1.1,5.1,17,33,74,0.38,0.09,0.47,0.38,0.47,0.37,0.1,0.47,0.37,0.47
FRA-Ligue 1,2425,Auxerre,Aristide Zossou,CIV,Midfielder,19.0,2005.0,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Auxerre,Assane Dioussé,SEN,Midfielder,26.0,1997.0,17,7,663,7.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,33,6,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
FRA-Ligue 1,2425,Auxerre,Ben Viadere,FRA,Midfielder,18.0,2005.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.85
FRA-Ligue 1,2425,Auxerre,Clément Akpa,CIV,Defender,22.0,2001.0,31,29,2486,27.6,0,1,1,0,0,0,7,0,0.3,0.3,0.9,1.2,27,74,24,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.04,0.01,0.04
FRA-Ligue 1,2425,Auxerre,Donovan Léon,GUF,Goalkeeper,31.0,1992.0,32,32,2880,32.0,0,2,2,0,0,0,4,0,0.0,0.0,0.4,0.4,0,1,0,0.0,0.06,0.06,0.0,0.06,0.0,0.01,0.01,0.0,0.01
FRA-Ligue 1,2425,Auxerre,Elisha Owusu,GHA,Midfielder,26.0,1997.0,28,28,2344,26.0,1,3,4,1,0,0,7,0,0.4,0.4,1.0,1.4,8,78,33,0.04,0.12,0.15,0.04,0.15,0.01,0.04,0.05,0.01,0.05
FRA-Ligue 1,2425,Auxerre,Eros Maddy,NED,Defender,23.0,2001.0,2,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52
FRA-Ligue 1,2425,Auxerre,Florian Ayé,FRA,Forward,27.0,1997.0,26,4,575,6.4,2,0,2,2,0,0,0,0,1.9,1.9,0.1,2.0,5,7,30,0.31,0.0,0.31,0.31,0.31,0.3,0.02,0.32,0.3,0.32
FRA-Ligue 1,2425,Auxerre,Fredrik Oppegard,NOR,Defender,21.0,2002.0,9,2,273,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,7,11,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
FRA-Ligue 1,2425,Auxerre,Gabriel Osho,NGA,Defender,25.0,1998.0,20,20,1654,18.4,1,0,1,1,0,0,1,1,1.0,1.0,0.1,1.1,12,43,2,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06
FRA-Ligue 1,2425,Auxerre,Gaëtan Perrin,FRA,Midfielder/Forward,28.0,1996.0,34,31,2691,29.9,10,11,21,10,0,0,2,0,6.1,6.1,7.8,13.9,83,142,125,0.33,0.37,0.7,0.33,0.7,0.2,0.26,0.47,0.2,0.47
FRA-Ligue 1,2425,Auxerre,Gideon Mensah,GHA,Defender,26.0,1998.0,29,26,2280,25.3,0,1,1,0,0,0,2,0,0.2,0.2,2.6,2.8,52,93,101,0.0,0.04,0.04,0.0,0.04,0.01,0.1,0.11,0.01,0.11
FRA-Ligue 1,2425,Auxerre,Hamed Junior Traorè,CIV,Midfielder,24.0,2000.0,26,26,2093,23.3,10,2,12,10,0,0,5,0,7.9,7.9,2.7,10.6,66,99,146,0.43,0.09,0.52,0.43,0.52,0.34,0.12,0.46,0.34,0.46
FRA-Ligue 1,2425,Auxerre,Han-Noah Massengo,FRA,Midfielder,23.0,2001.0,17,11,1046,11.6,0,0,0,0,0,0,5,0,0.4,0.4,0.4,0.8,13,28,13,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07
