league,season,team,player,nationality,position,age,birth_year,90s,goals,shots,shots_on_target,shot_accuracy,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,free_kick_shots,penalty_kicks_made,penalty_kicks_attempted,expected_goals,expected_goals_non_penalty,expected_goals_per_shot_non_penalty,goals_minus_expected,non_penalty_goals_minus_expected
FRA-Ligue 1,2425,Brest,Abdallah Sima,,,23.0,2001.0,13.8,7,37,18,48.6,2.69,1.31,0.19,0.39,13.1,0,0,0,5.9,5.9,0.16,1.1,1.1
FRA-Ligue 1,2425,Brest,Abdoulaye Niakhate Ndiaye,,,22.0,2002.0,19.0,1,11,2,18.2,0.58,0.11,0.09,0.5,9.1,0,0,0,1.0,1.0,0.09,0.0,0.0
FRA-Ligue 1,2425,Brest,Axel Camblan,,,20.0,2003.0,0.3,0,1,0,0.0,3.46,0.0,0.0,,16.0,0,0,0,0.0,0.0,0.05,0.0,0.0
FRA-Ligue 1,2425,Brest,Bradley Locko,,,22.0,2002.0,1.1,0,1,0,0.0,0.93,0.0,0.0,,18.1,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2425,Brest,Brendan Chardonnet,,,29.0,1994.0,26.8,1,14,1,7.1,0.52,0.04,0.07,1.0,13.1,0,0,0,0.8,0.8,0.06,0.2,0.2
FRA-Ligue 1,2425,Brest,Edimilson Fernandes,,,28.0,1996.0,12.3,0,10,2,20.0,0.81,0.16,0.0,0.0,24.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
FRA-Ligue 1,2425,Brest,Grégoire Coudert,,,25.0,1999.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Brest,Hamidou Makalou,,,18.0,2006.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Brest,Hianga Mananga Mbock,,,24.0,1999.0,0.2,0,1,1,100.0,4.29,4.29,0.0,0.0,36.4,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2425,Brest,Hugo Magnetti,,,26.0,1998.0,25.8,1,19,6,31.6,0.74,0.23,0.05,0.17,25.3,0,0,0,0.8,0.8,0.04,0.2,0.2
FRA-Ligue 1,2425,Brest,Ibrahim Salah,,,22.0,2001.0,4.0,1,13,4,30.8,3.27,1.01,0.08,0.25,19.7,0,0,0,0.6,0.6,0.04,0.4,0.4
FRA-Ligue 1,2425,Brest,Jonas Martin,,,34.0,1990.0,5.5,1,3,1,33.3,0.54,0.18,0.33,1.0,8.7,0,0,0,0.4,0.4,0.14,0.6,0.6
FRA-Ligue 1,2425,Brest,Jordan Amavi,,,30.0,1994.0,8.8,0,8,3,37.5,0.91,0.34,0.0,0.0,25.0,1,0,0,0.3,0.3,0.03,-0.3,-0.3
FRA-Ligue 1,2425,Brest,Julien Le Cardinal,,,26.0,1997.0,15.3,0,10,3,30.0,0.65,0.2,0.0,0.0,11.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
FRA-Ligue 1,2425,Brest,Justin Bourgault,,,18.0,2005.0,1.4,1,2,1,50.0,1.48,0.74,0.5,1.0,26.2,0,0,0,0.1,0.1,0.04,0.9,0.9
FRA-Ligue 1,2425,Brest,Jérémy Le Douaron,,,26.0,1998.0,1.1,0,2,1,50.0,1.76,0.88,0.0,0.0,11.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2425,Brest,Kamory Doumbia,,,21.0,2003.0,14.7,3,22,10,45.5,1.5,0.68,0.14,0.3,16.7,1,0,0,2.7,2.7,0.13,0.3,0.3
FRA-Ligue 1,2425,Brest,Kenny Lala,,,32.0,1991.0,29.8,3,9,4,44.4,0.3,0.13,0.0,0.0,26.8,2,3,3,3.0,0.6,0.07,0.0,-0.6
FRA-Ligue 1,2425,Brest,Luck Zogbé,,,19.0,2005.0,7.1,0,8,1,12.5,1.13,0.14,0.0,0.0,23.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3
FRA-Ligue 1,2425,Brest,Ludovic Ajorque,,,30.0,1994.0,27.7,13,53,25,47.2,1.91,0.9,0.25,0.52,12.1,0,0,1,10.4,9.6,0.18,2.6,3.4
FRA-Ligue 1,2425,Brest,Mahdi Camara,,,26.0,1998.0,29.5,5,49,19,38.8,1.66,0.64,0.1,0.26,16.6,0,0,0,4.1,4.1,0.08,0.9,0.9
FRA-Ligue 1,2425,Brest,Mama Samba Baldé,,,28.0,1995.0,12.8,2,29,8,27.6,2.27,0.63,0.07,0.25,15.8,0,0,0,3.0,3.0,0.1,-1.0,-1.0
FRA-Ligue 1,2425,Brest,Marco Bizot,,,33.0,1991.0,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Brest,Massadio Haïdara,,,31.0,1992.0,18.6,0,10,1,10.0,0.54,0.05,0.0,0.0,20.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
FRA-Ligue 1,2425,Brest,Mathias Pereira Lage,,,27.0,1996.0,17.5,2,36,15,41.7,2.06,0.86,0.06,0.13,17.2,3,0,0,3.3,3.3,0.09,-1.3,-1.3
FRA-Ligue 1,2425,Brest,Pierre Lees-Melou,,,31.0,1993.0,17.0,2,22,8,36.4,1.3,0.47,0.09,0.25,22.8,0,0,0,1.3,1.3,0.06,0.7,0.7
FRA-Ligue 1,2425,Brest,Romain Del Castillo,,,28.0,1996.0,14.0,6,17,8,47.1,1.22,0.57,0.18,0.38,19.7,0,3,4,4.7,1.5,0.09,1.3,1.5
FRA-Ligue 1,2425,Brest,Romain Faivre,,,26.0,1998.0,10.0,3,18,9,50.0,1.8,0.9,0.11,0.22,16.9,0,1,1,2.6,1.8,0.11,0.4,0.2
FRA-Ligue 1,2425,Brest,Soumaïla Coulibaly,,,20.0,2003.0,4.9,0,4,0,0.0,0.82,0.0,0.0,,12.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2425,Brest,Sérigné Diop,,,19.0,2005.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Abdoulaye Touré,,,30.0,1994.0,25.8,10,38,6,15.8,1.47,0.23,0.05,0.33,25.4,0,8,9,9.4,2.2,0.06,0.6,-0.2
FRA-Ligue 1,2425,Le Havre,Alois Confais,,,27.0,1996.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Le Havre,André Ayew,,,34.0,1989.0,16.1,4,22,9,40.9,1.36,0.56,0.18,0.44,12.0,2,0,0,4.3,4.3,0.21,-0.3,-0.3
FRA-Ligue 1,2425,Le Havre,Antoine Joujou,,,21.0,2003.0,10.5,0,11,2,18.2,1.05,0.19,0.0,0.0,18.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6
FRA-Ligue 1,2425,Le Havre,Arouna Sangante,,,22.0,2002.0,13.8,3,7,4,57.1,0.51,0.29,0.43,0.75,9.3,0,0,0,1.0,1.0,0.14,2.0,2.0
FRA-Ligue 1,2425,Le Havre,Arthur Desmas,,,30.0,1994.0,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Christopher Operi,,,27.0,1997.0,13.0,0,7,1,14.3,0.54,0.08,0.0,0.0,22.0,2,0,0,0.3,0.3,0.04,-0.3,-0.3
FRA-Ligue 1,2425,Le Havre,Daler Kuzyaev,,,31.0,1993.0,6.3,1,4,3,75.0,0.63,0.48,0.25,0.33,22.3,0,0,0,0.2,0.2,0.05,0.8,0.8
FRA-Ligue 1,2425,Le Havre,Elysée Logbo,,,20.0,2004.0,0.3,0,1,0,0.0,3.33,0.0,0.0,,3.7,0,0,0,0.2,0.2,0.18,-0.2,-0.2
FRA-Ligue 1,2425,Le Havre,Emmanuel Sabbi,,,26.0,1997.0,7.3,0,15,4,26.7,2.07,0.55,0.0,0.0,12.5,0,0,0,1.9,1.9,0.13,-1.9,-1.9
FRA-Ligue 1,2425,Le Havre,Etienne Youte Kinkoue,,,22.0,2002.0,25.8,0,14,1,7.1,0.54,0.04,0.0,0.0,16.9,2,0,0,1.3,1.3,0.09,-1.3,-1.3
FRA-Ligue 1,2425,Le Havre,Fodé Ballo-Touré,,,27.0,1997.0,6.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Gautier Lloris,,,29.0,1995.0,30.8,2,11,2,18.2,0.36,0.07,0.18,1.0,12.8,0,0,0,1.2,1.2,0.11,0.8,0.8
FRA-Ligue 1,2425,Le Havre,Ilyes Housni,,,19.0,2005.0,2.6,0,5,0,0.0,1.96,0.0,0.0,,13.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
FRA-Ligue 1,2425,Le Havre,Issa Soumaré,,,23.0,2000.0,21.1,5,43,19,44.2,2.03,0.9,0.12,0.26,16.5,2,0,0,3.8,3.8,0.09,1.2,1.2
FRA-Ligue 1,2425,Le Havre,Josué Casimir,,,22.0,2001.0,22.2,4,27,9,33.3,1.22,0.41,0.15,0.44,15.7,0,0,0,3.3,3.3,0.12,0.7,0.7
FRA-Ligue 1,2425,Le Havre,Junior Mwanga,,,21.0,2003.0,10.6,1,16,3,18.8,1.51,0.28,0.06,0.33,19.5,2,0,0,1.3,1.3,0.08,-0.3,-0.3
FRA-Ligue 1,2425,Le Havre,Kandet Diawara,,,24.0,2000.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Koka,,,31.0,1993.0,9.5,3,20,8,40.0,2.12,0.85,0.1,0.25,13.4,0,1,1,4.9,4.2,0.21,-1.9,-2.2
FRA-Ligue 1,2425,Le Havre,Loïc Nego,,,33.0,1991.0,27.3,0,11,2,18.2,0.4,0.07,0.0,0.0,17.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8
FRA-Ligue 1,2425,Le Havre,Mahamadou Diawara,,,19.0,2005.0,6.5,0,7,1,14.3,1.08,0.15,0.0,0.0,20.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4
FRA-Ligue 1,2425,Le Havre,Mathieu Gorgelin,,,33.0,1990.0,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Mathéo Bodmer,,,20.0,2004.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Oussama Targhalline,,,22.0,2002.0,11.0,0,5,0,0.0,0.45,0.0,0.0,,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Le Havre,Rassoul Ndiaye,,,22.0,2001.0,11.8,1,18,5,27.8,1.53,0.42,0.06,0.2,18.1,0,0,0,1.7,1.7,0.1,-0.7,-0.7
FRA-Ligue 1,2425,Le Havre,Samuel Grandsir,,,27.0,1996.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Steve Ngoura,,,19.0,2005.0,3.2,0,10,2,20.0,3.11,0.62,0.0,0.0,11.9,0,0,0,1.3,1.3,0.13,-1.3,-1.3
FRA-Ligue 1,2425,Le Havre,Timothee Pembele,,,21.0,2002.0,12.4,1,8,3,37.5,0.65,0.24,0.13,0.33,13.7,0,0,0,1.3,1.3,0.16,-0.3,-0.3
FRA-Ligue 1,2425,Le Havre,Yanis Zouaoui,,,30.0,1994.0,10.8,0,5,2,40.0,0.46,0.18,0.0,0.0,28.6,2,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Le Havre,Yassine Kechta,,,22.0,2002.0,23.3,2,29,9,31.0,1.25,0.39,0.07,0.22,25.7,2,0,0,2.5,2.5,0.09,-0.5,-0.5
FRA-Ligue 1,2425,Le Havre,Yoann Salmier,,,31.0,1992.0,8.9,0,5,2,40.0,0.56,0.23,0.0,0.0,9.8,0,0,0,0.8,0.8,0.17,-0.8,-0.8
FRA-Ligue 1,2425,Lens,Abdukodir Khusanov,,,20.0,2004.0,10.8,0,6,4,66.7,0.55,0.37,0.0,0.0,24.6,2,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2425,Lens,Adrien Thomasson,,,30.0,1993.0,29.1,3,41,11,26.8,1.41,0.38,0.07,0.27,14.3,0,0,0,5.9,5.9,0.15,-2.9,-2.9
FRA-Ligue 1,2425,Lens,Anass Zaroury,,,23.0,2000.0,15.6,2,35,12,34.3,2.24,0.77,0.06,0.17,22.4,0,0,0,1.7,1.7,0.05,0.3,0.3
FRA-Ligue 1,2425,Lens,Andy Diouf,,,21.0,2003.0,24.7,1,40,5,12.5,1.62,0.2,0.03,0.2,20.0,0,0,0,2.9,2.9,0.07,-1.9,-1.9
FRA-Ligue 1,2425,Lens,Angelo Fulgini,,,27.0,1996.0,11.6,1,26,9,34.6,2.24,0.78,0.04,0.11,17.9,2,0,0,2.4,2.4,0.09,-1.4,-1.4
FRA-Ligue 1,2425,Lens,Brice Samba,,,30.0,1994.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lens,David Costa,,,23.0,2001.0,3.9,0,9,2,22.2,2.3,0.51,0.0,0.0,18.0,0,0,0,1.2,1.2,0.13,-1.2,-1.2
FRA-Ligue 1,2425,Lens,Deiver Machado,,,30.0,1993.0,20.1,1,23,5,21.7,1.15,0.25,0.04,0.2,19.2,1,0,0,2.3,2.3,0.1,-1.3,-1.3
FRA-Ligue 1,2425,Lens,Facundo Medina,,,25.0,1999.0,28.3,0,27,3,11.1,0.96,0.11,0.0,0.0,18.3,0,0,0,1.8,1.8,0.07,-1.8,-1.8
FRA-Ligue 1,2425,Lens,Florian Sotoca,,,33.0,1990.0,19.9,1,47,18,38.3,2.36,0.9,0.02,0.06,14.7,0,0,0,4.6,4.6,0.1,-3.6,-3.6
FRA-Ligue 1,2425,Lens,Gabin Capuano,,,18.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lens,Goduine Koyalipou,,,24.0,2000.0,9.8,4,42,14,33.3,4.27,1.42,0.1,0.29,14.3,0,0,0,4.8,4.8,0.12,-0.8,-0.8
FRA-Ligue 1,2425,Lens,Hamzat Ojediran,,,20.0,2003.0,4.6,1,10,3,30.0,2.16,0.65,0.1,0.33,22.1,0,0,0,0.6,0.6,0.06,0.4,0.4
FRA-Ligue 1,2425,Lens,Hervé Koffi,,,27.0,1996.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lens,Jeremy Agbonifo,,,18.0,2005.0,3.3,1,6,4,66.7,1.8,1.2,0.17,0.25,14.1,0,0,0,0.7,0.7,0.11,0.3,0.3
FRA-Ligue 1,2425,Lens,Jhoanner Chávez,,,22.0,2002.0,6.6,1,5,3,60.0,0.76,0.45,0.2,0.33,16.4,0,0,0,0.3,0.3,0.06,0.7,0.7
FRA-Ligue 1,2425,Lens,Jonathan Gradit,,,31.0,1992.0,23.5,0,16,4,25.0,0.68,0.17,0.0,0.0,17.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8
FRA-Ligue 1,2425,Lens,Juma Bah,,,18.0,2006.0,7.6,0,2,1,50.0,0.26,0.13,0.0,0.0,10.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,2425,Lens,Kembo Diliwidi,,,18.0,2006.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lens,Kevin Danso,,,25.0,1998.0,12.0,0,10,2,20.0,0.83,0.17,0.0,0.0,13.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
FRA-Ligue 1,2425,Lens,Kyllian Antonio,,,16.0,2008.0,1.5,0,1,0,0.0,0.65,0.0,0.0,,18.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,2425,Lens,M'Bala Nzola,,,27.0,1996.0,16.2,6,47,18,38.3,2.9,1.11,0.13,0.33,12.1,0,0,0,8.6,8.6,0.19,-2.6,-2.6
FRA-Ligue 1,2425,Lens,Malang Sarr,,,25.0,1999.0,15.4,0,6,1,16.7,0.39,0.06,0.0,0.0,16.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
FRA-Ligue 1,2425,Lens,Martin Satriano,,,23.0,2001.0,1.0,0,5,0,0.0,5.11,0.0,0.0,,13.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4
FRA-Ligue 1,2425,Lens,Mathew Ryan,,,32.0,1992.0,14.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lens,Nampalys Mendy,,,32.0,1992.0,6.5,0,3,0,0.0,0.46,0.0,0.0,,23.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
FRA-Ligue 1,2425,Lens,Neil El Aynaoui,,,23.0,2001.0,17.6,8,16,7,43.8,0.91,0.4,0.31,0.71,20.4,1,3,3,4.0,1.6,0.1,4.0,3.4
FRA-Ligue 1,2425,Lens,Przemysław Frankowski,,,29.0,1995.0,15.4,4,14,5,35.7,0.91,0.32,0.14,0.4,21.9,1,2,2,2.3,0.7,0.05,1.7,1.3
FRA-Ligue 1,2425,Lens,Rayan Fofana,,,18.0,2006.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lens,Ruben Aguilar,,,31.0,1993.0,12.5,1,11,3,27.3,0.88,0.24,0.09,0.33,16.0,0,0,0,0.8,0.8,0.07,0.2,0.2
FRA-Ligue 1,2425,Lens,Rémy Labeau Lascary,,,21.0,2003.0,7.1,2,14,5,35.7,1.98,0.71,0.14,0.4,13.2,0,0,0,2.5,2.5,0.18,-0.5,-0.5
FRA-Ligue 1,2425,Lens,Tom Pouilly,,,21.0,2003.0,3.0,0,5,2,40.0,1.65,0.66,0.0,0.0,18.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4
FRA-Ligue 1,2425,Lens,Wesley Saïd,,,29.0,1995.0,10.1,3,17,7,41.2,1.69,0.7,0.18,0.43,11.2,0,0,0,3.2,3.2,0.19,-0.2,-0.2
FRA-Ligue 1,2425,Lille,Aaron Malouda,,,18.0,2005.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lille,Alexsandro Ribeiro,,,24.0,1999.0,30.0,1,21,4,19.0,0.7,0.13,0.05,0.25,10.3,0,0,0,1.6,1.6,0.08,-0.6,-0.6
FRA-Ligue 1,2425,Lille,André Gomes,,,31.0,1993.0,14.2,0,11,3,27.3,0.78,0.21,0.0,0.0,24.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5
FRA-Ligue 1,2425,Lille,Angel Gomes,,,23.0,2000.0,8.2,1,8,2,25.0,0.98,0.24,0.13,0.5,21.8,2,0,1,1.7,0.9,0.11,-0.7,0.1
FRA-Ligue 1,2425,Lille,Ayyoub Bouaddi,,,16.0,2007.0,12.8,0,3,1,33.3,0.23,0.08,0.0,0.0,19.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,2425,Lille,Aïssa Mandi,,,32.0,1991.0,19.3,0,6,2,33.3,0.31,0.1,0.0,0.0,9.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
FRA-Ligue 1,2425,Lille,Bafodé Diakité,,,23.0,2001.0,30.7,4,16,7,43.8,0.52,0.23,0.25,0.57,8.3,0,0,0,2.3,2.3,0.15,1.7,1.7
FRA-Ligue 1,2425,Lille,Benjamin André,,,33.0,1990.0,29.9,0,16,4,25.0,0.53,0.13,0.0,0.0,15.6,0,0,0,1.4,1.4,0.09,-1.4,-1.4
FRA-Ligue 1,2425,Lille,Chuba Akpom,,,28.0,1995.0,7.1,3,18,9,50.0,2.54,1.27,0.11,0.22,13.2,0,1,2,5.0,3.4,0.19,-2.0,-1.4
FRA-Ligue 1,2425,Lille,Edon Zhegrova,,,25.0,1999.0,10.9,4,23,9,39.1,2.12,0.83,0.17,0.44,22.2,2,0,0,2.3,2.3,0.1,1.7,1.7
FRA-Ligue 1,2425,Lille,Ethan Mbappé,,,17.0,2006.0,2.5,0,11,4,36.4,4.46,1.62,0.0,0.0,18.1,0,0,0,1.1,1.1,0.1,-1.1,-1.1
FRA-Ligue 1,2425,Lille,Gabriel Gudmundsson,,,25.0,1999.0,19.8,2,18,5,27.8,0.91,0.25,0.11,0.4,18.8,0,0,0,0.7,0.7,0.04,1.3,1.3
FRA-Ligue 1,2425,Lille,Hákon Arnar Haraldsson,,,21.0,2003.0,19.5,5,35,13,37.1,1.79,0.67,0.14,0.38,17.1,2,0,0,3.8,3.8,0.11,1.2,1.2
FRA-Ligue 1,2425,Lille,Ismaily,,,34.0,1990.0,10.0,0,10,4,40.0,1.0,0.4,0.0,0.0,18.5,0,0,0,0.7,0.7,0.07,-0.7,-0.7
FRA-Ligue 1,2425,Lille,Jonathan David,,,24.0,2000.0,28.4,16,66,28,42.4,2.33,0.99,0.15,0.36,15.3,0,6,7,16.2,10.7,0.16,-0.2,-0.7
FRA-Ligue 1,2425,Lille,Lucas Chevalier,,,22.0,2001.0,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lille,Matias Fernandez-Pardo,,,19.0,2005.0,11.8,4,23,12,52.2,1.94,1.01,0.17,0.33,17.8,0,0,0,2.9,2.9,0.12,1.1,1.1
FRA-Ligue 1,2425,Lille,Mitchel Bakker,,,24.0,2000.0,12.7,3,23,10,43.5,1.82,0.79,0.13,0.3,18.9,5,0,0,3.0,3.0,0.13,0.0,0.0
FRA-Ligue 1,2425,Lille,Mohamed Lamine Bayo,,,26.0,1998.0,3.4,2,10,4,40.0,2.91,1.17,0.2,0.5,12.2,0,0,0,2.2,2.2,0.22,-0.2,-0.2
FRA-Ligue 1,2425,Lille,Nabil Bentaleb,,,29.0,1994.0,3.7,1,5,1,20.0,1.37,0.27,0.2,1.0,24.8,2,0,0,0.7,0.7,0.15,0.3,0.3
FRA-Ligue 1,2425,Lille,Ngal'Ayel Mukau,,,19.0,2004.0,13.2,0,11,2,18.2,0.83,0.15,0.0,0.0,22.3,0,0,0,0.8,0.8,0.07,-0.8,-0.8
FRA-Ligue 1,2425,Lille,Osame Sahraoui,,,23.0,2001.0,14.4,3,23,8,34.8,1.6,0.56,0.13,0.38,15.6,0,0,0,2.9,2.9,0.13,0.1,0.1
FRA-Ligue 1,2425,Lille,Ousmane Toure,,,19.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lille,Rémy Cabella,,,34.0,1990.0,11.2,1,30,7,23.3,2.67,0.62,0.03,0.14,14.7,1,0,0,4.0,4.0,0.13,-3.0,-3.0
FRA-Ligue 1,2425,Lille,Thomas Meunier,,,32.0,1991.0,21.4,2,28,11,39.3,1.31,0.51,0.07,0.18,16.6,0,0,0,1.9,1.9,0.07,0.1,0.1
FRA-Ligue 1,2425,Lille,Tiago Santos,,,22.0,2002.0,4.5,0,8,4,50.0,1.78,0.89,0.0,0.0,20.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
FRA-Ligue 1,2425,Lille,Younes Lachaab,,,19.0,2005.0,0.1,0,1,0,0.0,10.0,0.0,0.0,,23.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1
FRA-Ligue 1,2425,Lyon,Abner,,,24.0,2000.0,12.1,1,7,3,42.9,0.58,0.25,0.14,0.33,17.7,0,0,0,0.6,0.6,0.08,0.4,0.4
FRA-Ligue 1,2425,Lyon,Adryelson,,,26.0,1998.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lyon,Ainsley Maitland-Niles,,,26.0,1997.0,22.1,1,22,7,31.8,1.0,0.32,0.05,0.14,16.0,0,0,0,2.9,2.9,0.13,-1.9,-1.9
FRA-Ligue 1,2425,Lyon,Alejandro Rodriguez,,,16.0,2008.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lyon,Alexandre Lacazette,,,33.0,1991.0,22.8,15,53,31,58.5,2.33,1.36,0.19,0.32,13.5,1,5,6,16.3,11.7,0.22,-1.3,-1.7
FRA-Ligue 1,2425,Lyon,Clinton Mata,,,31.0,1992.0,26.3,0,5,0,0.0,0.19,0.0,0.0,,21.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
FRA-Ligue 1,2425,Lyon,Corentin Tolisso,,,29.0,1994.0,25.9,7,51,18,35.3,1.97,0.7,0.14,0.39,16.4,0,0,0,5.3,5.3,0.1,1.7,1.7
FRA-Ligue 1,2425,Lyon,Duje Ćaleta-Car,,,27.0,1996.0,17.6,1,11,1,9.1,0.62,0.06,0.09,1.0,9.8,0,0,0,2.1,2.1,0.19,-1.1,-1.1
FRA-Ligue 1,2425,Lyon,Ernest Nuamah,,,20.0,2003.0,11.7,3,28,13,46.4,2.4,1.11,0.11,0.23,17.3,0,0,0,2.2,2.2,0.08,0.8,0.8
FRA-Ligue 1,2425,Lyon,Georges Mikautadze,,,23.0,2000.0,16.1,11,52,22,42.3,3.23,1.37,0.15,0.36,14.1,0,3,4,10.3,7.0,0.14,0.7,1.0
FRA-Ligue 1,2425,Lyon,Gift Orban,,,22.0,2002.0,2.1,2,4,3,75.0,1.94,1.45,0.5,0.67,8.7,0,0,0,1.2,1.2,0.3,0.8,0.8
FRA-Ligue 1,2425,Lyon,Jordan Veretout,,,31.0,1993.0,17.3,2,21,9,42.9,1.22,0.52,0.1,0.22,18.5,0,0,0,1.9,1.9,0.09,0.1,0.1
FRA-Ligue 1,2425,Lyon,Lucas Perri,,,26.0,1997.0,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lyon,Mahamadou Diawara,,,19.0,2005.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lyon,Malick Fofana,,,19.0,2005.0,17.7,5,31,15,48.4,1.76,0.85,0.16,0.33,15.0,0,0,0,3.8,3.8,0.12,1.2,1.2
FRA-Ligue 1,2425,Lyon,Mama Samba Baldé,,,28.0,1995.0,0.4,0,1,0,0.0,2.73,0.0,0.0,,8.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1
FRA-Ligue 1,2425,Lyon,Maxence Caqueret,,,24.0,2000.0,6.4,0,7,1,14.3,1.1,0.16,0.0,0.0,21.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7
FRA-Ligue 1,2425,Lyon,Moussa Niakhate,,,28.0,1996.0,30.3,0,2,1,50.0,0.07,0.03,0.0,0.0,7.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
FRA-Ligue 1,2425,Lyon,Nemanja Matić,,,35.0,1988.0,22.3,0,2,1,50.0,0.09,0.04,0.0,0.0,14.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Lyon,Nicolás Tagliafico,,,31.0,1992.0,21.1,3,28,7,25.0,1.32,0.33,0.11,0.43,14.2,0,0,0,3.0,3.0,0.11,0.0,0.0
