league,season,team,player,nationality,position,age,birth_year,90s,goals,shots,shots_on_target,shot_accuracy,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,free_kick_shots,penalty_kicks_made,penalty_kicks_attempted,expected_goals,expected_goals_non_penalty,expected_goals_per_shot_non_penalty,goals_minus_expected,non_penalty_goals_minus_expected
FRA-Ligue 1,2425,Lyon,Orel Mangala,,,26.0,1998.0,0.7,0,1,0,0.0,1.34,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,2425,Lyon,Paul Akouokou,,,26.0,1997.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lyon,Rayan Cherki,,,20.0,2003.0,22.7,8,45,19,42.2,1.98,0.84,0.18,0.42,16.8,3,0,0,5.0,5.0,0.11,3.0,3.0
FRA-Ligue 1,2425,Lyon,Rémy Descamps,,,28.0,1996.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lyon,Sael Kumbedi,,,19.0,2005.0,10.6,0,4,2,50.0,0.38,0.19,0.0,0.0,14.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
FRA-Ligue 1,2425,Lyon,Saïd Benrahma,,,28.0,1995.0,8.2,1,17,4,23.5,2.08,0.49,0.06,0.25,20.2,1,0,0,2.0,2.0,0.12,-1.0,-1.0
FRA-Ligue 1,2425,Lyon,Tanner Tessmann,,,22.0,2001.0,13.7,1,18,10,55.6,1.31,0.73,0.06,0.1,22.2,0,0,0,1.0,1.0,0.05,0.0,0.0
FRA-Ligue 1,2425,Lyon,Thiago Almada,,,23.0,2001.0,10.6,1,23,5,21.7,2.18,0.47,0.04,0.2,20.5,1,0,0,2.0,2.0,0.09,-1.0,-1.0
FRA-Ligue 1,2425,Lyon,Téo Barisic,,,19.0,2004.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lyon,Warmed Omari,,,24.0,2000.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Lyon,Wilfried Zaha,,,31.0,1992.0,0.8,0,1,1,100.0,1.23,1.23,0.0,0.0,17.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
FRA-Ligue 1,2425,Marseille,Adrien Rabiot,,,29.0,1995.0,27.6,9,48,22,45.8,1.74,0.8,0.19,0.41,13.2,0,0,0,7.3,7.3,0.15,1.7,1.7
FRA-Ligue 1,2425,Marseille,Amar Dedić,,,21.0,2002.0,3.5,0,6,2,33.3,1.72,0.57,0.0,0.0,18.3,0,0,0,0.9,0.9,0.15,-0.9,-0.9
FRA-Ligue 1,2425,Marseille,Amine Gouiri,,,24.0,2000.0,11.6,10,51,24,47.1,4.38,2.06,0.2,0.42,15.2,1,0,0,8.4,8.4,0.17,1.6,1.6
FRA-Ligue 1,2425,Marseille,Amine Harit,,,27.0,1997.0,5.8,2,8,5,62.5,1.39,0.87,0.25,0.4,19.1,1,0,0,0.8,0.8,0.1,1.2,1.2
FRA-Ligue 1,2425,Marseille,Bamo Meïté,,,22.0,2001.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Marseille,Bilal Nadir,,,20.0,2003.0,4.3,1,8,3,37.5,1.88,0.7,0.13,0.33,18.4,1,0,0,0.6,0.6,0.07,0.4,0.4
FRA-Ligue 1,2425,Marseille,Darryl Bakola,,,16.0,2007.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Marseille,Derek Cornelius,,,26.0,1997.0,15.8,0,9,1,11.1,0.57,0.06,0.0,0.0,11.8,0,0,0,0.9,0.9,0.1,-0.9,-0.9
FRA-Ligue 1,2425,Marseille,Elye Wahi,,,21.0,2003.0,6.4,3,16,9,56.3,2.51,1.41,0.13,0.22,12.1,0,1,1,6.0,5.2,0.33,-3.0,-3.2
FRA-Ligue 1,2425,Marseille,Emmanuel Koum Mbondo,,,18.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Marseille,Enzo Sternal,,,17.0,2007.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Marseille,Faris Pemi Moumbagna,,,24.0,2000.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Marseille,Geoffrey Kondogbia,,,31.0,1993.0,22.4,0,8,1,12.5,0.36,0.04,0.0,0.0,13.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5
FRA-Ligue 1,2425,Marseille,Gerónimo Rulli,,,32.0,1992.0,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Marseille,Ismaël Bennacer,,,26.0,1997.0,7.2,0,3,0,0.0,0.42,0.0,0.0,,24.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Marseille,Ismaël Koné,,,22.0,2002.0,4.0,0,4,0,0.0,1.0,0.0,0.0,,22.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
FRA-Ligue 1,2425,Marseille,Jon Rowe,,,21.0,2003.0,9.0,3,36,15,41.7,4.01,1.67,0.08,0.2,16.8,0,0,0,3.5,3.5,0.1,-0.5,-0.5
FRA-Ligue 1,2425,Marseille,Keyliane Abdallah,,,18.0,2006.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Marseille,Leonardo Balerdi,,,25.0,1999.0,25.3,0,15,1,6.7,0.59,0.04,0.0,0.0,17.1,0,0,0,0.9,0.9,0.06,-0.9,-0.9
FRA-Ligue 1,2425,Marseille,Lilian Brassier,,,24.0,1999.0,8.7,0,5,1,20.0,0.58,0.12,0.0,0.0,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
FRA-Ligue 1,2425,Marseille,Luis Henrique,,,22.0,2001.0,29.0,7,30,14,46.7,1.03,0.48,0.23,0.5,14.6,0,0,0,4.2,4.2,0.14,2.8,2.8
FRA-Ligue 1,2425,Marseille,Luiz Felipe,,,27.0,1997.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Marseille,Mason Greenwood,,,22.0,2001.0,31.2,21,111,45,40.5,3.56,1.44,0.13,0.31,19.8,3,7,9,16.3,9.1,0.08,4.7,4.9
FRA-Ligue 1,2425,Marseille,Michael Amir Murillo,,,28.0,1996.0,27.1,1,13,4,30.8,0.48,0.15,0.08,0.25,18.8,2,0,0,1.5,1.5,0.12,-0.5,-0.5
FRA-Ligue 1,2425,Marseille,Neal Maupay,,,27.0,1996.0,11.6,4,19,10,52.6,1.64,0.86,0.21,0.4,10.6,0,0,0,4.1,4.1,0.22,-0.1,-0.1
FRA-Ligue 1,2425,Marseille,Pierre Højbjerg,,,28.0,1995.0,29.6,2,33,8,24.2,1.11,0.27,0.06,0.25,18.9,7,0,0,3.3,3.3,0.1,-1.3,-1.3
FRA-Ligue 1,2425,Marseille,Pol Lirola,,,26.0,1997.0,7.6,1,6,1,16.7,0.79,0.13,0.17,1.0,17.0,0,0,0,0.6,0.6,0.1,0.4,0.4
FRA-Ligue 1,2425,Marseille,Quentin Merlin,,,22.0,2002.0,17.7,1,26,9,34.6,1.47,0.51,0.04,0.11,16.9,0,0,0,2.1,2.1,0.08,-1.1,-1.1
FRA-Ligue 1,2425,Marseille,Robinio Vaz,,,17.0,2007.0,0.8,0,2,0,0.0,2.4,0.0,0.0,,9.7,0,0,0,0.5,0.5,0.25,-0.5,-0.5
FRA-Ligue 1,2425,Marseille,Ulisses Garcia,,,28.0,1996.0,10.3,2,8,2,25.0,0.77,0.19,0.25,1.0,14.2,0,0,0,1.5,1.5,0.19,0.5,0.5
FRA-Ligue 1,2425,Marseille,Valentin Carboni,,,19.0,2005.0,1.1,0,2,1,50.0,1.75,0.87,0.0,0.0,21.4,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2425,Marseille,Valentin Rongier,,,29.0,1994.0,17.4,3,14,7,50.0,0.81,0.4,0.21,0.43,21.6,0,0,0,1.0,1.0,0.07,2.0,2.0
FRA-Ligue 1,2425,Monaco,Aleksandr Golovin,,,28.0,1996.0,12.8,3,24,9,37.5,1.87,0.7,0.13,0.33,21.4,0,0,0,2.3,2.3,0.1,0.7,0.7
FRA-Ligue 1,2425,Monaco,Almoatasem Al Musrati,,,28.0,1996.0,4.3,1,11,3,27.3,2.56,0.7,0.09,0.33,18.4,0,0,0,0.5,0.5,0.04,0.5,0.5
FRA-Ligue 1,2425,Monaco,Breel Embolo,,,27.0,1997.0,20.5,6,51,18,35.3,2.49,0.88,0.12,0.33,10.8,0,0,0,10.8,10.8,0.21,-4.8,-4.8
FRA-Ligue 1,2425,Monaco,Caio Henrique Oliveira Silva,,,27.0,1997.0,21.4,0,4,1,25.0,0.19,0.05,0.0,0.0,22.3,2,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2425,Monaco,Christian Mawissa,,,19.0,2005.0,16.7,0,1,1,100.0,0.06,0.06,0.0,0.0,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
FRA-Ligue 1,2425,Monaco,Denis Zakaria,,,27.0,1996.0,23.8,6,29,9,31.0,1.22,0.38,0.14,0.44,18.0,0,2,2,5.2,3.6,0.12,0.8,0.4
FRA-Ligue 1,2425,Monaco,Eliesse Ben Seghir,,,19.0,2005.0,19.4,6,58,19,32.8,2.98,0.98,0.07,0.21,20.9,3,2,2,5.5,4.1,0.07,0.5,-0.1
FRA-Ligue 1,2425,Monaco,Eliot Matazo,,,22.0,2002.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Monaco,Folarin Balogun,,,23.0,2001.0,6.8,4,31,10,32.3,4.54,1.46,0.13,0.4,13.3,0,0,0,4.8,4.8,0.15,-0.8,-0.8
FRA-Ligue 1,2425,Monaco,George Ilenikhena,,,17.0,2006.0,8.0,3,21,9,42.9,2.64,1.13,0.14,0.33,13.5,0,0,0,5.1,5.1,0.24,-2.1,-2.1
FRA-Ligue 1,2425,Monaco,Ismail Jakobs,,,24.0,1999.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Monaco,Jordan Teze,,,24.0,1999.0,6.3,1,5,2,40.0,0.79,0.32,0.2,0.5,13.8,0,0,0,1.2,1.2,0.24,-0.2,-0.2
FRA-Ligue 1,2425,Monaco,Kassoum Ouattara,,,19.0,2004.0,4.3,0,2,1,50.0,0.46,0.23,0.0,0.0,21.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2425,Monaco,Krépin Diatta,,,25.0,1999.0,5.6,0,2,1,50.0,0.35,0.18,0.0,0.0,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2425,Monaco,Lamine Camara,,,20.0,2004.0,22.8,2,26,9,34.6,1.14,0.39,0.08,0.22,23.2,2,0,0,2.3,2.3,0.09,-0.3,-0.3
FRA-Ligue 1,2425,Monaco,Lucas Michal,,,19.0,2005.0,1.3,0,3,1,33.3,2.31,0.77,0.0,0.0,12.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2425,Monaco,Maghnes Akliouche,,,22.0,2002.0,26.7,5,61,17,27.9,2.28,0.64,0.07,0.24,16.0,2,1,1,9.2,8.4,0.14,-4.2,-4.4
FRA-Ligue 1,2425,Monaco,Mamadou Coulibaly,,,20.0,2004.0,0.1,0,1,0,0.0,11.25,0.0,0.0,,22.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
FRA-Ligue 1,2425,Monaco,Mika Biereth,,,21.0,2003.0,13.6,13,40,22,55.0,2.93,1.61,0.3,0.55,11.6,0,1,2,11.3,9.7,0.24,1.7,2.3
FRA-Ligue 1,2425,Monaco,Mohammed Salisu,,,25.0,1999.0,11.4,1,8,4,50.0,0.7,0.35,0.13,0.25,8.1,0,0,0,0.8,0.8,0.1,0.2,0.2
FRA-Ligue 1,2425,Monaco,Philipp Köhn,,,26.0,1998.0,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Monaco,Radosław Majecki,,,24.0,1999.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Monaco,Saïmon Bouabré,,,18.0,2006.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Monaco,Soungoutou Magassa,,,20.0,2003.0,11.4,0,8,3,37.5,0.7,0.26,0.0,0.0,19.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5
FRA-Ligue 1,2425,Monaco,Takumi Minamino,,,29.0,1995.0,24.8,6,57,20,35.1,2.3,0.81,0.11,0.3,14.7,0,0,0,8.9,8.9,0.16,-2.9,-2.9
FRA-Ligue 1,2425,Monaco,Thilo Kehrer,,,27.0,1996.0,26.5,4,12,8,66.7,0.45,0.3,0.33,0.5,8.7,0,0,0,1.5,1.5,0.12,2.5,2.5
FRA-Ligue 1,2425,Monaco,Vanderson,,,23.0,2001.0,22.9,1,21,8,38.1,0.92,0.35,0.05,0.13,17.7,0,0,0,2.2,2.2,0.11,-1.2,-1.2
FRA-Ligue 1,2425,Monaco,Wilfried Singo,,,23.0,2000.0,23.3,1,17,5,29.4,0.73,0.21,0.06,0.2,10.8,0,0,0,1.9,1.9,0.11,-0.9,-0.9
FRA-Ligue 1,2425,Montpellier,Akor Adams,,,24.0,2000.0,11.9,3,26,12,46.2,2.18,1.0,0.12,0.25,13.3,0,0,0,4.3,4.3,0.16,-1.3,-1.3
FRA-Ligue 1,2425,Montpellier,Andy Delort,,,32.0,1991.0,6.7,0,17,6,35.3,2.52,0.89,0.0,0.0,15.7,0,0,0,1.3,1.3,0.08,-1.3,-1.3
FRA-Ligue 1,2425,Montpellier,Arnaud Nordin,,,26.0,1998.0,13.0,4,26,11,42.3,2.01,0.85,0.12,0.27,18.2,0,1,2,4.1,2.5,0.1,-0.1,0.5
FRA-Ligue 1,2425,Montpellier,Axel Gueguin,,,19.0,2005.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Bamo Meïté,,,22.0,2001.0,4.7,0,1,0,0.0,0.21,0.0,0.0,,13.1,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Becir Omeragic,,,22.0,2002.0,20.0,0,7,3,42.9,0.35,0.15,0.0,0.0,18.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
FRA-Ligue 1,2425,Montpellier,Benjamin Lecomte,,,33.0,1991.0,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Birama Touré,,,32.0,1992.0,3.3,0,3,1,33.3,0.9,0.3,0.0,0.0,26.6,0,0,0,0.0,0.0,0.01,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Boubakar Kouyaté,,,27.0,1997.0,8.4,0,8,0,0.0,0.95,0.0,0.0,,12.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
FRA-Ligue 1,2425,Montpellier,Dimitry Bertaud,,,26.0,1998.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Enzo Tchato,,,21.0,2002.0,21.1,0,4,2,50.0,0.19,0.09,0.0,0.0,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Montpellier,Falaye Sacko,,,29.0,1995.0,13.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Gabriel Bares,,,23.0,2000.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Issiaga Sylla,,,30.0,1994.0,12.8,1,11,2,18.2,0.86,0.16,0.09,0.5,13.2,0,0,0,1.8,1.8,0.17,-0.8,-0.8
FRA-Ligue 1,2425,Montpellier,Jordan Ferri,,,32.0,1992.0,19.7,0,14,3,21.4,0.71,0.15,0.0,0.0,26.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4
FRA-Ligue 1,2425,Montpellier,Joris Chotard,,,22.0,2001.0,21.0,1,19,3,15.8,0.9,0.14,0.05,0.33,21.4,2,0,0,1.3,1.3,0.07,-0.3,-0.3
FRA-Ligue 1,2425,Montpellier,Junior Ndiaye,,,19.0,2005.0,4.9,0,5,2,40.0,1.02,0.41,0.0,0.0,16.2,0,0,0,0.5,0.5,0.1,-0.5,-0.5
FRA-Ligue 1,2425,Montpellier,Khalil Fayad,,,20.0,2004.0,11.4,0,17,3,17.6,1.49,0.26,0.0,0.0,23.2,1,0,0,1.3,1.3,0.07,-1.3,-1.3
FRA-Ligue 1,2425,Montpellier,Lucas Mincarelli,,,20.0,2004.0,7.9,1,7,2,28.6,0.88,0.25,0.14,0.5,15.3,0,0,0,0.6,0.6,0.09,0.4,0.4
FRA-Ligue 1,2425,Montpellier,Modibo Sagnan,,,25.0,1999.0,23.8,2,11,3,27.3,0.46,0.13,0.18,0.67,11.5,0,0,0,0.7,0.7,0.07,1.3,1.3
FRA-Ligue 1,2425,Montpellier,Musa Al-Taamari,,,27.0,1997.0,12.4,2,27,11,40.7,2.18,0.89,0.07,0.18,17.7,0,0,0,2.6,2.6,0.09,-0.6,-0.6
FRA-Ligue 1,2425,Montpellier,Nicolas Pays,,,20.0,2003.0,5.0,0,11,1,9.1,2.21,0.2,0.0,0.0,20.0,0,0,0,1.3,1.3,0.12,-1.3,-1.3
FRA-Ligue 1,2425,Montpellier,Nikola Maksimović,,,32.0,1991.0,6.5,0,1,0,0.0,0.15,0.0,0.0,,13.3,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Othmane Maamma,,,18.0,2005.0,4.0,1,10,3,30.0,2.49,0.75,0.1,0.33,14.7,0,0,0,0.7,0.7,0.1,0.3,0.3
FRA-Ligue 1,2425,Montpellier,Rabby Nzingoula,,,18.0,2005.0,18.8,1,19,6,31.6,1.01,0.32,0.05,0.17,20.7,0,0,0,1.0,1.0,0.06,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Simon Cara,,,19.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Stefan Džodić,,,19.0,2005.0,2.7,0,3,0,0.0,1.12,0.0,0.0,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Montpellier,Tanguy Coulibaly,,,23.0,2001.0,16.5,3,30,13,43.3,1.82,0.79,0.1,0.23,15.4,0,0,0,3.5,3.5,0.12,-0.5,-0.5
FRA-Ligue 1,2425,Montpellier,Théo Chennahi,,,19.0,2005.0,2.0,0,2,0,0.0,0.99,0.0,0.0,,23.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,2425,Montpellier,Théo Sainte-Luce,,,25.0,1998.0,11.3,1,8,4,50.0,0.71,0.35,0.13,0.25,10.8,0,0,0,1.0,1.0,0.15,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Téji Savanier,,,32.0,1991.0,26.3,2,45,14,31.1,1.71,0.53,0.0,0.0,26.9,13,2,2,3.8,2.3,0.05,-1.8,-2.3
FRA-Ligue 1,2425,Montpellier,Wahbi Khazri,,,33.0,1991.0,12.4,1,36,6,16.7,2.9,0.48,0.03,0.17,24.7,4,0,0,2.3,2.3,0.06,-1.3,-1.3
FRA-Ligue 1,2425,Montpellier,Wilfried Ndollo,,,19.0,2005.0,4.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Yael Mouanga,,,19.0,2005.0,10.5,0,1,0,0.0,0.1,0.0,0.0,,5.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
FRA-Ligue 1,2425,Montpellier,Yanis Issoufou,,,17.0,2006.0,0.9,0,2,0,0.0,2.34,0.0,0.0,,12.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Nantes,Alban Lafont,,,25.0,1999.0,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nantes,Anthony Lopes,,,33.0,1990.0,17.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nantes,Bahereba Guirassy,,,17.0,2006.0,3.9,2,7,4,57.1,1.81,1.03,0.29,0.5,14.1,0,0,0,0.7,0.7,0.1,1.3,1.3
FRA-Ligue 1,2425,Nantes,Dehmaine Assoumani,,,19.0,2005.0,1.1,0,3,2,66.7,2.76,1.84,0.0,0.0,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Nantes,Douglas,,,27.0,1997.0,25.6,4,36,14,38.9,1.4,0.55,0.11,0.29,17.2,0,0,0,3.4,3.4,0.1,0.6,0.6
FRA-Ligue 1,2425,Nantes,Fabien Centonze,,,28.0,1996.0,2.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nantes,Florent Mollet,,,32.0,1991.0,2.7,0,6,2,33.3,2.23,0.74,0.0,0.0,15.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
FRA-Ligue 1,2425,Nantes,Francis Coquelin,,,33.0,1991.0,2.5,1,7,1,14.3,2.81,0.4,0.14,1.0,16.7,0,0,0,1.0,1.0,0.15,0.0,0.0
FRA-Ligue 1,2425,Nantes,Ignatius Ganago,,,25.0,1999.0,2.7,0,7,0,0.0,2.61,0.0,0.0,,11.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
FRA-Ligue 1,2425,Nantes,Jean-Charles Castelletto,,,29.0,1995.0,29.1,0,17,5,29.4,0.58,0.17,0.0,0.0,13.3,0,0,0,1.8,1.8,0.13,-1.8,-1.8
FRA-Ligue 1,2425,Nantes,Jean-Kevin Duverne,,,27.0,1997.0,6.0,0,4,0,0.0,0.67,0.0,0.0,,17.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3
FRA-Ligue 1,2425,Nantes,Jean-Philippe Gbamin,,,28.0,1995.0,2.4,0,2,0,0.0,0.83,0.0,0.0,,8.0,0,0,0,0.5,0.5,0.26,-0.5,-0.5
FRA-Ligue 1,2425,Nantes,Johann Lepenant,,,21.0,2002.0,22.8,2,20,5,25.0,0.88,0.22,0.1,0.4,17.1,0,0,0,1.4,1.4,0.07,0.6,0.6
FRA-Ligue 1,2425,Nantes,Kelvin Amian,,,26.0,1998.0,24.1,1,7,4,57.1,0.29,0.17,0.14,0.25,14.9,0,0,0,1.0,1.0,0.14,0.0,0.0
FRA-Ligue 1,2425,Nantes,Louis Leroux,,,18.0,2006.0,9.1,2,9,5,55.6,0.99,0.55,0.22,0.4,14.2,0,0,0,1.5,1.5,0.17,0.5,0.5
FRA-Ligue 1,2425,Nantes,Marcus Coco,,,28.0,1996.0,10.6,0,2,0,0.0,0.19,0.0,0.0,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2425,Nantes,Matthis Abline,,,21.0,2003.0,30.8,9,73,26,35.6,2.37,0.85,0.11,0.31,15.0,0,1,1,8.5,7.7,0.11,0.5,0.3
FRA-Ligue 1,2425,Nantes,Meschak Elia,,,26.0,1997.0,1.9,1,5,1,20.0,2.65,0.53,0.2,1.0,16.0,0,0,0,1.1,1.1,0.22,-0.1,-0.1
FRA-Ligue 1,2425,Nantes,Moses Simon,,,29.0,1995.0,29.0,8,40,13,32.5,1.38,0.45,0.1,0.31,19.6,2,4,4,5.8,2.7,0.07,2.2,1.3
FRA-Ligue 1,2425,Nantes,Mostafa Mohamed,,,26.0,1997.0,13.9,5,43,16,37.2,3.09,1.15,0.12,0.31,13.7,2,0,0,5.5,5.5,0.13,-0.5,-0.5
FRA-Ligue 1,2425,Nantes,Nathan Zeze,,,19.0,2005.0,16.8,0,6,2,33.3,0.36,0.12,0.0,0.0,10.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
FRA-Ligue 1,2425,Nantes,Nicolas Cozza,,,25.0,1999.0,22.8,1,17,6,35.3,0.75,0.26,0.06,0.17,17.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4
FRA-Ligue 1,2425,Nantes,Nicolas Pallois,,,36.0,1987.0,22.4,0,3,1,33.3,0.13,0.04,0.0,0.0,22.0,0,0,0,0.4,0.4,0.14,-0.4,-0.4
FRA-Ligue 1,2425,Nantes,Patrik Carlgren,,,32.0,1992.0,4.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nantes,Pedro Chirivella,,,27.0,1997.0,26.1,0,8,2,25.0,0.31,0.08,0.0,0.0,21.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5
FRA-Ligue 1,2425,Nantes,Plamedi Nsingi,,,23.0,2000.0,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,10.9,0,0,0,0.2,0.2,0.23,-0.2,-0.2
FRA-Ligue 1,2425,Nantes,Saidou Sow,,,22.0,2002.0,8.9,1,5,2,40.0,0.56,0.23,0.2,0.5,9.1,0,0,0,0.6,0.6,0.13,0.4,0.4
FRA-Ligue 1,2425,Nantes,Sorba Thomas,,,24.0,1999.0,14.7,1,9,1,11.1,0.61,0.07,0.11,1.0,17.0,0,0,0,1.5,1.5,0.17,-0.5,-0.5
FRA-Ligue 1,2425,Nantes,Sékou Doucoure,,,19.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nantes,Tino Kadewere,,,28.0,1996.0,5.7,1,8,6,75.0,1.41,1.05,0.13,0.17,15.4,0,0,0,1.7,1.7,0.21,-0.7,-0.7
FRA-Ligue 1,2425,Nice,Ali Abdi,,,30.0,1993.0,15.5,5,29,11,37.9,1.87,0.71,0.17,0.45,16.9,1,0,0,4.3,4.3,0.17,0.7,0.7
FRA-Ligue 1,2425,Nice,Amidou Doumbouya,,,16.0,2007.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2425,Nice,Antoine Mendy,,,20.0,2004.0,9.2,0,9,1,11.1,0.98,0.11,0.0,0.0,14.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6
FRA-Ligue 1,2425,Nice,Badredine Bouanani,,,19.0,2004.0,12.2,3,30,14,46.7,2.46,1.15,0.07,0.14,20.3,1,1,1,2.7,1.9,0.06,0.3,0.1
FRA-Ligue 1,2425,Nice,Baptiste Santamaria,,,29.0,1995.0,10.3,0,16,3,18.8,1.55,0.29,0.0,0.0,20.8,0,0,0,0.9,0.9,0.06,-0.9,-0.9
FRA-Ligue 1,2425,Nice,Bernard Nguene,,,17.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
