league,season,team,player,nationality,position,age,birth_year,90s,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,challenge_tackles,challenges_attempted,tackle_success_rate,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_plus_interceptions,clearances,errors
ESP-La Liga,2425,Getafe,Juan Bernat,,,31.0,1993.0,7.8,19,13,9,5,5,7,12,58.3,5,9,3,6,2,21,12,0
ESP-La Liga,2425,Getafe,Juan Berrocal,,,25.0,1999.0,11.8,14,7,10,4,0,10,14,71.4,4,6,3,3,15,29,59,0
ESP-La Liga,2425,Getafe,Juanmi,,,31.0,1993.0,7.7,14,11,4,7,3,6,19,31.6,13,6,0,6,2,16,3,0
ESP-La Liga,2425,Getafe,Luis Milla,,,29.0,1994.0,31.9,61,40,28,25,8,35,72,48.6,37,25,0,25,24,85,28,3
ESP-La Liga,2425,Getafe,Mauro Arambarri,,,28.0,1995.0,29.6,48,29,10,33,5,22,48,45.8,26,35,6,29,15,63,46,0
ESP-La Liga,2425,Getafe,Nabil Aberdin,,,21.0,2002.0,2.9,6,4,3,3,0,1,1,100.0,0,3,0,3,0,6,5,0
ESP-La Liga,2425,Getafe,Omar Alderete,,,27.0,1996.0,33.0,43,29,30,11,2,20,30,66.7,10,38,22,16,40,83,241,1
ESP-La Liga,2425,Getafe,Peter González,,,22.0,2002.0,5.3,11,6,2,5,4,6,9,66.7,3,8,0,8,2,13,5,0
ESP-La Liga,2425,Getafe,Ramón Terrats,,,23.0,2000.0,13.5,20,10,7,8,5,8,28,28.6,20,9,2,7,8,28,16,0
ESP-La Liga,2425,Getafe,Álvaro Rodríguez,,,20.0,2004.0,9.5,10,7,0,7,3,5,10,50.0,5,23,0,23,3,13,12,0
ESP-La Liga,2425,Girona,Abel Ruiz,,,24.0,2000.0,15.0,6,2,2,2,2,2,5,40.0,3,7,2,5,5,11,7,0
ESP-La Liga,2425,Girona,Alejandro Francés,,,21.0,2002.0,13.0,36,24,22,13,1,28,40,70.0,12,17,8,9,17,53,52,0
ESP-La Liga,2425,Girona,Arnau Martinez,,,21.0,2003.0,29.2,51,28,30,15,6,32,63,50.8,31,18,6,12,31,82,76,2
ESP-La Liga,2425,Girona,Arnaut Danjuma,,,27.0,1997.0,14.8,8,6,3,3,2,2,7,28.6,5,5,1,4,2,10,4,0
ESP-La Liga,2425,Girona,Arthur Melo,,,27.0,1996.0,10.5,25,11,8,12,5,14,27,51.9,13,5,1,4,8,33,12,1
ESP-La Liga,2425,Girona,Bojan Miovski,,,25.0,1999.0,9.7,7,5,2,2,3,2,7,28.6,5,4,0,4,2,9,7,0
ESP-La Liga,2425,Girona,Bryan Gil,,,23.0,2001.0,19.1,34,20,10,15,9,14,30,46.7,16,24,0,24,10,44,9,4
ESP-La Liga,2425,Girona,Cristhian Stuani,,,37.0,1986.0,12.0,9,7,1,7,1,5,8,62.5,3,4,1,3,7,16,11,0
ESP-La Liga,2425,Girona,Daley Blind,,,34.0,1990.0,30.9,49,27,26,19,4,31,48,64.6,17,32,9,23,32,81,94,2
ESP-La Liga,2425,Girona,David López,,,34.0,1989.0,27.0,32,24,22,7,3,18,31,58.1,13,22,12,10,14,46,111,2
ESP-La Liga,2425,Girona,Donny van de Beek,,,27.0,1997.0,15.8,29,18,17,7,5,13,26,50.0,13,19,3,16,10,39,12,0
ESP-La Liga,2425,Girona,Ferrán Ruiz,,,21.0,2003.0,0.2,0,0,0,0,0,0,0,,0,2,1,1,1,1,0,0
ESP-La Liga,2425,Girona,Gabriel Osei Misehouy,,,19.0,2005.0,2.9,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
ESP-La Liga,2425,Girona,Iker Almena,,,20.0,2004.0,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0
ESP-La Liga,2425,Girona,Iván Martín,,,25.0,1999.0,22.7,32,19,14,14,4,15,34,44.1,19,20,6,14,11,43,15,1
ESP-La Liga,2425,Girona,Jhon Solis,,,19.0,2004.0,5.9,13,7,3,9,1,6,14,42.9,8,13,1,12,4,17,6,1
ESP-La Liga,2425,Girona,Juanpe,,,33.0,1991.0,8.1,8,5,5,3,0,6,8,75.0,2,15,10,5,8,16,56,1
ESP-La Liga,2425,Girona,Kim Minsu,,,18.0,2006.0,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
ESP-La Liga,2425,Girona,Krapyvtsov Vladyslav,,,19.0,2005.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
ESP-La Liga,2425,Girona,Ladislav Krejčí,,,25.0,1999.0,27.1,23,16,19,4,0,14,26,53.8,12,24,19,5,34,57,93,5
ESP-La Liga,2425,Girona,Miguel Gutiérrez,,,23.0,2001.0,27.3,37,24,18,16,3,17,37,45.9,20,17,7,10,16,53,34,3
ESP-La Liga,2425,Girona,Oriol Romeu,,,32.0,1991.0,15.1,38,25,14,19,5,14,26,53.8,12,22,8,14,12,50,20,4
ESP-La Liga,2425,Girona,Papa Ba,,,19.0,2004.0,0.5,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0
ESP-La Liga,2425,Girona,Pau López,,,29.0,1994.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ESP-La Liga,2425,Girona,Paulo Gazzaniga,,,32.0,1992.0,35.5,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,17,3
ESP-La Liga,2425,Girona,Portu,,,32.0,1992.0,8.7,13,7,5,5,3,7,10,70.0,3,8,0,8,0,13,2,0
ESP-La Liga,2425,Girona,Silvi Clúa,,,19.0,2005.0,1.8,8,7,4,3,1,4,6,66.7,2,1,0,1,2,10,6,0
ESP-La Liga,2425,Girona,Viktor Tsyhankov,,,26.0,1997.0,21.3,19,12,4,7,8,9,19,47.4,10,7,1,6,15,34,16,1
ESP-La Liga,2425,Girona,Yangel Herrera,,,26.0,1998.0,25.1,66,39,31,27,8,30,59,50.8,29,24,8,16,31,97,50,2
ESP-La Liga,2425,Girona,Yaser Asprilla,,,20.0,2003.0,15.6,22,12,6,8,8,8,23,34.8,15,14,0,14,7,29,7,1
ESP-La Liga,2425,Las Palmas,Aboubacar Bassinga,,,19.0,2005.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2425,Las Palmas,Adnan Januzaj,,,29.0,1995.0,6.6,10,6,1,6,3,5,9,55.6,4,6,0,6,2,12,3,0
ESP-La Liga,2425,Las Palmas,Alberto Moleiro,,,20.0,2003.0,30.2,27,12,12,14,1,18,48,37.5,30,24,0,24,18,45,8,0
ESP-La Liga,2425,Las Palmas,Andy Pelmard,,,24.0,2000.0,2.3,5,0,3,2,0,4,5,80.0,1,3,1,2,2,7,20,0
ESP-La Liga,2425,Las Palmas,Arturo Rodríguez,,,17.0,2006.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2425,Las Palmas,Benito Ramírez,,,29.0,1995.0,5.3,10,5,4,6,0,9,16,56.3,7,8,3,5,1,11,14,1
ESP-La Liga,2425,Las Palmas,Daley Sinkgraven,,,29.0,1995.0,1.0,5,1,3,2,0,1,3,33.3,2,1,0,1,1,6,2,0
ESP-La Liga,2425,Las Palmas,Dario Essugo,,,19.0,2005.0,21.5,59,45,28,26,5,28,46,60.9,18,28,11,17,42,101,47,7
ESP-La Liga,2425,Las Palmas,Diego Martín,,,20.0,2003.0,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0
ESP-La Liga,2425,Las Palmas,Dinko Horkaš,,,25.0,1999.0,12.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1
ESP-La Liga,2425,Las Palmas,Enzo Loiodice,,,23.0,2000.0,7.6,17,7,8,9,0,3,10,30.0,7,4,1,3,10,27,7,2
ESP-La Liga,2425,Las Palmas,Fabio González,,,27.0,1997.0,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ESP-La Liga,2425,Las Palmas,Fábio Silva,,,22.0,2002.0,20.7,12,7,4,5,3,4,14,28.6,10,12,0,12,4,16,27,0
ESP-La Liga,2425,Las Palmas,Jaime Mata,,,35.0,1988.0,7.3,8,2,2,6,0,3,9,33.3,6,5,1,4,3,11,11,0
ESP-La Liga,2425,Las Palmas,Jasper Cillessen,,,35.0,1989.0,25.9,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,11,2
ESP-La Liga,2425,Las Palmas,Javier Muñoz,,,29.0,1995.0,28.8,45,35,18,17,10,16,46,34.8,30,27,4,23,31,76,39,3
ESP-La Liga,2425,Las Palmas,José Campaña,,,31.0,1993.0,13.2,21,16,8,11,2,11,20,55.0,9,9,1,8,19,40,19,2
ESP-La Liga,2425,Las Palmas,José Carlos González,,,18.0,2006.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2425,Las Palmas,Juan Herzog,,,21.0,2003.0,14.6,12,12,12,0,0,9,16,56.3,7,17,11,6,18,30,86,0
ESP-La Liga,2425,Las Palmas,Kirian Rodríguez,,,28.0,1996.0,19.5,33,17,12,18,3,22,43,51.2,21,22,4,18,10,43,21,0
ESP-La Liga,2425,Las Palmas,Manuel Fuster,,,26.0,1997.0,11.1,19,11,5,8,6,15,28,53.6,13,13,3,10,4,23,17,0
ESP-La Liga,2425,Las Palmas,Marc Cardona,,,29.0,1995.0,1.5,4,2,1,3,0,0,1,0.0,1,0,0,0,0,4,0,0
ESP-La Liga,2425,Las Palmas,Marvin,,,24.0,2000.0,11.5,25,13,12,9,4,11,26,42.3,15,17,6,11,15,40,34,0
ESP-La Liga,2425,Las Palmas,Mika Mármol,,,23.0,2001.0,26.7,61,29,35,24,2,34,52,65.4,18,46,14,32,38,99,121,2
ESP-La Liga,2425,Las Palmas,Oliver McBurnie,,,28.0,1996.0,20.4,15,7,5,8,2,5,12,41.7,7,15,5,10,6,21,24,0
ESP-La Liga,2425,Las Palmas,Pejiño,,,28.0,1996.0,0.2,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
ESP-La Liga,2425,Las Palmas,Sandro Ramírez,,,29.0,1995.0,22.6,27,15,10,13,4,13,30,43.3,17,20,0,20,16,43,22,2
ESP-La Liga,2425,Las Palmas,Scott McKenna,,,27.0,1996.0,27.4,21,13,16,5,0,9,12,75.0,3,36,28,8,9,30,163,2
ESP-La Liga,2425,Las Palmas,Sergio Viera,,,19.0,2005.0,1.1,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,1,0
ESP-La Liga,2425,Las Palmas,Stefan Bajcetic,,,19.0,2004.0,10.8,29,14,13,13,3,12,28,42.9,16,25,4,21,15,44,26,1
ESP-La Liga,2425,Las Palmas,Valentín Pezzolesi,,,17.0,2007.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
ESP-La Liga,2425,Las Palmas,Viti,,,26.0,1997.0,22.0,71,46,43,21,7,31,45,68.9,14,28,7,21,27,98,61,0
ESP-La Liga,2425,Las Palmas,Álex Muñoz,,,30.0,1994.0,15.7,39,29,22,16,1,21,38,55.3,17,28,11,17,16,55,69,0
ESP-La Liga,2425,Las Palmas,Álex Suárez,,,31.0,1993.0,27.3,40,23,30,9,1,20,27,74.1,7,39,24,15,13,53,107,2
ESP-La Liga,2425,Leganés,Adrià Altimira,,,23.0,2001.0,18.1,41,24,26,12,3,24,40,60.0,16,15,6,9,15,56,54,2
ESP-La Liga,2425,Leganés,Aritz Arambarri,,,26.0,1998.0,2.0,1,1,1,0,0,1,1,100.0,0,2,2,0,3,4,8,0
ESP-La Liga,2425,Leganés,Borna Barišić,,,31.0,1992.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2425,Leganés,Dani Raba,,,28.0,1995.0,20.9,37,23,17,15,5,17,42,40.5,25,27,3,24,14,51,19,1
ESP-La Liga,2425,Leganés,Darko Brašanac,,,32.0,1992.0,18.0,26,11,5,15,6,9,17,52.9,8,24,11,13,16,42,34,0
ESP-La Liga,2425,Leganés,Diego,,,24.0,2000.0,13.3,1,1,0,0,1,1,7,14.3,6,4,1,3,2,3,11,0
ESP-La Liga,2425,Leganés,Duk,,,24.0,2000.0,2.0,8,4,3,3,2,3,5,60.0,2,4,0,4,1,9,2,0
ESP-La Liga,2425,Leganés,Enric Franquesa,,,27.0,1997.0,6.8,17,9,9,6,2,9,13,69.2,4,7,1,6,5,22,12,0
ESP-La Liga,2425,Leganés,Javi Hernández,,,26.0,1998.0,26.5,26,15,16,7,3,17,46,37.0,29,25,5,20,23,49,98,0
ESP-La Liga,2425,Leganés,Jorge Sáenz,,,27.0,1996.0,18.8,37,23,18,18,1,11,20,55.0,9,26,17,9,25,62,161,0
ESP-La Liga,2425,Leganés,Juan Cruz,,,24.0,2000.0,25.1,32,19,14,16,2,17,35,48.6,18,18,2,16,13,45,31,0
ESP-La Liga,2425,Leganés,Juan Soriano,,,26.0,1997.0,6.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
ESP-La Liga,2425,Leganés,Julián Chicco,,,26.0,1998.0,3.4,11,7,3,6,2,5,8,62.5,3,2,0,2,4,15,10,0
ESP-La Liga,2425,Leganés,Marko Dmitrović,,,32.0,1992.0,32.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,27,3
ESP-La Liga,2425,Leganés,Matija Nastasić,,,31.0,1993.0,23.4,25,11,21,4,0,17,25,68.0,8,39,30,9,21,46,165,0
ESP-La Liga,2425,Leganés,Miguel,,,24.0,1999.0,19.2,16,7,6,4,6,4,14,28.6,10,15,4,11,4,20,23,1
ESP-La Liga,2425,Leganés,Munir El Haddadi,,,28.0,1995.0,9.6,12,9,5,4,3,3,12,25.0,9,8,1,7,1,13,1,1
ESP-La Liga,2425,Leganés,Renato Tapia,,,29.0,1995.0,26.9,61,35,30,27,4,24,50,48.0,26,58,23,35,27,88,86,2
ESP-La Liga,2425,Leganés,Roberto López,,,24.0,2000.0,4.4,8,6,4,4,0,5,15,33.3,10,5,0,5,1,9,7,2
ESP-La Liga,2425,Leganés,Sergi,,,32.0,1992.0,32.9,40,29,22,16,2,18,32,56.3,14,38,29,9,39,79,185,2
ESP-La Liga,2425,Leganés,Seydouba Cissé,,,23.0,2001.0,27.1,59,37,18,27,14,23,50,46.0,27,25,1,24,12,71,45,1
ESP-La Liga,2425,Leganés,Sébastien Haller,,,30.0,1994.0,4.5,2,0,1,0,1,1,2,50.0,1,1,0,1,0,2,7,0
ESP-La Liga,2425,Leganés,Valentin Rosier,,,27.0,1996.0,28.8,72,52,48,16,8,43,68,63.2,25,40,15,25,52,124,149,2
ESP-La Liga,2425,Leganés,Yan Diomandé,,,17.0,2006.0,6.1,14,9,1,8,5,5,15,33.3,10,8,0,8,8,22,6,0
ESP-La Liga,2425,Leganés,Yvan Neyou,,,27.0,1997.0,25.7,53,33,21,26,6,22,47,46.8,25,35,5,30,26,79,38,1
ESP-La Liga,2425,Leganés,Óscar Rodríguez Arnaiz,,,26.0,1998.0,14.8,32,17,10,16,6,14,32,43.8,18,10,1,9,20,52,20,0
ESP-La Liga,2425,Mallorca,Abdón Prats,,,31.0,1992.0,5.1,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,5,0
ESP-La Liga,2425,Mallorca,Antonio Raillo,,,32.0,1991.0,35.6,31,18,18,10,3,14,20,70.0,6,51,38,13,29,60,222,1
ESP-La Liga,2425,Mallorca,Antonio Sánchez,,,27.0,1997.0,15.5,28,16,16,8,4,14,36,38.9,22,16,2,14,18,46,36,1
ESP-La Liga,2425,Mallorca,Chiquinho,,,24.0,2000.0,1.6,1,0,0,1,0,0,7,0.0,7,3,0,3,2,3,0,0
ESP-La Liga,2425,Mallorca,Copete,,,24.0,1999.0,17.0,29,17,18,10,1,11,12,91.7,1,24,16,8,17,46,123,2
ESP-La Liga,2425,Mallorca,Cyle Larin,,,29.0,1995.0,19.6,12,6,1,6,5,3,9,33.3,6,12,3,9,1,13,16,0
ESP-La Liga,2425,Mallorca,Dani Rodríguez,,,36.0,1988.0,24.0,49,29,18,21,10,14,27,51.9,13,22,3,19,12,61,30,0
ESP-La Liga,2425,Mallorca,Daniel Luna,,,21.0,2003.0,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ESP-La Liga,2425,Mallorca,David López,,,21.0,2003.0,1.9,3,2,3,0,0,2,2,100.0,0,2,2,0,1,4,10,0
ESP-La Liga,2425,Mallorca,Dominik Greif,,,27.0,1997.0,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,1
ESP-La Liga,2425,Mallorca,Jan Salas,,,18.0,2005.0,0.5,3,1,2,1,0,2,2,100.0,0,0,0,0,0,3,0,0
ESP-La Liga,2425,Mallorca,Javier Llabrés,,,21.0,2002.0,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ESP-La Liga,2425,Mallorca,Johan Mojica,,,31.0,1992.0,30.6,35,23,26,6,3,19,40,47.5,21,13,5,8,26,61,84,3
ESP-La Liga,2425,Mallorca,Leo Román,,,24.0,2000.0,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0
ESP-La Liga,2425,Mallorca,Manu Morlanes,,,25.0,1999.0,14.9,43,27,18,20,5,18,30,60.0,12,19,8,11,24,67,16,0
ESP-La Liga,2425,Mallorca,Marc Domenech,,,18.0,2006.0,3.4,4,4,2,1,1,2,5,40.0,3,2,0,2,0,4,2,0
ESP-La Liga,2425,Mallorca,Martin Valjent,,,28.0,1995.0,30.7,30,21,22,7,1,15,25,60.0,10,32,21,11,18,48,195,1
ESP-La Liga,2425,Mallorca,Mateu Morey,,,24.0,2000.0,8.2,22,18,13,6,3,12,22,54.5,10,11,0,11,15,37,32,2
ESP-La Liga,2425,Mallorca,Omar Mascarell,,,31.0,1993.0,22.1,27,13,13,13,1,14,35,40.0,21,33,21,12,49,76,59,3
ESP-La Liga,2425,Mallorca,Pablo Maffeo,,,27.0,1997.0,26.3,60,40,43,14,3,34,46,73.9,12,32,11,21,25,85,103,1
ESP-La Liga,2425,Mallorca,Roberto Navarro,,,22.0,2002.0,14.2,29,22,14,11,4,9,19,47.4,10,18,0,18,19,48,12,0
ESP-La Liga,2425,Mallorca,Samu Costa,,,23.0,2000.0,29.4,90,44,45,42,3,35,79,44.3,44,48,15,33,32,122,85,1
ESP-La Liga,2425,Mallorca,Sergi Darder,,,30.0,1993.0,30.5,40,26,15,16,9,17,46,37.0,29,19,1,18,16,56,23,1
ESP-La Liga,2425,Mallorca,Siebe Van Der Heyden,,,26.0,1998.0,1.1,1,1,0,1,0,0,0,,0,1,0,1,2,3,3,0
ESP-La Liga,2425,Mallorca,Takuma Asano,,,29.0,1994.0,11.7,13,9,5,7,1,6,11,54.5,5,7,0,7,6,19,9,0
ESP-La Liga,2425,Mallorca,Toni Lato,,,26.0,1997.0,6.9,17,11,6,5,6,7,11,63.6,4,10,4,6,6,23,33,0
ESP-La Liga,2425,Mallorca,Valery Fernández,,,24.0,1999.0,3.4,8,7,3,2,3,5,7,71.4,2,3,1,2,0,8,1,0
ESP-La Liga,2425,Mallorca,Vedat Muriqi,,,30.0,1994.0,22.9,7,5,3,2,2,3,7,42.9,4,7,1,6,7,14,43,0
ESP-La Liga,2425,Osasuna,Abel,,,23.0,2000.0,23.0,61,37,28,25,8,39,63,61.9,24,29,4,25,18,79,64,2
ESP-La Liga,2425,Osasuna,Aimar Oroz,,,22.0,2001.0,33.0,35,19,16,13,6,14,46,30.4,32,29,2,27,20,55,10,0
ESP-La Liga,2425,Osasuna,Aitor Fernández,,,33.0,1991.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ESP-La Liga,2425,Osasuna,Ante Budimir,,,33.0,1991.0,32.8,20,9,3,11,6,3,13,23.1,10,19,4,15,2,22,26,0
ESP-La Liga,2425,Osasuna,Bryan Zaragoza,,,23.0,2001.0,20.4,13,9,8,4,1,6,21,28.6,15,10,0,10,4,17,8,0
ESP-La Liga,2425,Osasuna,Catena,,,29.0,1994.0,34.2,46,28,34,10,2,27,44,61.4,17,40,25,15,35,81,221,2
ESP-La Liga,2425,Osasuna,Enzo Boyomo,,,22.0,2001.0,33.2,68,43,46,18,4,30,39,76.9,9,34,19,15,44,112,137,3
ESP-La Liga,2425,Osasuna,Iker Benito,,,21.0,2002.0,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0
ESP-La Liga,2425,Osasuna,Iker Muñoz,,,21.0,2002.0,6.8,5,2,3,2,0,3,9,33.3,6,9,2,7,4,9,12,1
ESP-La Liga,2425,Osasuna,Javi Martínez,,,24.0,1999.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2425,Osasuna,Jesús Areso,,,25.0,1999.0,34.2,53,38,31,14,8,39,56,69.6,17,26,4,22,8,61,92,0
ESP-La Liga,2425,Osasuna,Jon Moncayola,,,26.0,1998.0,23.3,70,41,29,33,8,31,60,51.7,29,34,3,31,11,81,20,0
ESP-La Liga,2425,Osasuna,Jorge Herrando,,,23.0,2001.0,15.2,17,11,9,5,3,9,15,60.0,6,20,14,6,12,29,65,2
ESP-La Liga,2425,Osasuna,José Arnaiz,,,29.0,1995.0,1.5,7,5,3,3,1,4,7,57.1,3,2,0,2,5,12,1,0
ESP-La Liga,2425,Osasuna,Juan Cruz Armada,,,32.0,1992.0,16.6,26,14,11,13,2,15,24,62.5,9,15,4,11,9,35,68,0
ESP-La Liga,2425,Osasuna,Kike Barja,,,27.0,1997.0,3.5,5,4,1,3,1,2,4,50.0,2,5,0,5,3,8,4,0
ESP-La Liga,2425,Osasuna,Lucas Torró,,,30.0,1994.0,32.9,74,41,34,35,5,36,64,56.3,28,36,9,27,45,119,70,3
ESP-La Liga,2425,Osasuna,Moi Gómez,,,30.0,1994.0,8.8,13,9,4,7,2,4,8,50.0,4,5,2,3,6,19,7,1
ESP-La Liga,2425,Osasuna,Nacho Vidal,,,29.0,1995.0,1.4,2,0,0,1,1,1,4,25.0,3,1,0,1,0,2,6,0
ESP-La Liga,2425,Osasuna,Pablo Ibáñez,,,25.0,1998.0,14.4,20,10,7,12,1,10,40,25.0,30,20,7,13,18,38,21,0
ESP-La Liga,2425,Osasuna,Raúl,,,23.0,2000.0,8.3,13,8,3,6,4,5,10,50.0,5,4,0,4,0,13,6,0
ESP-La Liga,2425,Osasuna,Rubén García,,,31.0,1993.0,26.8,52,31,20,21,11,26,60,43.3,34,37,3,34,15,67,34,1
ESP-La Liga,2425,Osasuna,Rubén Peña,,,33.0,1991.0,8.6,12,5,4,3,5,5,24,20.8,19,11,0,11,6,18,12,0
ESP-La Liga,2425,Osasuna,Sergio Herrera,,,31.0,1993.0,37.0,2,1,2,0,0,2,6,33.3,4,1,0,1,0,2,29,1
ESP-La Liga,2425,Osasuna,Unai García,,,32.0,1992.0,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
ESP-La Liga,2425,Rayo Vallecano,Abdul Mumin,,,26.0,1998.0,22.4,37,25,30,7,0,17,27,63.0,10,40,29,11,23,60,125,0
ESP-La Liga,2425,Rayo Vallecano,Adri Embarba,,,32.0,1992.0,17.9,41,20,17,17,7,18,47,38.3,29,18,1,17,13,54,14,2
ESP-La Liga,2425,Rayo Vallecano,Alfonso Espino,,,32.0,1992.0,9.3,41,24,31,8,2,26,47,55.3,21,19,6,13,12,53,32,1
ESP-La Liga,2425,Rayo Vallecano,Andrei Ratiu,,,26.0,1998.0,34.1,71,41,40,21,10,42,70,60.0,28,45,5,40,27,98,73,2
ESP-La Liga,2425,Rayo Vallecano,Aridane Hernández,,,35.0,1989.0,11.4,13,11,9,4,0,6,8,75.0,2,10,8,2,6,19,99,2
ESP-La Liga,2425,Rayo Vallecano,Augusto Batalla,,,28.0,1996.0,32.0,4,2,4,0,0,4,6,66.7,2,0,0,0,0,4,15,4
ESP-La Liga,2425,Rayo Vallecano,Dani Cárdenas,,,27.0,1997.0,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
ESP-La Liga,2425,Rayo Vallecano,Etienne Eto'o,,,21.0,2002.0,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ESP-La Liga,2425,Rayo Vallecano,Florian Lejeune,,,33.0,1991.0,36.9,46,28,30,14,2,23,43,53.5,20,38,32,6,41,87,181,1
ESP-La Liga,2425,Rayo Vallecano,Gerard Gumbau,,,29.0,1994.0,9.4,17,12,8,7,2,7,15,46.7,8,13,4,9,5,22,13,0
ESP-La Liga,2425,Rayo Vallecano,Isaac Palazón Camacho,,,29.0,1994.0,24.0,22,17,10,6,6,8,34,23.5,26,22,3,19,8,30,13,1
ESP-La Liga,2425,Rayo Vallecano,Iván Balliu,,,32.0,1992.0,13.3,17,14,8,5,4,6,18,33.3,12,16,4,12,13,30,39,0
ESP-La Liga,2425,Rayo Vallecano,James Rodríguez,,,33.0,1991.0,1.6,3,2,1,2,0,0,2,0.0,2,2,0,2,1,4,0,0
ESP-La Liga,2425,Rayo Vallecano,Jorge de Frutos,,,27.0,1997.0,27.7,37,21,16,13,8,14,46,30.4,32,22,0,22,19,56,24,1
ESP-La Liga,2425,Rayo Vallecano,Pathé Ciss,,,30.0,1994.0,23.8,49,24,26,22,1,20,41,48.8,21,31,10,21,40,89,61,3
ESP-La Liga,2425,Rayo Vallecano,Pedro Díaz,,,26.0,1998.0,13.5,23,15,7,14,2,14,41,34.1,27,16,0,16,7,30,7,1
ESP-La Liga,2425,Rayo Vallecano,Pelayo Fernandez,,,21.0,2003.0,1.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,9,0
ESP-La Liga,2425,Rayo Vallecano,Pep Chavarría,,,26.0,1998.0,28.7,46,36,30,14,2,28,45,62.2,17,35,9,26,30,76,108,1
ESP-La Liga,2425,Rayo Vallecano,Randy Nteka,,,26.0,1997.0,12.5,16,5,3,9,4,5,12,41.7,7,13,2,11,4,20,20,0
ESP-La Liga,2425,Rayo Vallecano,Raúl de Tomás,,,29.0,1994.0,0.2,2,2,1,0,1,0,0,,0,0,0,0,0,2,0,0
ESP-La Liga,2425,Rayo Vallecano,Sergi Guardiola,,,33.0,1991.0,4.0,5,3,0,5,0,2,3,66.7,1,1,0,1,1,6,2,0
ESP-La Liga,2425,Rayo Vallecano,Sergio Camello,,,23.0,2001.0,12.6,9,3,2,5,2,4,6,66.7,2,8,1,7,4,13,16,0
ESP-La Liga,2425,Rayo Vallecano,Unai López,,,28.0,1995.0,19.0,31,21,14,12,5,17,36,47.2,19,18,6,12,21,52,20,0
ESP-La Liga,2425,Rayo Vallecano,Álvaro García,,,31.0,1992.0,28.4,33,24,19,8,6,12,31,38.7,19,31,0,31,32,65,42,1
ESP-La Liga,2425,Rayo Vallecano,Óscar Trejo,,,36.0,1988.0,5.5,8,5,1,5,2,3,9,33.3,6,9,0,9,4,12,5,0
ESP-La Liga,2425,Rayo Vallecano,Óscar Valentín,,,29.0,1994.0,20.4,55,41,21,20,14,33,76,43.4,43,36,8,28,21,76,51,2
ESP-La Liga,2425,Real Madrid,Andriy Lunin,,,25.0,1999.0,7.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,3,0
ESP-La Liga,2425,Real Madrid,Antonio Rüdiger,,,31.0,1993.0,25.5,20,13,14,6,0,11,15,73.3,4,22,14,8,9,29,96,1
ESP-La Liga,2425,Real Madrid,Arda Güler,,,19.0,2005.0,13.9,30,16,11,8,11,9,22,40.9,13,18,0,18,7,37,8,0
ESP-La Liga,2425,Real Madrid,Aurélien Tchouaméni,,,24.0,2000.0,29.9,47,23,25,19,3,21,41,51.2,20,34,25,9,46,93,92,1
