league,season,team,player,nationality,position,age,birth_year,90s,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,challenge_tackles,challenges_attempted,tackle_success_rate,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_plus_interceptions,clearances,errors
FRA-Ligue 1,2425,Paris S-G,Randal Kolo Muani,,,25.0,1998.0,4.0,4,4,1,1,2,0,2,0.0,2,1,0,1,0,4,5,0
FRA-Ligue 1,2425,Paris S-G,Senny Mayulu,,,18.0,2006.0,9.0,25,16,8,14,3,8,14,57.1,6,8,3,5,5,30,12,0
FRA-Ligue 1,2425,Paris S-G,Vitinha,,,24.0,2000.0,22.7,43,23,13,27,3,25,48,52.1,23,26,7,19,14,57,19,2
FRA-Ligue 1,2425,Paris S-G,Warren Zaïre-Emery,,,18.0,2006.0,22.8,51,26,17,21,13,23,45,51.1,22,35,6,29,23,74,20,2
FRA-Ligue 1,2425,Paris S-G,Willian Pacho,,,22.0,2001.0,23.7,56,32,34,22,0,23,32,71.9,9,35,22,13,40,96,91,1
FRA-Ligue 1,2425,Paris S-G,Yoram Zague,,,18.0,2006.0,2.0,8,6,3,1,4,6,8,75.0,2,3,0,3,2,10,2,0
FRA-Ligue 1,2425,Reims,Abdoul Koné,,,19.0,2005.0,1.5,5,3,4,1,0,3,5,60.0,2,2,1,1,1,6,5,0
FRA-Ligue 1,2425,Reims,Amadou Koné,,,19.0,2005.0,14.4,49,32,32,16,1,22,35,62.9,13,18,4,14,19,68,38,2
FRA-Ligue 1,2425,Reims,Amine Salama,,,24.0,2000.0,4.1,3,2,0,2,1,0,3,0.0,3,2,1,1,1,4,0,0
FRA-Ligue 1,2425,Reims,Ange Martial Tia,,,17.0,2006.0,1.9,4,3,1,2,1,2,6,33.3,4,3,0,3,2,6,4,0
FRA-Ligue 1,2425,Reims,Aurélio Buta,,,27.0,1997.0,21.9,37,24,22,11,4,21,42,50.0,21,19,5,14,22,59,59,0
FRA-Ligue 1,2425,Reims,Cédric Kipré,,,27.0,1996.0,24.3,42,30,30,11,1,29,39,74.4,10,42,27,15,32,74,162,2
FRA-Ligue 1,2425,Reims,Eloge Zabi,,,17.0,2006.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
FRA-Ligue 1,2425,Reims,Emmanuel Agbadou,,,27.0,1997.0,14.0,25,17,19,3,3,19,26,73.1,7,22,13,9,19,44,64,1
FRA-Ligue 1,2425,Reims,Gabriel Moscardo,,,18.0,2005.0,0.9,3,1,2,1,0,1,3,33.3,2,3,1,2,0,3,1,0
FRA-Ligue 1,2425,Reims,Hafiz Ibrahim,,,18.0,2005.0,4.3,3,2,0,1,2,0,5,0.0,5,4,2,2,2,5,6,0
FRA-Ligue 1,2425,Reims,Hiroki Sekine,,,21.0,2002.0,9.9,9,7,6,2,1,7,17,41.2,10,22,11,11,5,14,51,1
FRA-Ligue 1,2425,Reims,Ike Orazi,,,17.0,2007.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Reims,John Joe,,,20.0,2003.0,6.1,24,15,11,10,3,7,19,36.8,12,11,2,9,6,30,9,0
FRA-Ligue 1,2425,Reims,Jordan Pefok,,,28.0,1996.0,4.2,3,2,0,3,0,2,3,66.7,1,3,1,2,2,5,5,0
FRA-Ligue 1,2425,Reims,Joseph Okumu,,,27.0,1997.0,18.8,30,15,21,9,0,15,24,62.5,9,33,21,12,25,55,137,2
FRA-Ligue 1,2425,Reims,Junya Ito,,,31.0,1993.0,29.9,45,30,19,16,10,17,60,28.3,43,33,3,30,13,58,15,2
FRA-Ligue 1,2425,Reims,Keito Nakamura,,,24.0,2000.0,29.4,24,16,7,10,7,11,31,35.5,20,21,1,20,13,37,19,0
FRA-Ligue 1,2425,Reims,Malcolm Jeng,,,19.0,2005.0,1.2,0,0,0,0,0,0,0,,0,1,0,1,3,3,10,0
FRA-Ligue 1,2425,Reims,Mamadou Diakhon,,,18.0,2005.0,9.5,12,8,4,3,5,9,18,50.0,9,5,1,4,4,16,5,0
FRA-Ligue 1,2425,Reims,Marshall Munetsi,,,28.0,1996.0,18.8,36,18,22,9,5,22,38,57.9,16,27,3,24,17,53,35,0
FRA-Ligue 1,2425,Reims,Martin Adeline,,,20.0,2003.0,0.3,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,2,0
FRA-Ligue 1,2425,Reims,Mohamed Bamba,,,19.0,2004.0,0.1,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,1,0
FRA-Ligue 1,2425,Reims,Mohamed Daramy,,,22.0,2002.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
FRA-Ligue 1,2425,Reims,Mory Gbane,,,23.0,2000.0,12.5,20,11,16,4,0,13,24,54.2,11,12,10,2,18,38,90,1
FRA-Ligue 1,2425,Reims,Nhoa Sangui,,,18.0,2006.0,12.9,16,9,6,6,4,9,12,75.0,3,8,4,4,8,24,23,0
FRA-Ligue 1,2425,Reims,Niama Sissoko,,,18.0,2005.0,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
FRA-Ligue 1,2425,Reims,Oumar Diakité,,,20.0,2003.0,18.1,20,13,7,8,5,9,19,47.4,10,13,2,11,3,23,9,0
FRA-Ligue 1,2425,Reims,Reda Khadra,,,23.0,2001.0,0.9,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0
FRA-Ligue 1,2425,Reims,Sergio Akieme,,,26.0,1997.0,28.0,34,23,30,3,1,22,36,61.1,14,26,9,17,17,51,97,4
FRA-Ligue 1,2425,Reims,Teddy Teuma,,,30.0,1993.0,8.3,18,10,6,6,6,7,25,28.0,18,12,2,10,12,30,8,1
FRA-Ligue 1,2425,Reims,Thibault De Smet,,,26.0,1998.0,2.1,6,4,5,1,0,4,4,100.0,0,5,3,2,4,10,12,0
FRA-Ligue 1,2425,Reims,Valentin Atangana Edoa,,,18.0,2005.0,31.7,69,50,32,30,7,28,38,73.7,10,31,15,16,37,106,64,0
FRA-Ligue 1,2425,Reims,Yaya Kader Fofana,,,20.0,2004.0,7.0,17,11,8,5,4,4,12,33.3,8,11,2,9,3,20,2,0
FRA-Ligue 1,2425,Reims,Yehvann Diouf,,,24.0,1999.0,34.0,2,1,2,0,0,1,3,33.3,2,0,0,0,1,3,22,4
FRA-Ligue 1,2425,Rennes,Adrien Truffert,,,22.0,2001.0,30.6,61,36,27,21,13,32,48,66.7,16,44,6,38,27,88,56,1
FRA-Ligue 1,2425,Rennes,Albert Grønbaek,,,23.0,2001.0,9.0,21,11,10,7,4,10,28,35.7,18,9,1,8,4,25,6,0
FRA-Ligue 1,2425,Rennes,Alidu Seidu,,,24.0,2000.0,8.9,22,18,14,6,2,12,15,80.0,3,13,6,7,14,36,17,0
FRA-Ligue 1,2425,Rennes,Amine Gouiri,,,24.0,2000.0,11.5,9,6,4,4,1,2,8,25.0,6,8,0,8,2,11,5,0
FRA-Ligue 1,2425,Rennes,Anthony Rouault,,,23.0,2001.0,10.8,12,8,10,2,0,4,4,100.0,0,13,11,2,8,20,65,0
FRA-Ligue 1,2425,Rennes,Arnaud Kalimuendo,,,22.0,2002.0,28.6,19,12,6,9,4,7,15,46.7,8,9,2,7,4,23,16,1
FRA-Ligue 1,2425,Rennes,Ayanda Sishuba,,,19.0,2005.0,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2425,Rennes,Azor Matusiwa,,,26.0,1998.0,23.1,64,39,32,30,2,32,43,74.4,11,29,10,19,34,98,52,0
FRA-Ligue 1,2425,Rennes,Baptiste Santamaria,,,29.0,1995.0,5.4,11,4,7,3,1,6,11,54.5,5,10,4,6,12,23,7,0
FRA-Ligue 1,2425,Rennes,Benjamin Bourigeaud,,,30.0,1994.0,0.9,1,0,0,1,0,0,2,0.0,2,2,1,1,2,3,1,0
FRA-Ligue 1,2425,Rennes,Brice Samba,,,30.0,1994.0,17.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,12,3
FRA-Ligue 1,2425,Rennes,Carlos Gómez,,,21.0,2002.0,4.2,8,6,3,4,1,3,9,33.3,6,6,0,6,2,10,2,0
FRA-Ligue 1,2425,Rennes,Christopher Wooh,,,22.0,2001.0,16.2,36,19,21,13,2,18,27,66.7,9,22,8,14,23,59,63,0
FRA-Ligue 1,2425,Rennes,Djaoui Cissé,,,20.0,2004.0,12.5,33,18,12,15,6,16,26,61.5,10,29,4,25,13,46,11,1
FRA-Ligue 1,2425,Rennes,Gauthier Gallon,,,31.0,1993.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Rennes,Glen Kamara,,,28.0,1995.0,7.4,23,11,10,11,2,11,17,64.7,6,7,0,7,7,30,7,0
FRA-Ligue 1,2425,Rennes,Hans Hateboer,,,30.0,1994.0,18.7,31,16,14,12,5,18,36,50.0,18,19,6,13,29,60,64,2
FRA-Ligue 1,2425,Rennes,Henrik Meister,,,20.0,2003.0,0.7,2,0,0,2,0,0,0,,0,4,0,4,1,3,0,0
FRA-Ligue 1,2425,Rennes,Ismaël Koné,,,22.0,2002.0,5.2,9,6,4,4,1,5,7,71.4,2,9,2,7,4,13,5,0
FRA-Ligue 1,2425,Rennes,Jordan James,,,20.0,2004.0,13.1,30,19,8,18,4,16,30,53.3,14,14,1,13,14,44,17,1
FRA-Ligue 1,2425,Rennes,Jota,,,25.0,1999.0,3.7,5,2,2,3,0,4,7,57.1,3,1,0,1,3,8,2,0
FRA-Ligue 1,2425,Rennes,Jérémy Jacquet,,,19.0,2005.0,10.3,26,17,11,8,7,14,22,63.6,8,9,3,6,27,53,45,1
FRA-Ligue 1,2425,Rennes,Kazeem Olaigbe,,,21.0,2003.0,3.3,6,4,3,3,0,3,6,50.0,3,3,1,2,0,6,0,0
FRA-Ligue 1,2425,Rennes,Kyogo Furuhashi,,,29.0,1995.0,1.4,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
FRA-Ligue 1,2425,Rennes,Leo Skiri Østigård,,,24.0,1999.0,13.6,20,18,16,4,0,15,22,68.2,7,12,10,2,15,35,81,1
FRA-Ligue 1,2425,Rennes,Lilian Brassier,,,24.0,1999.0,13.7,15,12,11,4,0,9,11,81.8,2,17,10,7,22,37,62,1
FRA-Ligue 1,2425,Rennes,Lorenz Assignon,,,24.0,2000.0,26.2,49,27,25,22,2,19,43,44.2,24,20,3,17,25,74,74,0
FRA-Ligue 1,2425,Rennes,Ludovic Blas,,,26.0,1997.0,25.5,38,25,9,12,17,23,42,54.8,19,16,2,14,13,51,11,0
FRA-Ligue 1,2425,Rennes,Mahamadou Nagida,,,19.0,2005.0,4.8,8,6,4,3,1,4,5,80.0,1,3,0,3,9,17,6,0
FRA-Ligue 1,2425,Rennes,Mikayil Ngor Faye,,,20.0,2004.0,7.6,15,12,10,3,2,7,9,77.8,2,9,4,5,12,27,30,0
FRA-Ligue 1,2425,Rennes,Mohamed Meité,,,16.0,2007.0,6.0,2,0,0,2,0,1,1,100.0,0,1,0,1,0,2,5,0
FRA-Ligue 1,2425,Rennes,Musa Al-Taamari,,,27.0,1997.0,6.3,4,1,1,1,2,0,4,0.0,4,5,0,5,2,6,2,0
FRA-Ligue 1,2425,Rennes,Naouirou Ahamada,,,22.0,2002.0,0.6,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0
FRA-Ligue 1,2425,Rennes,Seko Fofana,,,29.0,1995.0,9.4,11,7,4,6,1,2,7,28.6,5,7,1,6,7,18,7,0
FRA-Ligue 1,2425,Rennes,Steve Mandanda,,,39.0,1985.0,16.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,2
FRA-Ligue 1,2425,Saint-Étienne,Aimen Moueffek,,,23.0,2001.0,11.5,20,12,3,11,6,10,23,43.5,13,20,7,13,5,25,26,1
FRA-Ligue 1,2425,Saint-Étienne,Anthony Briançon,,,29.0,1994.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Saint-Étienne,Augustine Boakye,,,23.0,2000.0,8.1,7,3,3,4,0,3,11,27.3,8,5,0,5,6,13,4,0
FRA-Ligue 1,2425,Saint-Étienne,Ayman Aiki,,,19.0,2005.0,1.4,3,3,1,2,0,1,1,100.0,0,1,0,1,1,4,0,0
FRA-Ligue 1,2425,Saint-Étienne,Ben Old,,,21.0,2002.0,5.9,7,5,3,3,1,3,11,27.3,8,8,1,7,2,9,2,0
FRA-Ligue 1,2425,Saint-Étienne,Benjamin Bouchouari,,,22.0,2001.0,19.7,33,27,15,13,5,16,46,34.8,30,21,1,20,17,50,15,2
FRA-Ligue 1,2425,Saint-Étienne,Beres Owusu,,,20.0,2003.0,1.0,2,2,1,1,0,2,2,100.0,0,2,2,0,0,2,5,0
FRA-Ligue 1,2425,Saint-Étienne,Dennis Appiah,,,32.0,1992.0,23.6,71,43,42,22,7,41,71,57.7,30,36,8,28,29,100,89,2
FRA-Ligue 1,2425,Saint-Étienne,Djylian N'Guessan,,,15.0,2008.0,2.0,6,4,5,1,0,2,5,40.0,3,1,0,1,0,6,1,0
FRA-Ligue 1,2425,Saint-Étienne,Dylan Batubinsika,,,28.0,1996.0,22.4,26,13,19,6,1,13,22,59.1,9,23,14,9,39,65,140,3
FRA-Ligue 1,2425,Saint-Étienne,Florian Tardieu,,,32.0,1992.0,13.9,18,14,6,9,3,6,17,35.3,11,18,5,13,15,33,21,0
FRA-Ligue 1,2425,Saint-Étienne,Gautier Larsonneur,,,27.0,1997.0,34.0,1,0,1,0,0,0,2,0.0,2,1,0,1,0,1,25,1
FRA-Ligue 1,2425,Saint-Étienne,Ibrahim Sissoko,,,28.0,1995.0,9.1,11,9,5,3,3,2,5,40.0,3,10,2,8,2,13,13,0
FRA-Ligue 1,2425,Saint-Étienne,Ibrahima Wadji,,,29.0,1995.0,3.9,7,6,3,3,1,3,7,42.9,4,1,0,1,1,8,0,0
FRA-Ligue 1,2425,Saint-Étienne,Igor Miladinović,,,21.0,2003.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
FRA-Ligue 1,2425,Saint-Étienne,Irvin Cardona,,,26.0,1997.0,11.8,6,5,3,3,0,2,14,14.3,12,16,3,13,4,10,6,2
FRA-Ligue 1,2425,Saint-Étienne,Jibril Othman,,,20.0,2004.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Saint-Étienne,Kévin Pedro,,,18.0,2006.0,0.1,3,0,2,1,0,3,3,100.0,0,1,0,1,2,5,1,0
FRA-Ligue 1,2425,Saint-Étienne,Lamine Fomba,,,26.0,1998.0,2.4,8,6,2,5,1,2,7,28.6,5,7,1,6,4,12,5,1
FRA-Ligue 1,2425,Saint-Étienne,Louis Mouton,,,22.0,2002.0,11.6,49,25,14,25,10,22,37,59.5,15,17,3,14,10,59,19,0
FRA-Ligue 1,2425,Saint-Étienne,Lucas Stassin,,,19.0,2004.0,21.0,16,11,3,5,8,6,20,30.0,14,10,0,10,3,19,8,0
FRA-Ligue 1,2425,Saint-Étienne,Léo Pétrot,,,27.0,1997.0,29.3,62,39,38,19,5,34,51,66.7,17,50,27,23,42,104,103,1
FRA-Ligue 1,2425,Saint-Étienne,Marwann Nzuzi,,,20.0,2004.0,1.4,2,2,1,0,1,1,2,50.0,1,0,0,0,2,4,6,0
FRA-Ligue 1,2425,Saint-Étienne,Mathieu Cafaro,,,27.0,1997.0,8.1,10,7,4,4,2,4,15,26.7,11,7,1,6,7,17,3,0
FRA-Ligue 1,2425,Saint-Étienne,Mathis Amougou,,,18.0,2006.0,9.5,21,15,15,5,1,10,19,52.6,9,10,0,10,12,33,4,0
FRA-Ligue 1,2425,Saint-Étienne,Maxime Bernauer,,,26.0,1998.0,8.5,9,9,5,2,2,5,8,62.5,3,7,3,4,5,14,44,1
FRA-Ligue 1,2425,Saint-Étienne,Mickael Nade,,,25.0,1999.0,25.6,59,43,40,19,0,28,36,77.8,8,37,19,18,33,92,132,8
FRA-Ligue 1,2425,Saint-Étienne,Pierre Cornud,,,27.0,1996.0,6.4,12,10,6,4,2,8,17,47.1,9,9,4,5,9,21,28,1
FRA-Ligue 1,2425,Saint-Étienne,Pierre Ekwah Elimby,,,22.0,2002.0,28.6,54,33,18,30,6,34,56,60.7,22,26,12,14,47,101,72,1
FRA-Ligue 1,2425,Saint-Étienne,Yunis Abdelhamid,,,36.0,1987.0,11.5,17,11,15,2,0,10,16,62.5,6,26,18,8,14,31,57,1
FRA-Ligue 1,2425,Saint-Étienne,Yvann Macon,,,25.0,1998.0,8.8,19,11,9,7,3,10,21,47.6,11,14,4,10,2,21,10,1
FRA-Ligue 1,2425,Saint-Étienne,Zuriko Davitashvili,,,23.0,2001.0,30.9,22,14,9,7,6,15,49,30.6,34,20,0,20,14,36,14,0
FRA-Ligue 1,2425,Strasbourg,Abakar Sylla,,,21.0,2002.0,10.6,27,15,14,11,2,15,17,88.2,2,18,10,8,11,38,63,0
FRA-Ligue 1,2425,Strasbourg,Andrew Omobamidele,,,22.0,2002.0,6.0,7,4,4,3,0,2,5,40.0,3,12,8,4,8,15,41,0
FRA-Ligue 1,2425,Strasbourg,Andrey Santos,,,20.0,2004.0,31.7,110,74,47,51,12,51,87,58.6,36,46,14,32,32,142,67,1
FRA-Ligue 1,2425,Strasbourg,Caleb Wiley,,,19.0,2004.0,3.0,1,0,0,1,0,0,1,0.0,1,3,1,2,4,5,5,0
FRA-Ligue 1,2425,Strasbourg,Diego Moreira,,,19.0,2004.0,28.5,44,28,17,19,8,24,50,48.0,26,23,4,19,35,79,65,0
FRA-Ligue 1,2425,Strasbourg,Dilane Bakwa,,,21.0,2002.0,27.7,26,14,11,8,7,12,24,50.0,12,21,1,20,15,41,27,0
FRA-Ligue 1,2425,Strasbourg,Eduard Sobol,,,29.0,1995.0,1.1,0,0,0,0,0,0,2,0.0,2,2,1,1,2,2,14,0
FRA-Ligue 1,2425,Strasbourg,Emanuel Emegha,,,21.0,2003.0,25.5,6,6,1,2,3,2,6,33.3,4,18,5,13,1,7,30,0
FRA-Ligue 1,2425,Strasbourg,Félix Lemaréchal,,,20.0,2003.0,19.8,35,24,13,17,5,14,29,48.3,15,35,4,31,14,49,19,0
FRA-Ligue 1,2425,Strasbourg,Guela Doué,,,21.0,2002.0,30.2,65,45,40,15,10,37,54,68.5,17,38,6,32,34,99,154,1
FRA-Ligue 1,2425,Strasbourg,Guimissongui Ouattara,,,18.0,2005.0,5.2,6,4,3,1,2,3,5,60.0,2,10,0,10,9,15,12,2
FRA-Ligue 1,2425,Strasbourg,Habib Diarra,,,20.0,2004.0,26.1,22,13,6,13,3,8,20,40.0,12,22,6,16,13,35,46,3
FRA-Ligue 1,2425,Strasbourg,Ismaël Doukouré,,,21.0,2003.0,29.3,40,22,19,18,3,17,25,68.0,8,31,14,17,25,65,102,3
FRA-Ligue 1,2425,Strasbourg,Junior Mwanga,,,21.0,2003.0,3.3,17,9,9,7,1,5,9,55.6,4,2,0,2,2,19,2,0
FRA-Ligue 1,2425,Strasbourg,Jérémy Sebas,,,21.0,2003.0,2.1,3,2,1,1,1,2,3,66.7,1,2,0,2,0,3,4,0
FRA-Ligue 1,2425,Strasbourg,Karl-Johan Johnsson,,,34.0,1990.0,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0
FRA-Ligue 1,2425,Strasbourg,Karol Fila,,,26.0,1998.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Strasbourg,Mamadou Sarr,,,18.0,2005.0,26.3,37,21,24,11,2,16,24,66.7,8,26,20,6,25,62,117,3
FRA-Ligue 1,2425,Strasbourg,Marvin Senaya,,,23.0,2001.0,2.5,8,3,5,2,1,6,12,50.0,6,6,2,4,7,15,12,0
FRA-Ligue 1,2425,Strasbourg,Milos Lukovic,,,18.0,2005.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Strasbourg,Nordine Kandil,,,22.0,2001.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
FRA-Ligue 1,2425,Strasbourg,Pape Daouda Diongue,,,,,0.9,2,0,1,1,0,1,2,50.0,1,0,0,0,3,5,2,0
FRA-Ligue 1,2425,Strasbourg,Saidou Sow,,,22.0,2002.0,11.3,9,5,6,3,0,6,12,50.0,6,15,9,6,15,24,37,2
FRA-Ligue 1,2425,Strasbourg,Samuel Amo-Ameyaw,,,18.0,2006.0,3.6,5,3,3,2,0,2,9,22.2,7,3,0,3,3,8,2,0
FRA-Ligue 1,2425,Strasbourg,Sebastian Nanasi,,,22.0,2002.0,23.4,20,13,6,12,2,8,22,36.4,14,24,3,21,7,27,18,0
FRA-Ligue 1,2425,Strasbourg,Sekou Mara,,,22.0,2002.0,8.5,9,6,0,5,4,3,9,33.3,6,11,0,11,3,12,3,0
FRA-Ligue 1,2425,Strasbourg,Thomas Delaine,,,32.0,1992.0,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0
FRA-Ligue 1,2425,Strasbourg,Valentín Barco,,,20.0,2004.0,12.9,36,22,24,10,2,22,30,73.3,8,8,3,5,13,49,28,1
FRA-Ligue 1,2425,Strasbourg,Óscar Perea,,,18.0,2005.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Strasbourg,Đorđe Petrović,,,24.0,1999.0,31.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,24,1
FRA-Ligue 1,2425,Toulouse,Aron Dønnum,,,26.0,1998.0,29.9,56,35,25,24,7,31,55,56.4,24,29,4,25,28,84,37,1
FRA-Ligue 1,2425,Toulouse,Charlie Cresswell,,,21.0,2002.0,28.8,35,23,19,15,1,28,46,60.9,18,44,28,16,28,63,191,3
FRA-Ligue 1,2425,Toulouse,Cristian Cásseres Jr.,,,24.0,2000.0,30.0,96,61,41,43,12,46,88,52.3,42,35,9,26,42,138,36,1
FRA-Ligue 1,2425,Toulouse,Denis Genreau,,,25.0,1999.0,2.5,7,5,4,1,2,4,8,50.0,4,3,0,3,3,10,4,0
FRA-Ligue 1,2425,Toulouse,Djibril Sidibé,,,32.0,1992.0,23.3,65,36,34,22,9,31,50,62.0,19,11,3,8,20,85,64,1
FRA-Ligue 1,2425,Toulouse,Edhy Zuliani,,,19.0,2004.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
FRA-Ligue 1,2425,Toulouse,Frank Magri,,,24.0,1999.0,16.8,8,2,1,6,1,3,8,37.5,5,16,2,14,4,12,11,0
FRA-Ligue 1,2425,Toulouse,Gabriel Suazo,,,26.0,1997.0,24.0,59,39,25,22,12,30,72,41.7,42,27,3,24,36,95,40,1
FRA-Ligue 1,2425,Toulouse,Guillaume Restes,,,19.0,2005.0,28.3,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,16,1
FRA-Ligue 1,2425,Toulouse,Jaydee Canvot,,,18.0,2006.0,12.3,23,11,16,5,2,12,18,66.7,6,10,2,8,11,34,54,1
FRA-Ligue 1,2425,Toulouse,Joshua King,,,32.0,1992.0,18.6,11,11,4,4,3,5,12,41.7,7,10,3,7,6,17,19,0
FRA-Ligue 1,2425,Toulouse,Kjetil Haug,,,26.0,1998.0,5.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
FRA-Ligue 1,2425,Toulouse,Logan Costa,,,23.0,2001.0,1.0,2,1,0,2,0,1,1,100.0,0,2,2,0,2,4,4,0
FRA-Ligue 1,2425,Toulouse,Mark McKenzie,,,25.0,1999.0,27.7,52,31,31,20,1,33,45,73.3,12,31,18,13,22,74,141,1
FRA-Ligue 1,2425,Toulouse,Miha Zajc,,,30.0,1994.0,2.9,4,4,1,2,1,3,5,60.0,2,2,1,1,3,7,7,0
FRA-Ligue 1,2425,Toulouse,Naatan Skyttä,,,22.0,2002.0,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
FRA-Ligue 1,2425,Toulouse,Niklas Schmidt,,,26.0,1998.0,2.3,6,4,1,5,0,4,7,57.1,3,0,0,0,1,7,4,0
FRA-Ligue 1,2425,Toulouse,Noah Edjouma,,,18.0,2005.0,1.9,2,2,0,1,1,1,2,50.0,1,1,1,0,2,4,2,0
FRA-Ligue 1,2425,Toulouse,Rafik Messali,,,21.0,2003.0,5.1,15,8,6,6,3,7,8,87.5,1,9,1,8,10,25,12,0
FRA-Ligue 1,2425,Toulouse,Rasmus Nicolaisen,,,27.0,1997.0,6.9,6,3,4,2,0,3,5,60.0,2,10,5,5,10,16,25,0
FRA-Ligue 1,2425,Toulouse,Shavy Babicka,,,24.0,2000.0,13.2,21,12,6,11,4,10,21,47.6,11,14,0,14,3,24,4,3
FRA-Ligue 1,2425,Toulouse,Vincent Sierro,,,28.0,1995.0,26.7,44,27,15,23,6,27,56,48.2,29,34,9,25,16,60,44,1
FRA-Ligue 1,2425,Toulouse,Warren Kamanzi,,,23.0,2000.0,11.4,29,13,12,12,5,14,28,50.0,14,7,3,4,9,38,25,0
FRA-Ligue 1,2425,Toulouse,Yann Gboho,,,23.0,2001.0,25.9,31,18,7,15,9,14,35,40.0,21,20,0,20,6,37,4,1
FRA-Ligue 1,2425,Toulouse,Zakaria Aboukhlal,,,24.0,2000.0,21.1,22,13,7,8,7,4,23,17.4,19,16,1,15,6,28,9,0
FRA-Ligue 1,2425,Toulouse,Álex Domínguez,,,26.0,1998.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
FRA-Ligue 1,2425,Toulouse,Ümit Akdag,,,20.0,2003.0,5.6,8,4,3,4,1,5,12,41.7,7,10,8,2,11,19,19,0
GER-Bundesliga,2425,Augsburg,Alexis Claude-Maurice,,,26.0,1998.0,23.4,41,26,12,15,14,17,34,50.0,17,16,0,16,15,56,8,1
GER-Bundesliga,2425,Augsburg,Arne Engels,,,20.0,2003.0,0.9,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
GER-Bundesliga,2425,Augsburg,Arne Maier,,,25.0,1999.0,10.4,13,7,4,8,1,7,13,53.8,6,15,1,14,6,19,14,1
GER-Bundesliga,2425,Augsburg,Cedric Zesiger,,,26.0,1998.0,13.6,13,7,7,6,0,8,13,61.5,5,17,10,7,21,34,96,1
GER-Bundesliga,2425,Augsburg,Chrislain Matsima,,,22.0,2002.0,28.3,31,20,19,11,1,17,26,65.4,9,48,29,19,52,83,163,0
GER-Bundesliga,2425,Augsburg,Dimitris Giannoulis,,,28.0,1995.0,29.4,47,32,27,16,4,26,44,59.1,18,49,11,38,47,94,75,0
GER-Bundesliga,2425,Augsburg,Elvis Rexhbeçaj,,,26.0,1997.0,19.8,27,19,9,14,4,15,35,42.9,20,40,9,31,16,43,22,1
GER-Bundesliga,2425,Augsburg,Finn Dahmen,,,26.0,1998.0,19.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,9,0
GER-Bundesliga,2425,Augsburg,Frank Onyeka,,,26.0,1998.0,28.7,58,45,22,28,8,22,40,55.0,18,36,9,27,36,94,36,2
GER-Bundesliga,2425,Augsburg,Fredrik Jensen,,,26.0,1997.0,8.5,7,7,1,3,3,4,5,80.0,1,10,1,9,4,11,17,0
GER-Bundesliga,2425,Augsburg,Henri Koudossou,,,24.0,1999.0,8.3,18,10,6,11,1,11,19,57.9,8,8,2,6,15,33,37,0
GER-Bundesliga,2425,Augsburg,Jeffrey Gouweleeuw,,,33.0,1991.0,32.7,50,28,25,21,4,27,40,67.5,13,34,15,19,35,85,183,0
GER-Bundesliga,2425,Augsburg,Keven Schlotterbeck,,,27.0,1997.0,14.4,19,17,9,9,1,12,16,75.0,4,13,6,7,15,34,73,1
