league,season,team,player,nation,pos,age,born,90s,performance_crdy,performance_crdr,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct
GER-Bundesliga,2425,RB Leipzig,Tidiam Gomis,,,17.0,2006.0,1.7,2,0,0,3,2,2,4,1,0,0,0,0,5,1,3,25.0
GER-Bundesliga,2425,RB Leipzig,Viggo Gebel,,,16.0,2007.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
GER-Bundesliga,2425,RB Leipzig,Willi Orban,,,31.0,1992.0,24.7,4,2,0,23,14,4,5,21,21,0,1,0,122,104,46,69.3
GER-Bundesliga,2425,RB Leipzig,Xaver Schlager,,,26.0,1997.0,2.0,1,0,0,4,3,0,1,0,2,0,0,0,8,0,4,0.0
GER-Bundesliga,2425,RB Leipzig,Xavi Simons,,,21.0,2003.0,23.9,5,0,0,24,56,5,79,12,21,0,0,0,128,19,26,42.2
GER-Bundesliga,2425,RB Leipzig,Yussuf Poulsen,,,30.0,1994.0,4.2,1,0,0,8,14,1,2,0,5,0,0,0,16,27,11,71.1
GER-Bundesliga,2425,St. Pauli,Abdoulie Ceesay,,,20.0,2004.0,0.7,1,0,0,2,3,0,0,0,3,0,0,0,4,0,6,0.0
GER-Bundesliga,2425,St. Pauli,Adam Dźwigała,,,28.0,1995.0,4.1,2,1,0,5,3,0,3,4,10,0,0,0,13,13,4,76.5
GER-Bundesliga,2425,St. Pauli,Andreas Albers,,,34.0,1990.0,0.7,0,0,0,3,2,0,0,0,1,0,0,0,3,10,12,45.5
GER-Bundesliga,2425,St. Pauli,Ben Alexander Voll,,,23.0,2000.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GER-Bundesliga,2425,St. Pauli,Carlo Boukhalfa,,,25.0,1999.0,18.3,1,0,0,18,17,2,10,12,11,0,0,0,60,23,42,35.4
GER-Bundesliga,2425,St. Pauli,Connor Metcalfe,,,24.0,1999.0,4.0,2,1,1,5,4,0,7,3,0,0,0,0,9,13,11,54.2
GER-Bundesliga,2425,St. Pauli,Danel Sinani,,,27.0,1997.0,13.9,3,0,0,25,14,4,67,1,11,0,0,0,52,10,32,23.8
GER-Bundesliga,2425,St. Pauli,David Nemeth,,,23.0,2001.0,23.7,3,0,0,21,14,0,7,18,29,0,0,0,87,37,31,54.4
GER-Bundesliga,2425,St. Pauli,Elias Saad,,,24.0,1999.0,10.0,1,0,0,17,24,7,14,3,13,0,0,0,43,8,22,26.7
GER-Bundesliga,2425,St. Pauli,Eric Smith,,,27.0,1997.0,31.4,7,0,0,27,24,3,102,37,29,0,0,0,139,30,37,44.8
GER-Bundesliga,2425,St. Pauli,Erik Ahlstrand,,,22.0,2001.0,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0.0
GER-Bundesliga,2425,St. Pauli,Finley Stevens,,,21.0,2003.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GER-Bundesliga,2425,St. Pauli,Hauke Wahl,,,30.0,1994.0,33.0,1,0,0,13,15,2,8,31,27,0,0,0,129,47,50,48.5
GER-Bundesliga,2425,St. Pauli,Jackson Irvine,,,31.0,1993.0,29.0,2,0,0,38,16,2,18,36,28,0,1,0,125,85,65,56.7
GER-Bundesliga,2425,St. Pauli,James Sands,,,24.0,2000.0,5.0,1,0,0,11,5,1,2,5,6,0,0,0,21,17,8,68.0
GER-Bundesliga,2425,St. Pauli,Johannes Eggestein,,,26.0,1998.0,20.6,3,0,0,11,12,14,35,0,3,0,0,0,58,28,85,24.8
GER-Bundesliga,2425,St. Pauli,Karol Mets,,,31.0,1993.0,10.0,1,0,0,7,5,0,3,12,8,0,1,0,35,24,10,70.6
GER-Bundesliga,2425,St. Pauli,Lars Ritzka,,,26.0,1998.0,10.2,1,0,0,10,6,1,19,11,29,0,0,0,35,7,22,24.1
GER-Bundesliga,2425,St. Pauli,Manolis Saliakas,,,27.0,1996.0,25.7,4,0,0,16,15,0,82,20,22,1,0,0,84,14,11,56.0
GER-Bundesliga,2425,St. Pauli,Maurides,,,30.0,1994.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GER-Bundesliga,2425,St. Pauli,Morgan Guilavogui,,,26.0,1998.0,20.1,6,0,0,48,34,11,13,13,17,0,0,0,71,66,75,46.8
GER-Bundesliga,2425,St. Pauli,Nikola Vasilj,,,28.0,1995.0,33.0,2,1,1,1,1,0,0,0,0,0,1,0,54,9,0,100.0
GER-Bundesliga,2425,St. Pauli,Noah Weißhaupt,,,22.0,2001.0,12.9,0,0,0,10,42,6,72,2,4,0,0,0,51,15,19,44.1
GER-Bundesliga,2425,St. Pauli,Oladapo Afolayan,,,26.0,1998.0,18.2,3,0,0,21,42,9,53,8,8,1,0,0,72,19,45,29.7
GER-Bundesliga,2425,St. Pauli,Philipp Treu,,,23.0,2000.0,32.0,2,0,0,20,36,3,60,19,42,0,0,1,147,21,36,36.8
GER-Bundesliga,2425,St. Pauli,Robert Wagner,,,21.0,2003.0,4.5,1,0,0,6,5,0,2,2,3,0,0,0,22,5,7,41.7
GER-Bundesliga,2425,St. Pauli,Scott Banks,,,22.0,2001.0,1.3,1,0,0,2,4,0,5,2,1,0,0,0,4,1,6,14.3
GER-Bundesliga,2425,St. Pauli,Siebe Van Der Heyden,,,26.0,1998.0,9.7,4,1,1,16,9,0,18,17,10,0,2,0,32,31,17,64.6
GER-Bundesliga,2425,Stuttgart,Alexander Nübel,,,27.0,1996.0,34.0,0,0,0,0,4,0,0,0,0,0,0,0,72,4,1,80.0
GER-Bundesliga,2425,Stuttgart,Ameen Al-Dakhil,,,22.0,2002.0,4.8,0,1,0,4,5,0,0,9,6,0,0,0,17,8,9,47.1
GER-Bundesliga,2425,Stuttgart,Angelo Stiller,,,23.0,2001.0,30.5,6,0,0,21,48,1,95,26,27,1,0,1,140,18,28,39.1
GER-Bundesliga,2425,Stuttgart,Anrie Chase,,,20.0,2004.0,8.2,1,0,0,12,2,0,3,9,4,0,1,0,21,17,12,58.6
GER-Bundesliga,2425,Stuttgart,Anthony Rouault,,,23.0,2001.0,13.5,1,0,0,18,8,0,1,19,11,0,0,0,63,33,21,61.1
GER-Bundesliga,2425,Stuttgart,Atakan Karazor,,,27.0,1996.0,29.1,10,1,1,38,59,2,4,32,29,0,0,0,171,57,44,56.4
GER-Bundesliga,2425,Stuttgart,Chris Führich,,,26.0,1998.0,22.0,1,0,0,9,6,2,82,6,10,0,0,0,64,5,8,38.5
GER-Bundesliga,2425,Stuttgart,Dan-Axel Zagadou,,,25.0,1999.0,0.3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
GER-Bundesliga,2425,Stuttgart,Deniz Undav,,,28.0,1996.0,19.2,4,0,0,25,22,12,11,3,10,0,0,0,48,21,31,40.4
GER-Bundesliga,2425,Stuttgart,El Bilal Touré,,,22.0,2001.0,4.0,0,0,0,9,3,1,0,0,1,0,0,0,8,19,14,57.6
GER-Bundesliga,2425,Stuttgart,Enzo Millot,,,22.0,2002.0,20.5,9,0,0,25,37,3,41,13,13,0,1,0,99,8,19,29.6
GER-Bundesliga,2425,Stuttgart,Ermedin Demirović,,,26.0,1998.0,20.6,2,0,0,24,27,17,3,3,7,0,0,0,33,34,47,42.0
GER-Bundesliga,2425,Stuttgart,Fabian Rieder,,,22.0,2002.0,9.6,1,0,0,14,11,0,39,10,14,1,0,0,45,4,13,23.5
GER-Bundesliga,2425,Stuttgart,Finn Jeltsch,,,18.0,2006.0,8.7,2,0,0,7,5,0,3,13,13,0,0,0,34,12,8,60.0
GER-Bundesliga,2425,Stuttgart,Frans Krätzig,,,21.0,2003.0,0.6,0,0,0,1,0,0,1,0,1,0,0,0,3,1,0,100.0
GER-Bundesliga,2425,Stuttgart,Jacob Bruun Larsen,,,25.0,1998.0,4.6,1,0,0,2,2,6,18,1,1,0,0,0,11,3,6,33.3
GER-Bundesliga,2425,Stuttgart,Jamie Leweling,,,23.0,2001.0,18.5,4,0,0,17,29,4,58,11,6,2,0,0,73,6,4,60.0
GER-Bundesliga,2425,Stuttgart,Jarzinho Malanga,,,18.0,2006.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GER-Bundesliga,2425,Stuttgart,Josha Vagnoman,,,23.0,2000.0,20.4,4,0,0,18,20,0,43,14,14,0,1,0,92,22,20,52.4
GER-Bundesliga,2425,Stuttgart,Julian Chabot,,,26.0,1998.0,25.2,11,1,1,35,28,5,2,38,24,0,0,0,98,78,42,65.0
GER-Bundesliga,2425,Stuttgart,Justin Diehl,,,19.0,2004.0,1.2,0,0,0,2,0,0,10,0,0,0,0,0,8,0,1,0.0
GER-Bundesliga,2425,Stuttgart,Leonidas Stergiou,,,22.0,2002.0,9.5,0,1,0,6,0,1,13,14,13,0,0,0,35,6,8,42.9
GER-Bundesliga,2425,Stuttgart,Luca Jaquez,,,21.0,2003.0,2.8,0,0,0,4,0,0,1,3,0,0,0,0,11,4,2,66.7
GER-Bundesliga,2425,Stuttgart,Maximilian Mittelstädt,,,27.0,1997.0,27.4,5,0,0,24,38,2,164,47,54,0,0,0,119,24,19,55.8
GER-Bundesliga,2425,Stuttgart,Nick Woltemade,,,22.0,2002.0,18.0,5,1,1,24,35,6,6,1,7,0,0,0,53,47,62,43.1
GER-Bundesliga,2425,Stuttgart,Nikolas Nartey,,,24.0,2000.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
GER-Bundesliga,2425,Stuttgart,Pascal Stenzel,,,28.0,1996.0,3.2,0,0,0,4,2,0,25,2,2,0,0,0,11,3,6,33.3
GER-Bundesliga,2425,Stuttgart,Ramon Hendriks,,,23.0,2001.0,12.8,3,0,0,12,14,0,12,19,9,0,0,0,40,29,19,60.4
GER-Bundesliga,2425,Stuttgart,Yannik Keitel,,,24.0,2000.0,3.0,1,0,0,2,6,0,2,4,6,0,0,0,7,4,4,50.0
GER-Bundesliga,2425,Union Berlin,Alexander Schwolow,,,32.0,1992.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,100.0
GER-Bundesliga,2425,Union Berlin,Aljoscha Kemlein,,,19.0,2004.0,10.2,3,0,0,15,2,1,5,6,4,0,1,0,58,19,14,57.6
GER-Bundesliga,2425,Union Berlin,Andrej Ilic,,,24.0,2000.0,10.4,1,0,0,14,8,8,3,5,2,0,0,0,16,52,56,48.1
GER-Bundesliga,2425,Union Berlin,András Schäfer,,,25.0,1999.0,17.0,3,0,0,27,33,0,17,22,26,0,0,0,72,28,19,59.6
GER-Bundesliga,2425,Union Berlin,Benedict Hollerbach,,,23.0,2001.0,28.2,3,0,0,42,45,17,73,2,22,2,1,0,111,29,65,30.9
GER-Bundesliga,2425,Union Berlin,Christopher Trimmel,,,37.0,1987.0,19.3,5,0,0,14,5,1,111,18,25,0,0,0,63,23,13,63.9
GER-Bundesliga,2425,Union Berlin,Danilho Doekhi,,,26.0,1998.0,34.0,4,0,0,36,14,2,10,44,24,0,1,0,97,93,75,55.4
GER-Bundesliga,2425,Union Berlin,David Preu,,,19.0,2004.0,1.3,1,0,0,1,1,1,4,0,1,0,0,0,4,0,3,0.0
GER-Bundesliga,2425,Union Berlin,Diogo Leite,,,25.0,1999.0,28.3,3,0,0,25,37,2,10,57,32,0,0,1,104,78,63,55.3
GER-Bundesliga,2425,Union Berlin,Frederik Rønnow,,,31.0,1992.0,28.0,2,0,0,0,4,0,0,0,0,0,0,0,32,15,0,100.0
GER-Bundesliga,2425,Union Berlin,Ivan Prtajin,,,28.0,1996.0,1.8,0,0,0,1,1,2,3,0,2,0,0,0,4,10,17,37.0
GER-Bundesliga,2425,Union Berlin,Janik Haberer,,,30.0,1994.0,18.8,1,0,0,22,15,3,15,17,29,0,0,0,83,15,29,34.1
GER-Bundesliga,2425,Union Berlin,Jeong Woo-yeong,,,24.0,1999.0,14.0,2,0,0,16,15,4,36,11,7,0,0,0,68,14,27,34.1
GER-Bundesliga,2425,Union Berlin,Jordan Pefok,,,28.0,1996.0,10.1,2,0,0,22,15,7,0,4,6,0,0,0,31,44,35,55.7
GER-Bundesliga,2425,Union Berlin,Josip Juranović,,,28.0,1995.0,12.9,4,0,0,8,6,1,78,7,13,0,0,0,62,4,5,44.4
GER-Bundesliga,2425,Union Berlin,Jérôme Roussillon,,,31.0,1993.0,1.5,0,0,0,1,3,0,10,2,0,0,0,0,2,2,2,50.0
GER-Bundesliga,2425,Union Berlin,Kevin Vogt,,,32.0,1991.0,15.2,6,0,0,10,7,0,0,9,8,0,1,0,90,14,13,51.9
GER-Bundesliga,2425,Union Berlin,Kevin Volland,,,32.0,1992.0,0.7,1,0,0,3,0,0,0,0,0,0,0,0,2,3,1,75.0
GER-Bundesliga,2425,Union Berlin,Leopold Querfeld,,,20.0,2003.0,19.4,8,0,0,20,13,0,0,19,12,0,1,0,66,65,54,54.6
GER-Bundesliga,2425,Union Berlin,Lucas Tousart,,,27.0,1997.0,6.2,2,0,0,11,6,0,2,7,9,0,0,0,32,20,15,57.1
GER-Bundesliga,2425,Union Berlin,László Bénes,,,26.0,1997.0,6.5,4,0,0,9,4,1,48,3,2,0,0,0,32,7,9,43.8
GER-Bundesliga,2425,Union Berlin,Marin Ljubicic,,,22.0,2002.0,3.1,1,0,0,9,8,1,1,0,1,0,0,0,12,3,11,21.4
GER-Bundesliga,2425,Union Berlin,Rani Khedira,,,30.0,1994.0,30.3,7,0,0,45,18,1,22,44,40,0,1,0,108,42,42,50.0
GER-Bundesliga,2425,Union Berlin,Robert Skov,,,28.0,1996.0,9.5,1,0,0,14,10,1,61,8,11,0,0,0,43,9,9,50.0
GER-Bundesliga,2425,Union Berlin,Robin Gosens,,,30.0,1994.0,1.0,1,0,0,5,0,0,1,1,0,0,0,0,1,7,4,63.6
GER-Bundesliga,2425,Union Berlin,Tim Skarke,,,27.0,1996.0,12.9,1,0,0,10,15,10,29,5,11,0,0,0,56,10,40,20.0
GER-Bundesliga,2425,Union Berlin,Tom Rothe,,,19.0,2004.0,18.6,4,1,0,25,11,2,46,18,28,1,0,0,77,43,44,49.4
GER-Bundesliga,2425,Union Berlin,Yorbe Vertessen,,,23.0,2001.0,8.0,2,0,0,14,17,2,23,3,3,0,0,0,32,6,11,35.3
GER-Bundesliga,2425,Werder Bremen,Amos Pieper,,,26.0,1998.0,16.6,3,0,0,11,11,0,4,24,17,0,0,0,56,40,40,50.0
GER-Bundesliga,2425,Werder Bremen,André Silva,,,28.0,1995.0,4.2,1,0,0,4,7,2,4,0,2,0,0,0,10,12,12,50.0
GER-Bundesliga,2425,Werder Bremen,Anthony Jung,,,32.0,1991.0,21.1,1,0,0,9,15,2,4,25,22,0,2,0,81,34,20,63.0
GER-Bundesliga,2425,Werder Bremen,Derrick Köhn,,,25.0,1999.0,14.9,2,0,0,14,19,4,58,10,10,0,0,0,57,8,13,38.1
GER-Bundesliga,2425,Werder Bremen,Felix Agu,,,24.0,1999.0,19.5,1,0,0,11,43,4,49,21,14,0,0,1,67,21,30,41.2
GER-Bundesliga,2425,Werder Bremen,Issa Kaboré,,,23.0,2001.0,3.4,0,0,0,4,8,1,19,2,4,1,0,0,20,6,3,66.7
GER-Bundesliga,2425,Werder Bremen,Jens Stage,,,27.0,1996.0,24.5,10,0,0,38,30,4,23,18,30,0,0,0,114,34,26,56.7
GER-Bundesliga,2425,Werder Bremen,Julián Malatini,,,23.0,2001.0,5.0,1,0,0,9,5,0,3,7,9,0,0,0,19,10,5,66.7
GER-Bundesliga,2425,Werder Bremen,Justin Njinmah,,,23.0,2000.0,10.6,1,0,0,7,17,12,19,3,2,1,0,0,20,15,20,42.9
GER-Bundesliga,2425,Werder Bremen,Keke Maximilian Topp,,,20.0,2004.0,2.8,1,0,0,8,6,2,6,1,1,0,0,0,15,10,15,40.0
GER-Bundesliga,2425,Werder Bremen,Leonardo Bittencourt,,,30.0,1993.0,10.9,3,0,0,15,19,2,22,15,9,0,0,0,44,5,15,25.0
GER-Bundesliga,2425,Werder Bremen,Marco Friedl,,,26.0,1998.0,24.0,10,2,1,26,16,3,2,34,42,0,0,2,141,46,43,51.7
GER-Bundesliga,2425,Werder Bremen,Marco Grüll,,,26.0,1998.0,13.1,1,0,0,22,31,6,21,3,9,1,0,0,43,5,19,20.8
GER-Bundesliga,2425,Werder Bremen,Marvin Ducksch,,,30.0,1994.0,26.9,3,0,0,6,17,14,167,8,7,0,0,0,65,19,29,39.6
GER-Bundesliga,2425,Werder Bremen,Michael Zetterer,,,29.0,1995.0,34.0,2,0,0,0,6,0,0,1,0,0,0,0,42,8,1,88.9
GER-Bundesliga,2425,Werder Bremen,Miloš Veljković,,,28.0,1995.0,11.4,1,0,0,5,3,2,9,2,5,0,1,0,32,24,18,57.1
GER-Bundesliga,2425,Werder Bremen,Mitchell Weiser,,,30.0,1994.0,31.9,9,1,1,30,45,1,78,22,40,0,0,0,152,31,50,38.3
GER-Bundesliga,2425,Werder Bremen,Niklas Stark,,,29.0,1995.0,23.4,6,1,1,30,28,2,3,36,21,0,0,0,73,48,31,60.8
GER-Bundesliga,2425,Werder Bremen,Oliver Burke,,,27.0,1997.0,10.1,4,0,0,12,2,8,20,2,4,0,0,0,26,40,21,65.6
GER-Bundesliga,2425,Werder Bremen,Olivier Deman,,,24.0,2000.0,0.7,1,0,0,1,2,0,6,3,3,0,0,0,5,4,0,100.0
GER-Bundesliga,2425,Werder Bremen,Romano Schmid,,,24.0,2000.0,31.5,4,0,0,28,42,3,145,11,25,1,0,0,167,23,28,45.1
GER-Bundesliga,2425,Werder Bremen,Senne Lynen,,,25.0,1999.0,30.4,9,0,0,38,25,0,5,65,39,0,0,0,191,25,28,47.2
GER-Bundesliga,2425,Werder Bremen,Skelly Alvero,,,22.0,2002.0,2.6,1,0,0,7,5,0,0,2,6,0,0,0,13,5,3,62.5
GER-Bundesliga,2425,Wolfsburg,Andreas Skov Olsen,,,24.0,1999.0,5.9,0,0,0,2,3,2,29,2,6,0,0,0,18,3,3,50.0
GER-Bundesliga,2425,Wolfsburg,Aster Vranckx,,,21.0,2002.0,6.2,1,0,0,12,11,0,3,10,6,0,0,0,22,7,14,33.3
GER-Bundesliga,2425,Wolfsburg,Bence Dárdai,,,18.0,2006.0,14.5,0,0,0,9,16,0,10,12,14,1,0,0,52,10,15,40.0
GER-Bundesliga,2425,Wolfsburg,Cedric Zesiger,,,26.0,1998.0,5.8,4,0,0,14,5,0,3,3,8,0,1,0,16,3,10,23.1
GER-Bundesliga,2425,Wolfsburg,David Odogu,,,18.0,2006.0,2.2,0,0,0,2,0,1,0,2,4,0,0,0,4,9,3,75.0
GER-Bundesliga,2425,Wolfsburg,Denis Vavro,,,28.0,1996.0,27.3,4,0,0,7,5,0,8,37,13,0,0,0,89,80,34,70.2
GER-Bundesliga,2425,Wolfsburg,Jakub Kamiński,,,22.0,2002.0,12.6,2,0,0,10,3,0,50,13,8,1,0,1,52,7,19,26.9
GER-Bundesliga,2425,Wolfsburg,Joakim Mæhle,,,27.0,1997.0,24.3,6,0,0,9,16,0,25,25,15,0,1,0,122,17,12,58.6
GER-Bundesliga,2425,Wolfsburg,Jonas Wind,,,25.0,1999.0,21.8,2,0,0,15,40,4,7,6,6,0,0,0,59,98,100,49.5
GER-Bundesliga,2425,Wolfsburg,Kamil Grabara,,,25.0,1999.0,28.7,2,0,0,0,3,0,0,0,0,0,0,0,43,8,0,100.0
GER-Bundesliga,2425,Wolfsburg,Kevin Behrens,,,33.0,1991.0,1.9,2,0,0,4,1,1,0,1,1,0,0,0,9,14,16,46.7
GER-Bundesliga,2425,Wolfsburg,Kevin Paredes,,,21.0,2003.0,1.4,1,0,0,1,4,0,1,1,1,0,0,0,7,1,1,50.0
GER-Bundesliga,2425,Wolfsburg,Kilian Fischer,,,23.0,2000.0,25.5,7,0,0,34,7,0,39,19,44,0,0,0,84,21,36,36.8
GER-Bundesliga,2425,Wolfsburg,Konstantinos Koulierakis,,,20.0,2003.0,27.4,4,0,0,24,13,2,13,33,20,0,0,0,93,59,39,60.2
GER-Bundesliga,2425,Wolfsburg,Lovro Majer,,,26.0,1998.0,3.4,1,0,0,6,6,0,17,1,1,0,0,0,12,3,4,42.9
GER-Bundesliga,2425,Wolfsburg,Lukas Nmecha,,,25.0,1998.0,5.2,1,0,0,7,17,0,6,2,0,0,0,0,15,16,12,57.1
GER-Bundesliga,2425,Wolfsburg,Mads Roerslev,,,25.0,1999.0,3.3,0,0,0,2,3,0,7,5,9,0,0,0,8,2,7,22.2
GER-Bundesliga,2425,Wolfsburg,Marius Müller,,,31.0,1993.0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,100.0
GER-Bundesliga,2425,Wolfsburg,Mattias Svanberg,,,25.0,1999.0,13.5,4,0,0,16,22,0,35,15,10,0,0,0,48,12,20,37.5
GER-Bundesliga,2425,Wolfsburg,Maximilian Arnold,,,30.0,1994.0,26.2,7,1,0,30,52,0,152,24,20,0,0,0,154,14,23,37.8
GER-Bundesliga,2425,Wolfsburg,Mohamed Amoura,,,24.0,2000.0,27.4,6,0,0,30,20,24,35,9,22,1,0,0,92,19,45,29.7
GER-Bundesliga,2425,Wolfsburg,Patrick Wimmer,,,23.0,2001.0,19.7,5,1,0,36,40,6,42,32,35,0,0,0,92,36,49,42.4
GER-Bundesliga,2425,Wolfsburg,Ridle Baku,,,26.0,1998.0,13.0,2,0,0,13,10,1,37,15,15,0,0,0,68,5,16,23.8
GER-Bundesliga,2425,Wolfsburg,Salih Özcan,,,26.0,1998.0,3.9,0,0,0,5,6,0,8,7,2,0,0,0,27,5,4,55.6
GER-Bundesliga,2425,Wolfsburg,Sebastiaan Bornauw,,,25.0,1999.0,8.8,2,0,0,12,2,0,1,12,6,0,1,0,28,36,21,63.2
GER-Bundesliga,2425,Wolfsburg,Tiago Tomás,,,22.0,2002.0,20.9,7,0,0,30,48,6,22,9,19,1,0,0,74,9,30,23.1
GER-Bundesliga,2425,Wolfsburg,Yannick Gerhardt,,,30.0,1994.0,16.9,5,1,0,20,13,2,24,17,16,0,0,0,49,21,29,42.0
ITA-Serie A,2425,Atalanta,Ademola Lookman,,,26.0,1997.0,25.0,4,0,0,31,20,26,124,3,15,0,0,0,69,17,13,56.7
ITA-Serie A,2425,Atalanta,Alberto Manzoni,,,19.0,2005.0,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,100.0
ITA-Serie A,2425,Atalanta,Ben Godfrey,,,26.0,1998.0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
ITA-Serie A,2425,Atalanta,Berat Djimsiti,,,31.0,1993.0,29.3,6,0,0,23,21,0,11,40,33,0,1,1,102,90,58,60.8
ITA-Serie A,2425,Atalanta,Charles De Ketelaere,,,23.0,2001.0,23.0,1,0,0,22,39,2,56,3,9,0,0,0,78,36,38,48.6
ITA-Serie A,2425,Atalanta,Daniel Maldini,,,22.0,2001.0,2.9,0,0,0,3,7,1,5,2,2,0,0,0,8,8,5,61.5
ITA-Serie A,2425,Atalanta,Davide Zappacosta,,,32.0,1992.0,23.0,3,0,0,19,14,6,95,11,16,0,0,0,89,9,12,42.9
ITA-Serie A,2425,Atalanta,Federico Cassa,,,18.0,2006.0,0.2,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,
ITA-Serie A,2425,Atalanta,Gianluca Scamacca,,,25.0,1999.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2425,Atalanta,Giorgio Scalvini,,,20.0,2003.0,3.0,2,0,0,7,1,0,0,4,4,0,0,0,13,8,6,57.1
ITA-Serie A,2425,Atalanta,Ibrahim Sulemana,,,21.0,2003.0,3.1,1,0,0,2,2,0,0,0,4,0,0,0,13,9,4,69.2
ITA-Serie A,2425,Atalanta,Isak Hien,,,25.0,1999.0,25.9,10,0,0,36,19,0,1,31,28,0,1,0,141,68,56,54.8
ITA-Serie A,2425,Atalanta,Juan Cuadrado,,,36.0,1988.0,9.2,3,0,0,9,27,0,56,7,9,1,0,0,31,12,4,75.0
ITA-Serie A,2425,Atalanta,Juan Musso,,,30.0,1994.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
ITA-Serie A,2425,Atalanta,Lazar Samardzic,,,22.0,2002.0,13.0,3,0,0,19,10,1,60,2,15,0,0,0,50,4,23,14.8
ITA-Serie A,2425,Atalanta,Marco Brescianini,,,24.0,2000.0,11.0,1,0,0,22,9,2,18,2,11,0,0,0,50,12,10,54.5
ITA-Serie A,2425,Atalanta,Marco Carnesecchi,,,24.0,2000.0,34.0,1,0,0,0,5,0,0,0,0,0,0,0,57,7,0,100.0
ITA-Serie A,2425,Atalanta,Marco Palestra,,,19.0,2005.0,2.5,0,0,0,1,10,1,12,2,4,0,0,0,7,2,2,50.0
ITA-Serie A,2425,Atalanta,Mario Pašalić,,,29.0,1995.0,21.9,1,0,0,19,10,2,11,12,16,0,0,0,112,30,29,50.8
ITA-Serie A,2425,Atalanta,Marten de Roon,,,33.0,1991.0,34.0,5,0,0,48,22,1,28,47,48,0,0,0,140,46,29,61.3
ITA-Serie A,2425,Atalanta,Mateo Retegui,,,25.0,1999.0,26.5,3,0,0,32,34,6,15,4,9,2,0,0,69,51,68,42.9
ITA-Serie A,2425,Atalanta,Matteo Ruggeri,,,22.0,2002.0,19.5,2,0,0,12,5,2,82,22,24,0,0,0,124,23,15,60.5
ITA-Serie A,2425,Atalanta,Mitchel Bakker,,,24.0,2000.0,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50.0
ITA-Serie A,2425,Atalanta,Nicolò Zaniolo,,,25.0,1999.0,4.0,4,0,0,9,17,0,4,1,0,0,0,0,11,4,5,44.4
ITA-Serie A,2425,Atalanta,Odilon Kossounou,,,23.0,2001.0,12.5,1,0,0,15,6,1,3,13,11,0,0,0,62,23,17,57.5
ITA-Serie A,2425,Atalanta,Rafael Tolói,,,33.0,1990.0,5.2,1,0,0,6,2,0,2,8,5,0,0,0,33,9,1,90.0
ITA-Serie A,2425,Atalanta,Raoul Bellanova,,,24.0,2000.0,26.7,3,0,0,15,34,0,156,18,14,0,0,0,117,23,23,50.0
ITA-Serie A,2425,Atalanta,Rui Patrício,,,36.0,1988.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,100.0
ITA-Serie A,2425,Atalanta,Sead Kolašinac,,,31.0,1993.0,21.1,7,0,0,38,20,3,10,25,26,0,0,1,135,34,26,56.7
ITA-Serie A,2425,Atalanta,Stefan Posch,,,27.0,1997.0,4.3,0,0,0,11,0,0,5,4,11,0,0,0,22,4,6,40.0
ITA-Serie A,2425,Atalanta,Vanja Vlahović,,,20.0,2004.0,0.7,0,0,0,0,3,0,0,0,1,1,0,0,0,0,3,0.0
ITA-Serie A,2425,Atalanta,Éderson,,,25.0,1999.0,32.0,5,1,1,31,53,0,23,35,32,0,0,0,186,53,36,59.6
ITA-Serie A,2425,Bologna,Benjamín Domínguez,,,20.0,2003.0,14.2,0,0,0,10,31,4,11,4,7,0,0,0,62,2,21,8.7
ITA-Serie A,2425,Bologna,Charalampos Lykogiannis,,,30.0,1993.0,11.6,3,0,0,10,7,2,106,11,14,0,0,0,35,26,13,66.7
ITA-Serie A,2425,Bologna,Dan Ndoye,,,23.0,2000.0,23.8,4,0,0,23,101,13,44,9,19,1,0,0,89,14,21,40.0
ITA-Serie A,2425,Bologna,Davide Calabria,,,27.0,1996.0,7.0,3,0,0,7,5,0,17,3,8,0,0,0,30,9,9,50.0
