league,season,team,player,nation,pos,age,born,90s,performance_crdy,performance_crdr,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct
FRA-Ligue 1,2425,Strasbourg,Diego Moreira,,,19.0,2004.0,28.5,4,1,0,26,35,2,93,35,28,0,1,0,139,27,29,48.2
FRA-Ligue 1,2425,Strasbourg,Dilane Bakwa,,,21.0,2002.0,27.7,4,0,0,29,71,5,153,15,14,0,0,0,92,11,8,57.9
FRA-Ligue 1,2425,Strasbourg,Eduard Sobol,,,29.0,1995.0,1.1,2,0,0,4,1,0,1,2,0,0,0,0,4,3,3,50.0
FRA-Ligue 1,2425,Strasbourg,Emanuel Emegha,,,21.0,2003.0,25.5,5,0,0,36,37,27,0,1,6,0,0,0,60,26,39,40.0
FRA-Ligue 1,2425,Strasbourg,Félix Lemaréchal,,,20.0,2003.0,19.8,2,0,0,30,12,3,26,14,24,0,0,0,62,14,25,35.9
FRA-Ligue 1,2425,Strasbourg,Guela Doué,,,21.0,2002.0,30.2,7,0,0,41,19,0,46,34,45,0,1,0,162,58,37,61.1
FRA-Ligue 1,2425,Strasbourg,Guimissongui Ouattara,,,18.0,2005.0,5.2,1,0,0,7,1,1,3,9,4,0,0,0,26,3,6,33.3
FRA-Ligue 1,2425,Strasbourg,Habib Diarra,,,20.0,2004.0,26.1,6,0,0,26,52,1,54,13,13,1,0,0,90,12,16,42.9
FRA-Ligue 1,2425,Strasbourg,Ismaël Doukouré,,,21.0,2003.0,29.3,7,0,0,30,17,0,1,25,22,0,0,1,103,26,16,61.9
FRA-Ligue 1,2425,Strasbourg,Junior Mwanga,,,21.0,2003.0,3.3,0,0,0,6,1,0,0,2,9,0,0,0,16,2,0,100.0
FRA-Ligue 1,2425,Strasbourg,Jérémy Sebas,,,21.0,2003.0,2.1,0,0,0,6,2,2,2,0,2,0,0,0,10,3,3,50.0
FRA-Ligue 1,2425,Strasbourg,Karl-Johan Johnsson,,,34.0,1990.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,100.0
FRA-Ligue 1,2425,Strasbourg,Karol Fila,,,26.0,1998.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
FRA-Ligue 1,2425,Strasbourg,Mamadou Sarr,,,18.0,2005.0,26.3,4,0,0,29,11,0,1,25,21,0,1,0,98,30,29,50.8
FRA-Ligue 1,2425,Strasbourg,Marvin Senaya,,,23.0,2001.0,2.5,3,0,0,4,4,0,1,7,3,0,1,0,13,3,3,50.0
FRA-Ligue 1,2425,Strasbourg,Milos Lukovic,,,18.0,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Strasbourg,Nordine Kandil,,,22.0,2001.0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,50.0
FRA-Ligue 1,2425,Strasbourg,Pape Daouda Diongue,,,,,0.9,0,0,0,0,0,0,1,3,0,0,0,0,9,4,0,100.0
FRA-Ligue 1,2425,Strasbourg,Saidou Sow,,,22.0,2002.0,11.3,2,0,0,7,5,1,0,15,5,0,1,0,36,16,15,51.6
FRA-Ligue 1,2425,Strasbourg,Samuel Amo-Ameyaw,,,18.0,2006.0,3.6,0,0,0,3,5,1,6,3,3,0,0,0,14,0,7,0.0
FRA-Ligue 1,2425,Strasbourg,Sebastian Nanasi,,,22.0,2002.0,23.4,1,0,0,9,17,1,66,7,13,0,0,0,71,3,11,21.4
FRA-Ligue 1,2425,Strasbourg,Sekou Mara,,,22.0,2002.0,8.5,2,0,0,18,16,3,3,3,6,0,0,0,21,19,23,45.2
FRA-Ligue 1,2425,Strasbourg,Thomas Delaine,,,32.0,1992.0,0.1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,
FRA-Ligue 1,2425,Strasbourg,Valentín Barco,,,20.0,2004.0,12.9,2,0,0,17,29,0,31,13,22,0,1,0,79,7,7,50.0
FRA-Ligue 1,2425,Strasbourg,Óscar Perea,,,18.0,2005.0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
FRA-Ligue 1,2425,Strasbourg,Đorđe Petrović,,,24.0,1999.0,31.0,2,0,0,0,3,0,0,0,1,0,0,0,58,4,0,100.0
FRA-Ligue 1,2425,Toulouse,Aron Dønnum,,,26.0,1998.0,29.9,6,0,0,38,55,0,117,28,35,0,0,0,171,12,17,41.4
FRA-Ligue 1,2425,Toulouse,Charlie Cresswell,,,21.0,2002.0,28.8,5,0,0,28,15,3,4,28,23,0,0,1,103,98,44,69.0
FRA-Ligue 1,2425,Toulouse,Cristian Cásseres Jr.,,,24.0,2000.0,30.0,11,0,0,53,46,1,80,42,61,0,0,0,172,24,17,58.5
FRA-Ligue 1,2425,Toulouse,Denis Genreau,,,25.0,1999.0,2.5,0,0,0,7,5,0,9,3,5,0,0,0,11,0,3,0.0
FRA-Ligue 1,2425,Toulouse,Djibril Sidibé,,,32.0,1992.0,23.3,1,0,0,20,19,2,45,20,36,0,0,0,99,17,10,63.0
FRA-Ligue 1,2425,Toulouse,Edhy Zuliani,,,19.0,2004.0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Toulouse,Frank Magri,,,24.0,1999.0,16.8,5,1,0,26,28,4,4,4,2,0,0,0,21,40,82,32.8
FRA-Ligue 1,2425,Toulouse,Gabriel Suazo,,,26.0,1997.0,24.0,0,0,0,32,29,2,78,36,39,0,0,1,125,13,19,40.6
FRA-Ligue 1,2425,Toulouse,Guillaume Restes,,,19.0,2005.0,28.3,2,0,0,1,2,0,0,1,1,0,1,0,50,0,1,0.0
FRA-Ligue 1,2425,Toulouse,Jaydee Canvot,,,18.0,2006.0,12.3,2,0,0,18,3,0,6,11,11,0,0,0,50,16,13,55.2
FRA-Ligue 1,2425,Toulouse,Joshua King,,,32.0,1992.0,18.6,2,0,0,35,27,7,9,6,11,1,0,0,60,35,51,40.7
FRA-Ligue 1,2425,Toulouse,Kjetil Haug,,,26.0,1998.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
FRA-Ligue 1,2425,Toulouse,Logan Costa,,,23.0,2001.0,1.0,0,0,0,0,0,0,1,2,1,0,0,0,4,4,2,66.7
FRA-Ligue 1,2425,Toulouse,Mark McKenzie,,,25.0,1999.0,27.7,1,1,0,30,12,1,1,22,31,0,1,0,128,44,34,56.4
FRA-Ligue 1,2425,Toulouse,Miha Zajc,,,30.0,1994.0,2.9,2,0,0,5,2,0,7,3,4,0,0,0,14,3,8,27.3
FRA-Ligue 1,2425,Toulouse,Naatan Skyttä,,,22.0,2002.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
FRA-Ligue 1,2425,Toulouse,Niklas Schmidt,,,26.0,1998.0,2.3,0,0,0,5,1,0,16,1,4,0,0,0,24,1,1,50.0
FRA-Ligue 1,2425,Toulouse,Noah Edjouma,,,18.0,2005.0,1.9,0,1,0,4,3,0,6,2,2,0,0,0,8,2,3,40.0
FRA-Ligue 1,2425,Toulouse,Rafik Messali,,,21.0,2003.0,5.1,0,0,0,9,8,1,16,10,8,0,0,0,28,6,4,60.0
FRA-Ligue 1,2425,Toulouse,Rasmus Nicolaisen,,,27.0,1997.0,6.9,0,0,0,4,8,0,0,10,3,0,0,1,29,21,9,70.0
FRA-Ligue 1,2425,Toulouse,Shavy Babicka,,,24.0,2000.0,13.2,2,0,0,16,21,7,39,3,12,0,0,0,54,7,17,29.2
FRA-Ligue 1,2425,Toulouse,Vincent Sierro,,,28.0,1995.0,26.7,4,0,0,34,31,1,64,16,27,0,0,0,125,31,35,47.0
FRA-Ligue 1,2425,Toulouse,Warren Kamanzi,,,23.0,2000.0,11.4,3,0,0,16,13,2,16,9,13,0,0,0,56,7,1,87.5
FRA-Ligue 1,2425,Toulouse,Yann Gboho,,,23.0,2001.0,25.9,2,0,0,16,61,2,26,6,18,1,0,0,107,5,27,15.6
FRA-Ligue 1,2425,Toulouse,Zakaria Aboukhlal,,,24.0,2000.0,21.1,4,0,0,35,25,13,33,6,13,2,0,0,61,22,38,36.7
FRA-Ligue 1,2425,Toulouse,Álex Domínguez,,,26.0,1998.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Toulouse,Ümit Akdag,,,20.0,2003.0,5.6,2,0,0,8,1,0,3,11,4,0,0,0,24,18,7,72.0
GER-Bundesliga,2425,Augsburg,Alexis Claude-Maurice,,,26.0,1998.0,23.4,4,0,0,26,42,3,21,15,26,1,0,0,72,14,23,37.8
GER-Bundesliga,2425,Augsburg,Arne Engels,,,20.0,2003.0,0.9,1,0,0,3,1,0,4,0,0,0,0,0,0,1,0,100.0
GER-Bundesliga,2425,Augsburg,Arne Maier,,,25.0,1999.0,10.4,0,1,0,9,7,0,67,6,7,0,0,0,72,4,7,36.4
GER-Bundesliga,2425,Augsburg,Cedric Zesiger,,,26.0,1998.0,13.6,7,1,1,15,7,0,13,21,7,0,0,0,57,27,19,58.7
GER-Bundesliga,2425,Augsburg,Chrislain Matsima,,,22.0,2002.0,28.3,4,0,0,10,10,1,3,52,20,0,1,1,143,68,28,70.8
GER-Bundesliga,2425,Augsburg,Dimitris Giannoulis,,,28.0,1995.0,29.4,8,0,0,17,20,1,120,47,32,1,0,0,136,9,23,28.1
GER-Bundesliga,2425,Augsburg,Elvis Rexhbeçaj,,,26.0,1997.0,19.8,8,0,0,13,42,1,71,16,19,0,0,0,85,10,19,34.5
GER-Bundesliga,2425,Augsburg,Finn Dahmen,,,26.0,1998.0,19.0,0,0,0,0,1,0,0,0,0,0,0,0,33,5,0,100.0
GER-Bundesliga,2425,Augsburg,Frank Onyeka,,,26.0,1998.0,28.7,8,0,0,47,74,3,20,36,45,0,0,0,147,16,21,43.2
GER-Bundesliga,2425,Augsburg,Fredrik Jensen,,,26.0,1997.0,8.5,0,0,0,5,5,3,20,4,7,0,0,0,15,6,13,31.6
GER-Bundesliga,2425,Augsburg,Henri Koudossou,,,24.0,1999.0,8.3,1,0,0,7,5,2,24,15,10,0,0,0,39,8,7,53.3
GER-Bundesliga,2425,Augsburg,Jeffrey Gouweleeuw,,,33.0,1991.0,32.7,9,0,0,22,13,2,17,35,28,0,1,0,141,62,35,63.9
GER-Bundesliga,2425,Augsburg,Keven Schlotterbeck,,,27.0,1997.0,14.4,4,1,1,10,11,1,3,15,17,0,2,0,55,40,18,69.0
GER-Bundesliga,2425,Augsburg,Kristijan Jakić,,,27.0,1997.0,25.6,2,0,0,23,28,3,13,28,23,0,0,0,133,35,30,53.8
GER-Bundesliga,2425,Augsburg,Mads Pedersen,,,27.0,1996.0,2.6,0,0,0,5,1,1,5,2,7,0,1,0,11,1,2,33.3
GER-Bundesliga,2425,Augsburg,Marius Wolf,,,29.0,1995.0,23.8,2,0,0,19,14,4,115,24,16,0,0,0,82,8,8,50.0
GER-Bundesliga,2425,Augsburg,Maximilian Bauer,,,24.0,2000.0,7.3,1,0,0,7,13,0,4,6,8,0,0,0,20,19,12,61.3
GER-Bundesliga,2425,Augsburg,Mergim Berisha,,,26.0,1998.0,0.4,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0.0
GER-Bundesliga,2425,Augsburg,Mert Kömür,,,19.0,2005.0,7.3,1,0,0,7,12,3,26,3,2,0,0,0,32,11,18,37.9
GER-Bundesliga,2425,Augsburg,Nediljko Labrović,,,24.0,1999.0,15.0,0,0,0,0,2,0,0,0,0,0,0,0,14,6,1,85.7
GER-Bundesliga,2425,Augsburg,Niklas Dorsch,,,26.0,1998.0,0.4,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,
GER-Bundesliga,2425,Augsburg,Noahkai Banks,,,17.0,2006.0,3.1,2,0,0,2,1,0,2,5,5,0,0,1,13,8,8,50.0
GER-Bundesliga,2425,Augsburg,Phillip Tietz,,,27.0,1997.0,18.7,4,0,0,36,12,16,1,5,6,0,0,0,48,78,85,47.9
GER-Bundesliga,2425,Augsburg,Robert Gumny,,,26.0,1998.0,3.0,2,0,0,4,4,0,5,1,3,0,0,0,11,3,3,50.0
GER-Bundesliga,2425,Augsburg,Ruben Vargas,,,25.0,1998.0,3.4,3,0,0,5,3,0,12,2,1,0,0,0,14,3,5,37.5
GER-Bundesliga,2425,Augsburg,Samuel Essende,,,26.0,1998.0,18.2,4,2,0,45,34,13,5,0,6,0,0,0,42,57,73,43.8
GER-Bundesliga,2425,Augsburg,Steve Mounié,,,29.0,1994.0,3.9,2,0,0,9,5,1,3,1,4,0,0,0,8,26,25,51.0
GER-Bundesliga,2425,Augsburg,Tim Breithaupt,,,22.0,2002.0,1.3,0,0,0,2,3,0,1,2,1,0,0,0,9,4,5,44.4
GER-Bundesliga,2425,Augsburg,Yusuf Kabadayı,,,20.0,2004.0,0.8,0,0,0,1,1,1,1,0,0,0,0,0,6,0,2,0.0
GER-Bundesliga,2425,Bayern Munich,Adam Aznou,,,18.0,2006.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
GER-Bundesliga,2425,Bayern Munich,Aleksandar Pavlovic,,,20.0,2004.0,16.1,2,0,0,17,9,0,5,5,21,0,0,0,72,12,10,54.5
GER-Bundesliga,2425,Bayern Munich,Alphonso Davies,,,23.0,2000.0,17.3,0,0,0,8,26,3,22,13,17,0,0,0,115,9,8,52.9
GER-Bundesliga,2425,Bayern Munich,Arijon Ibrahimović,,,18.0,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GER-Bundesliga,2425,Bayern Munich,Daniel Peretz,,,24.0,2000.0,3.0,1,0,0,0,2,0,0,0,0,0,0,0,10,0,0,
GER-Bundesliga,2425,Bayern Munich,Dayot Upamecano,,,25.0,1998.0,19.5,6,0,0,20,11,0,6,34,22,0,0,0,115,59,42,58.4
GER-Bundesliga,2425,Bayern Munich,Eric Dier,,,30.0,1994.0,16.3,1,0,0,16,4,1,2,20,11,0,0,0,80,52,43,54.7
GER-Bundesliga,2425,Bayern Munich,Gabriel Vidovic,,,20.0,2003.0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
GER-Bundesliga,2425,Bayern Munich,Harry Kane,,,31.0,1993.0,26.5,5,0,0,9,21,16,13,2,11,2,0,0,61,29,20,59.2
GER-Bundesliga,2425,Bayern Munich,Hiroki Ito,,,25.0,1999.0,2.8,1,0,0,2,3,0,2,6,0,0,0,0,13,5,1,83.3
GER-Bundesliga,2425,Bayern Munich,Jamal Musiala,,,21.0,2003.0,20.0,3,0,0,20,55,2,8,8,21,1,0,0,75,7,14,33.3
GER-Bundesliga,2425,Bayern Munich,Jonah Kusi-Asare,,,17.0,2007.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
GER-Bundesliga,2425,Bayern Munich,Jonas Urbig,,,20.0,2003.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,100.0
GER-Bundesliga,2425,Bayern Munich,Joshua Kimmich,,,29.0,1995.0,31.6,4,0,0,15,27,2,176,25,29,0,0,0,190,12,9,57.1
GER-Bundesliga,2425,Bayern Munich,Josip Stanišić,,,24.0,2000.0,9.7,0,0,0,2,4,0,11,6,11,0,0,0,64,11,6,64.7
GER-Bundesliga,2425,Bayern Munich,João Palhinha,,,29.0,1995.0,7.5,2,1,0,13,10,0,2,4,14,0,1,0,17,20,11,64.5
GER-Bundesliga,2425,Bayern Munich,Kim Min-jae,,,27.0,1996.0,25.4,2,0,0,25,4,0,0,37,20,0,0,0,153,82,43,65.6
GER-Bundesliga,2425,Bayern Munich,Kingsley Coman,,,28.0,1996.0,14.2,0,0,0,9,12,8,45,8,12,0,0,0,59,11,16,40.7
GER-Bundesliga,2425,Bayern Munich,Konrad Laimer,,,27.0,1997.0,18.9,8,0,0,35,12,1,21,8,27,0,0,0,81,15,13,53.6
GER-Bundesliga,2425,Bayern Munich,Leon Goretzka,,,29.0,1995.0,14.7,2,0,0,12,11,0,5,20,11,0,0,0,77,31,26,54.4
GER-Bundesliga,2425,Bayern Munich,Leroy Sané,,,28.0,1996.0,18.2,2,0,0,16,25,6,51,7,15,1,0,0,82,7,6,53.8
GER-Bundesliga,2425,Bayern Munich,Manuel Neuer,,,38.0,1986.0,22.0,0,0,0,0,1,0,0,0,0,0,0,0,54,4,0,100.0
GER-Bundesliga,2425,Bayern Munich,Mathys Tel,,,19.0,2005.0,2.8,0,0,0,5,6,1,5,1,2,0,0,0,10,1,0,100.0
GER-Bundesliga,2425,Bayern Munich,Michael Olise,,,22.0,2001.0,25.9,3,0,0,22,65,5,131,8,23,2,0,0,105,11,12,47.8
GER-Bundesliga,2425,Bayern Munich,Raphaël Guerreiro,,,30.0,1993.0,17.5,2,0,0,9,7,0,27,10,12,0,0,0,94,8,13,38.1
GER-Bundesliga,2425,Bayern Munich,Sacha Boey,,,23.0,2000.0,6.6,1,0,0,7,7,0,11,2,5,0,1,0,38,6,9,40.0
GER-Bundesliga,2425,Bayern Munich,Serge Gnabry,,,29.0,1995.0,13.8,0,0,0,19,6,8,22,6,11,0,0,0,47,4,10,28.6
GER-Bundesliga,2425,Bayern Munich,Sven Ulreich,,,35.0,1988.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
GER-Bundesliga,2425,Bayern Munich,Thomas Müller,,,34.0,1989.0,13.6,3,0,0,14,12,3,46,2,5,0,0,0,24,19,29,39.6
GER-Bundesliga,2425,Bochum,Aliou Badara Baldé,,,21.0,2002.0,1.0,1,0,0,1,0,2,4,0,1,0,0,0,3,0,2,0.0
GER-Bundesliga,2425,Bochum,Anthony Losilla,,,38.0,1986.0,12.6,1,0,0,18,9,1,4,18,16,0,0,0,45,29,23,55.8
GER-Bundesliga,2425,Bochum,Bernardo,,,29.0,1995.0,19.8,5,0,0,24,11,0,14,26,28,0,0,0,83,90,43,67.7
GER-Bundesliga,2425,Bochum,Cristian Gamboa,,,34.0,1989.0,2.5,1,0,0,1,3,0,7,2,3,0,0,0,11,0,1,0.0
GER-Bundesliga,2425,Bochum,Dani de Wit,,,26.0,1998.0,12.8,1,0,0,24,12,8,8,12,17,2,0,0,36,41,48,46.1
GER-Bundesliga,2425,Bochum,Erhan Mašović,,,25.0,1998.0,10.1,2,0,0,12,4,0,0,12,10,0,0,0,32,22,15,59.5
GER-Bundesliga,2425,Bochum,Felix Passlack,,,26.0,1998.0,25.9,4,0,0,29,21,2,113,18,23,0,2,0,114,10,22,31.3
GER-Bundesliga,2425,Bochum,Gerrit Holtmann,,,29.0,1995.0,12.6,2,0,0,26,7,4,91,16,19,0,0,0,49,12,16,42.9
GER-Bundesliga,2425,Bochum,Giorgos Masouras,,,30.0,1994.0,11.7,1,0,0,12,10,15,26,4,10,0,0,0,44,26,36,41.9
GER-Bundesliga,2425,Bochum,Ibrahima Sissoko,,,26.0,1997.0,29.0,11,1,1,75,29,2,21,36,44,1,1,0,154,76,54,58.5
GER-Bundesliga,2425,Bochum,Ivan Ordets,,,32.0,1992.0,20.7,6,0,0,22,19,2,0,41,8,0,0,0,77,95,45,67.9
GER-Bundesliga,2425,Bochum,Jakov Medić,,,25.0,1998.0,17.8,2,0,0,10,7,2,1,22,11,0,1,0,73,30,27,52.6
GER-Bundesliga,2425,Bochum,Kacper Koscierski,,,17.0,2007.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GER-Bundesliga,2425,Bochum,Koji Miyoshi,,,27.0,1997.0,5.2,0,1,0,10,4,2,9,2,5,0,0,0,22,2,13,13.3
GER-Bundesliga,2425,Bochum,Lukas Daschner,,,25.0,1998.0,4.6,0,0,0,4,2,0,19,0,2,0,0,0,17,4,8,33.3
GER-Bundesliga,2425,Bochum,Mats Pannewig,,,19.0,2004.0,3.0,1,0,0,5,1,0,3,2,6,0,0,0,24,5,10,33.3
GER-Bundesliga,2425,Bochum,Matúš Bero,,,28.0,1995.0,28.5,11,0,0,50,34,1,124,17,35,0,0,0,164,22,43,33.8
GER-Bundesliga,2425,Bochum,Maximilian Wittek,,,28.0,1995.0,30.1,8,0,0,34,34,0,164,27,42,0,0,0,115,23,23,50.0
GER-Bundesliga,2425,Bochum,Moritz Broschinski,,,23.0,2000.0,15.4,1,0,0,27,18,5,28,1,14,0,0,0,64,31,42,42.5
GER-Bundesliga,2425,Bochum,Moritz-Broni Kwarteng,,,26.0,1998.0,1.9,1,0,0,3,1,0,1,0,3,0,0,0,8,0,1,0.0
GER-Bundesliga,2425,Bochum,Myron Boadu,,,23.0,2001.0,11.6,2,0,0,11,6,12,3,1,1,0,0,0,20,19,20,48.7
GER-Bundesliga,2425,Bochum,Patrick Drewes,,,31.0,1993.0,21.0,2,0,0,1,3,0,0,0,0,0,1,0,36,3,0,100.0
GER-Bundesliga,2425,Bochum,Philipp Hofmann,,,31.0,1993.0,25.3,4,0,0,36,31,4,10,4,12,0,1,0,52,164,126,56.6
GER-Bundesliga,2425,Bochum,Samuel Bamba,,,20.0,2004.0,0.3,0,0,0,0,1,1,5,0,1,0,0,0,2,1,2,33.3
GER-Bundesliga,2425,Bochum,Tim Oermann,,,20.0,2003.0,24.6,0,0,0,16,8,0,14,22,31,0,0,0,99,27,37,42.2
GER-Bundesliga,2425,Bochum,Timo Horn,,,31.0,1993.0,13.0,2,0,0,0,2,0,0,0,0,0,0,0,25,3,0,100.0
GER-Bundesliga,2425,Bochum,Tom Krauß,,,23.0,2001.0,12.0,2,0,0,14,16,0,10,11,18,0,0,0,78,9,8,52.9
GER-Bundesliga,2425,Dortmund,Alexander Meyer,,,33.0,1991.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
GER-Bundesliga,2425,Dortmund,Almugera Kabar,,,18.0,2006.0,1.5,2,1,1,2,2,0,1,1,3,0,0,0,4,2,3,40.0
GER-Bundesliga,2425,Dortmund,Ayman Azhil,,,23.0,2001.0,0.3,1,0,0,2,0,1,0,0,1,0,0,0,2,0,0,
GER-Bundesliga,2425,Dortmund,Carney Chukwuemeka,,,20.0,2003.0,2.8,1,0,0,4,5,1,1,1,5,0,0,0,12,6,8,42.9
GER-Bundesliga,2425,Dortmund,Cole Campbell,,,18.0,2006.0,0.2,0,0,0,1,1,0,1,0,0,0,0,0,3,0,2,0.0
GER-Bundesliga,2425,Dortmund,Daniel Svensson,,,22.0,2002.0,8.7,0,0,0,4,7,1,36,5,11,0,0,0,31,6,15,28.6
GER-Bundesliga,2425,Dortmund,Donyell Malen,,,25.0,1999.0,6.8,1,0,0,2,7,3,13,3,0,0,0,0,15,1,3,25.0
GER-Bundesliga,2425,Dortmund,Emre Can,,,30.0,1994.0,23.4,4,1,0,25,19,0,11,20,28,0,0,0,113,45,25,64.3
GER-Bundesliga,2425,Dortmund,Felix Nmecha,,,23.0,2000.0,16.8,3,0,0,22,26,0,6,23,22,1,1,0,85,23,20,53.5
GER-Bundesliga,2425,Dortmund,Gio Reyna,,,21.0,2002.0,3.9,3,0,0,8,3,0,15,0,0,0,0,0,19,7,6,53.8
GER-Bundesliga,2425,Dortmund,Gregor Kobel,,,26.0,1997.0,32.0,1,0,0,0,2,0,0,1,0,0,0,0,61,5,0,100.0
GER-Bundesliga,2425,Dortmund,Jamie Gittens,,,19.0,2004.0,19.7,4,0,0,25,44,3,49,10,19,1,0,0,63,5,7,41.7
GER-Bundesliga,2425,Dortmund,Julian Brandt,,,28.0,1996.0,25.6,1,0,0,8,9,5,71,14,11,0,0,0,119,11,29,27.5
GER-Bundesliga,2425,Dortmund,Julian Ryerson,,,26.0,1997.0,25.1,6,1,1,31,23,0,110,22,30,0,0,0,120,10,23,30.3
GER-Bundesliga,2425,Dortmund,Julien Duranville,,,18.0,2006.0,3.1,3,0,0,10,7,2,13,0,0,1,0,0,5,0,1,0.0
GER-Bundesliga,2425,Dortmund,Karim Adeyemi,,,22.0,2002.0,15.9,4,0,0,27,18,4,26,7,14,0,0,0,48,9,13,40.9
GER-Bundesliga,2425,Dortmund,Kjell-Arik Wätjen,,,18.0,2006.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
GER-Bundesliga,2425,Dortmund,Marcel Sabitzer,,,30.0,1994.0,18.0,3,0,0,12,9,0,23,10,19,0,0,0,58,17,13,56.7
GER-Bundesliga,2425,Dortmund,Maximilian Beier,,,21.0,2002.0,17.7,2,0,0,17,16,9,16,7,16,0,0,0,49,23,20,53.5
GER-Bundesliga,2425,Dortmund,Nico Schlotterbeck,,,24.0,1999.0,22.0,7,2,1,18,19,0,14,22,24,0,1,0,157,52,27,65.8
GER-Bundesliga,2425,Dortmund,Niklas Süle,,,28.0,1995.0,11.7,1,0,0,5,2,0,1,4,12,0,1,0,53,12,6,66.7
GER-Bundesliga,2425,Dortmund,Pascal Groß,,,33.0,1991.0,25.9,5,1,0,18,12,0,174,9,28,0,1,0,96,24,32,42.9
GER-Bundesliga,2425,Dortmund,Ramy Bensebaini,,,29.0,1995.0,22.5,6,0,0,28,24,0,36,33,25,0,0,0,100,41,25,62.1
GER-Bundesliga,2425,Dortmund,Salih Özcan,,,26.0,1998.0,4.3,0,0,0,11,7,1,3,11,7,0,0,0,33,15,8,65.2
GER-Bundesliga,2425,Dortmund,Serhou Guirassy,,,28.0,1996.0,28.9,4,0,0,16,53,12,1,4,6,2,0,0,45,109,97,52.9
GER-Bundesliga,2425,Dortmund,Waldemar Anton,,,28.0,1996.0,21.7,4,0,0,20,20,1,24,30,21,0,0,1,122,46,27,63.0
GER-Bundesliga,2425,Dortmund,Yan Couto,,,22.0,2002.0,9.9,5,0,0,12,7,0,53,10,16,0,0,0,55,1,7,12.5
GER-Bundesliga,2425,Dortmund,Yannik Lührs,,,20.0,2003.0,1.4,0,0,0,2,0,0,0,2,1,0,0,0,5,4,1,80.0
GER-Bundesliga,2425,Eint Frankfurt,Ansgar Knauff,,,22.0,2002.0,17.7,3,0,0,27,28,11,32,12,22,0,0,0,76,19,27,41.3
GER-Bundesliga,2425,Eint Frankfurt,Arthur Theate,,,24.0,2000.0,30.0,6,1,1,14,23,1,26,39,25,0,0,0,123,54,44,55.1
GER-Bundesliga,2425,Eint Frankfurt,Aurele Amenda,,,21.0,2003.0,1.1,1,0,0,3,2,0,0,2,0,0,0,0,2,8,3,72.7
GER-Bundesliga,2425,Eint Frankfurt,Can Uzun,,,18.0,2005.0,7.5,1,0,0,8,16,0,18,1,4,0,0,0,31,5,3,62.5
GER-Bundesliga,2425,Eint Frankfurt,Ellyes Skhiri,,,29.0,1995.0,24.8,6,0,0,22,19,2,3,31,22,0,0,0,105,19,19,50.0
GER-Bundesliga,2425,Eint Frankfurt,Elye Wahi,,,21.0,2003.0,2.2,1,0,0,2,3,4,5,0,0,0,0,0,8,2,8,20.0
GER-Bundesliga,2425,Eint Frankfurt,Fares Chaïbi,,,21.0,2002.0,11.3,2,0,0,5,7,1,72,10,9,0,0,0,30,16,21,43.2
GER-Bundesliga,2425,Eint Frankfurt,Hugo Ekitike,,,22.0,2002.0,28.5,1,0,0,39,17,19,17,7,12,1,0,0,87,52,59,46.8
GER-Bundesliga,2425,Eint Frankfurt,Hugo Larsson,,,20.0,2004.0,26.6,2,0,0,21,5,2,8,30,27,0,1,0,121,13,14,48.1
GER-Bundesliga,2425,Eint Frankfurt,Igor Matanovic,,,21.0,2003.0,3.5,0,0,0,6,11,1,0,1,0,0,0,0,8,10,15,40.0
GER-Bundesliga,2425,Eint Frankfurt,Jean Mattéo Bahoya,,,19.0,2005.0,10.2,3,0,0,9,7,2,31,4,18,0,0,0,51,13,7,65.0
