,,,,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2425,Montpellier,Khalil Fayad,FRA,"MF,FW",20,2004,11.4,663,19,129,367,175,17,663,38,17,44.7,20,52.6,340,2150,923,25,15,7,18,13,426,42
FRA-Ligue 1,2425,Montpellier,Lucas Mincarelli,FRA,DF,20,2004,7.9,462,35,181,207,77,8,462,5,1,20.0,4,80.0,255,1441,819,15,11,2,5,2,297,16
FRA-Ligue 1,2425,Montpellier,Modibo Sagnan,MLI,DF,25,1999,23.8,1224,177,605,578,50,17,1224,20,13,65.0,6,30.0,657,3614,1948,13,10,0,8,9,762,3
FRA-Ligue 1,2425,Montpellier,Musa Al-Taamari,JOR,"FW,MF",27,1997,12.4,470,1,34,191,259,55,470,71,23,32.4,40,56.3,316,2627,1260,55,29,25,48,20,342,76
FRA-Ligue 1,2425,Montpellier,Nicolas Pays,FRA,"FW,MF",20,2003,5.0,247,3,21,87,148,17,247,26,10,38.5,15,57.7,170,1399,618,21,20,5,8,13,188,53
FRA-Ligue 1,2425,Montpellier,Nikola Maksimović,SRB,DF,32,1991,6.5,378,57,244,125,10,4,378,2,2,100.0,0,0.0,214,916,474,1,0,0,6,1,252,0
FRA-Ligue 1,2425,Montpellier,Othmane Maamma,MAR,"FW,MF",18,2005,4.0,149,3,17,57,78,13,149,30,7,23.3,23,76.7,95,784,273,8,11,3,17,10,110,24
FRA-Ligue 1,2425,Montpellier,Rabby Nzingoula,CGO,MF,18,2005,18.8,850,38,238,429,206,23,850,52,25,48.1,22,42.3,454,2589,1138,25,30,6,33,23,503,38
FRA-Ligue 1,2425,Montpellier,Simon Cara,FRA,"MF,FW",19,2005,0.1,7,0,0,2,5,1,7,1,0,0.0,1,100.0,5,17,5,0,0,0,0,0,5,1
FRA-Ligue 1,2425,Montpellier,Stefan Džodić,SRB,"DF,MF",19,2005,2.7,210,19,80,110,20,2,210,0,0,,0,,127,702,406,2,3,0,0,1,153,0
FRA-Ligue 1,2425,Montpellier,Tanguy Coulibaly,FRA,"FW,MF",23,2001,16.5,583,7,95,228,272,65,583,54,29,53.7,20,37.0,328,2483,1195,48,26,20,51,31,370,97
FRA-Ligue 1,2425,Montpellier,Théo Chennahi,FRA,DF,19,2005,2.0,91,8,39,36,17,1,91,3,0,0.0,3,100.0,31,173,92,1,1,0,1,1,43,3
FRA-Ligue 1,2425,Montpellier,Théo Sainte-Luce,FRA,DF,25,1998,11.3,490,45,161,193,139,18,490,20,12,60.0,8,40.0,199,1055,551,19,8,5,20,8,237,33
FRA-Ligue 1,2425,Montpellier,Téji Savanier,FRA,MF,32,1991,26.3,1748,23,188,997,575,35,1746,67,27,40.3,35,52.2,909,4394,1948,26,36,4,46,31,1131,108
FRA-Ligue 1,2425,Montpellier,Wahbi Khazri,TUN,"FW,MF",33,1991,12.4,486,14,63,213,219,34,486,26,7,26.9,16,61.5,259,1515,710,24,13,10,21,25,306,53
FRA-Ligue 1,2425,Montpellier,Wilfried Ndollo,CMR,DF,19,2005,4.5,251,9,83,97,74,2,251,8,1,12.5,3,37.5,119,554,257,5,2,1,11,5,143,18
FRA-Ligue 1,2425,Montpellier,Yael Mouanga,FRA,DF,19,2005,10.5,589,92,316,253,22,4,589,5,5,100.0,0,0.0,337,1862,945,4,5,2,9,3,386,2
FRA-Ligue 1,2425,Montpellier,Yanis Issoufou,FRA,"MF,FW",17,2006,0.9,28,2,6,11,11,3,28,2,1,50.0,1,50.0,16,106,67,3,1,0,1,0,14,2
FRA-Ligue 1,2425,Nantes,Alban Lafont,FRA,GK,25,1999,12.0,408,334,401,7,0,0,408,0,0,,0,,228,1065,545,0,0,0,0,0,212,0
FRA-Ligue 1,2425,Nantes,Anthony Lopes,POR,GK,33,1990,17.4,597,489,591,6,0,0,597,0,0,,0,,320,1763,1169,0,0,0,1,0,276,0
FRA-Ligue 1,2425,Nantes,Bahereba Guirassy,FRA,"FW,MF",17,2006,3.9,192,5,31,77,88,17,192,26,9,34.6,16,61.5,111,741,374,15,13,5,9,13,115,34
FRA-Ligue 1,2425,Nantes,Dehmaine Assoumani,FRA,"MF,FW",19,2005,1.1,77,2,12,39,27,7,77,6,3,50.0,3,50.0,48,309,154,4,2,2,7,3,49,15
FRA-Ligue 1,2425,Nantes,Douglas,BRA,MF,27,1997,25.6,1478,69,363,886,238,44,1478,20,12,60.0,7,35.0,715,3232,1533,14,10,1,18,14,941,34
FRA-Ligue 1,2425,Nantes,Fabien Centonze,FRA,DF,28,1996,2.9,184,14,49,62,74,4,184,7,2,28.6,4,57.1,90,519,275,10,5,0,4,2,105,31
FRA-Ligue 1,2425,Nantes,Florent Mollet,FRA,"MF,FW",32,1991,2.7,125,5,19,64,42,5,125,3,2,66.7,1,33.3,85,406,164,3,3,0,2,1,84,12
FRA-Ligue 1,2425,Nantes,Francis Coquelin,FRA,MF,33,1991,2.5,128,5,23,75,30,6,128,1,1,100.0,0,0.0,62,197,95,3,2,1,3,2,79,2
FRA-Ligue 1,2425,Nantes,Ignatius Ganago,CMR,"FW,MF",25,1999,2.7,112,3,16,48,49,15,112,11,5,45.5,5,45.5,73,413,153,5,5,4,8,3,84,26
FRA-Ligue 1,2425,Nantes,Jean-Charles Castelletto,CMR,"DF,MF",29,1995,29.1,1682,183,763,824,99,21,1682,3,3,100.0,0,0.0,948,3993,2020,21,14,2,16,4,1116,19
FRA-Ligue 1,2425,Nantes,Jean-Kevin Duverne,HAI,DF,27,1997,6.0,378,28,132,185,61,3,378,5,2,40.0,1,20.0,161,670,327,6,8,1,6,3,198,8
FRA-Ligue 1,2425,Nantes,Jean-Philippe Gbamin,CIV,MF,28,1995,2.4,143,4,26,97,21,4,143,2,1,50.0,1,50.0,83,287,124,2,2,0,5,1,90,1
FRA-Ligue 1,2425,Nantes,Johann Lepenant,FRA,MF,21,2002,22.8,992,32,171,533,294,36,992,36,18,50.0,16,44.4,502,2255,991,25,25,3,46,21,596,62
FRA-Ligue 1,2425,Nantes,Kelvin Amian,FRA,DF,26,1998,24.1,1153,81,374,523,267,21,1153,22,13,59.1,8,36.4,544,2412,1208,32,27,1,20,12,637,77
FRA-Ligue 1,2425,Nantes,Louis Leroux,FRA,"MF,DF",18,2006,9.1,411,19,101,224,98,14,411,20,8,40.0,11,55.0,214,1066,490,11,14,3,12,6,224,14
FRA-Ligue 1,2425,Nantes,Marcus Coco,FRA,DF,28,1996,10.6,608,47,198,295,119,4,608,10,3,30.0,7,70.0,297,1329,583,12,9,1,11,6,345,40
FRA-Ligue 1,2425,Nantes,Matthis Abline,FRA,FW,21,2003,30.8,878,34,75,382,438,142,877,86,35,40.7,48,55.8,587,3670,1743,75,42,42,92,65,689,169
FRA-Ligue 1,2425,Nantes,Meschak Elia,COD,FW,26,1997,1.9,99,1,18,36,47,8,99,11,2,18.2,9,81.8,61,409,180,9,3,2,7,2,61,22
FRA-Ligue 1,2425,Nantes,Moses Simon,NGA,"FW,MF",29,1995,29.0,1131,10,111,379,669,129,1127,147,65,44.2,77,52.4,731,6203,3281,147,81,60,67,55,778,222
FRA-Ligue 1,2425,Nantes,Mostafa Mohamed,EGY,FW,26,1997,13.9,452,34,69,177,217,76,452,26,12,46.2,14,53.8,239,1011,438,11,15,2,47,22,285,50
FRA-Ligue 1,2425,Nantes,Nathan Zeze,FRA,DF,19,2005,16.8,1083,155,572,498,19,6,1083,4,3,75.0,1,25.0,600,2809,1477,2,2,0,9,1,678,0
FRA-Ligue 1,2425,Nantes,Nicolas Cozza,FRA,"DF,MF",25,1999,22.8,1044,75,373,424,257,30,1044,20,5,25.0,14,70.0,400,1920,921,25,10,1,30,6,463,56
FRA-Ligue 1,2425,Nantes,Nicolas Pallois,FRA,DF,36,1987,22.4,1192,191,653,502,45,2,1192,7,3,42.9,4,57.1,570,2589,1201,6,3,1,8,3,626,5
FRA-Ligue 1,2425,Nantes,Patrik Carlgren,SWE,GK,32,1992,4.6,144,124,144,0,0,0,144,0,0,,0,,75,502,319,0,0,0,0,0,50,0
FRA-Ligue 1,2425,Nantes,Pedro Chirivella,ESP,MF,27,1997,26.1,1740,48,366,1150,240,3,1740,7,3,42.9,4,57.1,946,4091,1939,16,14,1,15,7,1244,25
FRA-Ligue 1,2425,Nantes,Plamedi Nsingi,,MF,23,2000,0.2,8,0,4,3,1,1,8,0,0,,0,,4,10,1,0,0,0,0,0,5,0
FRA-Ligue 1,2425,Nantes,Saidou Sow,GUI,DF,22,2002,8.9,511,111,306,196,10,6,511,6,4,66.7,2,33.3,288,1336,703,2,1,0,2,2,314,0
FRA-Ligue 1,2425,Nantes,Sorba Thomas,WAL,"FW,MF",24,1999,14.7,674,25,111,276,303,20,674,24,9,37.5,14,58.3,372,2173,1059,41,29,7,26,25,427,93
FRA-Ligue 1,2425,Nantes,Sékou Doucoure,FRA,DF,19,2005,0.1,8,3,4,4,0,0,8,0,0,,0,,5,13,4,0,0,0,0,0,5,0
FRA-Ligue 1,2425,Nantes,Tino Kadewere,ZIM,"MF,FW",28,1996,5.7,242,6,44,117,86,20,242,15,4,26.7,11,73.3,133,623,270,5,5,1,14,7,156,27
FRA-Ligue 1,2425,Nice,Ali Abdi,TUN,"DF,MF",30,1993,15.5,886,51,230,349,315,50,886,29,12,41.4,16,55.2,391,1880,1003,35,15,9,32,14,481,101
FRA-Ligue 1,2425,Nice,Amidou Doumbouya,FRA,DF,16,2007,0.5,31,2,13,13,5,0,31,1,1,100.0,0,0.0,17,87,36,1,0,0,0,1,19,0
FRA-Ligue 1,2425,Nice,Antoine Mendy,SEN,DF,20,2004,9.2,595,44,222,323,59,11,595,12,5,41.7,5,41.7,314,1608,871,12,10,1,11,4,365,15
FRA-Ligue 1,2425,Nice,Badredine Bouanani,ALG,"MF,FW",19,2004,12.2,571,4,53,228,299,43,570,36,14,38.9,19,52.8,362,2436,1372,47,33,15,24,18,425,93
FRA-Ligue 1,2425,Nice,Baptiste Santamaria,FRA,MF,29,1995,10.3,589,25,140,362,95,14,589,13,8,61.5,5,38.5,277,1192,647,10,10,0,15,7,394,11
FRA-Ligue 1,2425,Nice,Bernard Nguene,CMR,FW,17,2006,0.1,5,0,0,3,2,0,5,1,0,0.0,1,100.0,4,11,5,0,0,0,1,0,5,1
FRA-Ligue 1,2425,Nice,Bilal Brahimi,ALG,MF,24,2000,0.8,49,2,7,23,19,0,49,2,0,0.0,2,100.0,29,202,112,3,3,0,0,3,35,10
FRA-Ligue 1,2425,Nice,Dante,BRA,DF,40,1983,21.8,1651,171,795,785,81,19,1651,15,6,40.0,7,46.7,949,4418,2469,18,10,1,16,5,1138,8
FRA-Ligue 1,2425,Nice,Evann Guessand,CIV,"FW,MF",23,2001,28.5,926,19,97,414,444,134,926,103,49,47.6,48,46.6,581,3867,2205,87,44,30,75,71,687,162
FRA-Ligue 1,2425,Nice,Gaëtan Laborde,FRA,FW,30,1994,20.3,730,28,74,333,333,127,726,37,18,48.6,18,48.6,362,1576,843,30,16,13,48,18,494,131
FRA-Ligue 1,2425,Nice,Hicham Boudaoui,ALG,MF,24,1999,27.1,1467,75,312,806,377,45,1467,65,25,38.5,34,52.3,770,4519,2308,54,45,7,38,26,943,75
FRA-Ligue 1,2425,Nice,Issiaga Camara,GUI,MF,19,2005,0.2,23,0,4,19,2,0,23,1,0,0.0,1,100.0,11,63,28,1,0,0,1,0,13,1
FRA-Ligue 1,2425,Nice,Jeremie Boga,CIV,"MF,FW",27,1997,11.7,529,5,65,204,268,57,529,64,25,39.1,32,50.0,338,3010,1837,64,37,24,18,17,408,75
FRA-Ligue 1,2425,Nice,Jonathan Clauss,FRA,"DF,MF",31,1992,25.6,1675,78,384,638,669,68,1675,28,11,39.3,16,57.1,747,3445,1994,53,26,9,36,8,899,160
FRA-Ligue 1,2425,Nice,Jordan Lotomba,SUI,"MF,DF",25,1998,0.4,24,2,3,15,6,0,24,3,1,33.3,2,66.7,19,144,110,4,0,0,0,1,17,2
FRA-Ligue 1,2425,Nice,Marcin Bułka,POL,GK,24,1999,34.0,1196,957,1187,9,1,1,1196,1,0,0.0,1,100.0,702,3363,2185,0,0,0,2,0,605,0
FRA-Ligue 1,2425,Nice,Melvin Bard,FRA,"DF,MF",23,2000,21.5,1436,88,470,684,302,36,1436,49,22,44.9,26,53.1,778,4599,2686,53,36,10,28,15,858,95
FRA-Ligue 1,2425,Nice,Mohamed Abdelmoneim,EGY,DF,25,1999,9.5,635,70,260,331,46,3,635,4,1,25.0,2,50.0,342,1427,822,6,4,0,4,3,386,5
FRA-Ligue 1,2425,Nice,Mohamed Ali Cho,FRA,"FW,MF",20,2004,18.0,720,9,75,308,356,74,720,70,20,28.6,41,58.6,460,3302,1943,81,39,30,68,26,545,133
FRA-Ligue 1,2425,Nice,Morgan Sanson,FRA,MF,29,1994,2.6,145,2,21,74,52,9,145,5,2,40.0,3,60.0,89,438,165,5,5,1,8,2,106,17
FRA-Ligue 1,2425,Nice,Moïse Bombito,CAN,DF,24,2000,24.4,1673,214,767,855,63,9,1673,17,12,70.6,4,23.5,906,4744,2693,27,10,1,16,3,1109,10
FRA-Ligue 1,2425,Nice,Pablo Rosario,DOM,"MF,DF",27,1997,19.7,950,78,247,559,154,19,949,17,9,52.9,8,47.1,473,2261,1247,17,19,2,20,15,653,25
FRA-Ligue 1,2425,Nice,Rareş Ilie,ROU,MF,21,2003,0.1,13,0,2,1,10,3,13,4,3,75.0,1,25.0,6,64,48,2,1,1,0,0,8,1
FRA-Ligue 1,2425,Nice,Sofiane Diop,FRA,"MF,FW",24,2000,11.8,714,17,101,347,277,35,714,31,10,32.3,20,64.5,399,2069,944,26,19,4,20,18,508,70
FRA-Ligue 1,2425,Nice,Tanguy Ndombele,FRA,MF,27,1996,12.6,611,17,100,398,120,25,611,47,25,53.2,19,40.4,366,1783,923,22,8,6,28,21,436,36
FRA-Ligue 1,2425,Nice,Terem Moffi,NGA,FW,25,1999,0.6,17,0,0,5,12,5,17,1,1,100.0,0,0.0,9,51,20,1,0,1,0,1,15,4
FRA-Ligue 1,2425,Nice,Tom Louchet,FRA,"DF,MF",21,2003,8.6,579,24,168,243,174,23,579,13,4,30.8,8,61.5,246,1230,657,19,9,3,12,7,317,37
FRA-Ligue 1,2425,Nice,Victor Orakpo,NGA,FW,18,2006,0.4,21,0,2,10,9,3,21,2,2,100.0,0,0.0,14,83,57,2,1,1,1,0,18,4
FRA-Ligue 1,2425,Nice,Yael Nandjou,FRA,DF,19,2005,1.7,89,10,32,35,23,6,89,1,1,100.0,0,0.0,27,82,52,2,0,1,1,0,40,9
FRA-Ligue 1,2425,Nice,Youssouf Ndayishimiye,BDI,DF,25,1998,21.5,1581,179,648,866,83,10,1581,8,6,75.0,2,25.0,906,4350,2619,17,12,0,14,7,1040,9
FRA-Ligue 1,2425,Nice,Youssoufa Moukoko,GER,"FW,MF",19,2004,2.3,75,0,9,30,37,14,75,7,2,28.6,5,71.4,43,202,80,2,1,1,3,4,46,12
FRA-Ligue 1,2425,Paris S-G,Achraf Hakimi,MAR,DF,25,1998,23.0,2371,40,430,980,974,81,2371,52,26,50.0,21,40.4,1384,6025,3501,93,57,21,38,15,1817,274
FRA-Ligue 1,2425,Paris S-G,Arnau Tenas,ESP,GK,23,2001,1.0,33,22,30,3,0,0,33,0,0,,0,,28,153,120,0,0,0,0,0,21,0
FRA-Ligue 1,2425,Paris S-G,Axel Tapé,FRA,"DF,MF",16,2007,2.0,174,11,58,107,12,0,174,3,1,33.3,2,66.7,129,657,244,1,2,0,5,2,143,1
FRA-Ligue 1,2425,Paris S-G,Bradley Barcola,FRA,FW,21,2002,24.2,1278,13,84,393,814,214,1278,137,34,24.8,94,68.6,855,5835,3505,137,65,95,64,20,1019,374
FRA-Ligue 1,2425,Paris S-G,Désiré Doué,FRA,"FW,MF",19,2005,19.2,1461,4,137,646,701,123,1461,129,57,44.2,61,47.3,899,5730,3076,97,50,47,54,37,1164,232
FRA-Ligue 1,2425,Paris S-G,Fabián Ruiz Peña,ESP,MF,28,1996,21.4,1807,47,254,1050,515,62,1807,20,14,70.0,6,30.0,1037,5225,2737,47,42,8,24,16,1430,92
FRA-Ligue 1,2425,Paris S-G,Gianluigi Donnarumma,ITA,GK,25,1999,23.2,677,559,665,12,0,0,677,0,0,,0,,349,1664,1055,0,0,0,0,0,366,0
FRA-Ligue 1,2425,Paris S-G,Gonçalo Ramos,POR,FW,23,2001,11.8,353,6,27,108,220,97,350,11,1,9.1,9,81.8,155,755,342,11,6,4,16,11,282,63
FRA-Ligue 1,2425,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",16,2008,3.8,198,2,23,79,98,16,198,16,5,31.3,11,68.8,161,1031,433,15,10,7,10,11,170,54
FRA-Ligue 1,2425,Paris S-G,João Neves,POR,"MF,DF",19,2004,20.5,1851,46,323,1051,494,55,1851,30,16,53.3,11,36.7,1018,4913,2262,35,44,3,26,16,1397,80
FRA-Ligue 1,2425,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,23,2001,10.2,668,4,31,242,404,71,668,53,25,47.2,25,47.2,444,2947,1517,50,37,28,19,25,555,131
FRA-Ligue 1,2425,Paris S-G,Lee Kang-in,KOR,"FW,MF",23,2001,18.5,1432,13,107,616,720,68,1432,51,29,56.9,19,37.3,938,4933,2194,50,45,18,22,26,1172,138
FRA-Ligue 1,2425,Paris S-G,Lucas Beraldo,BRA,DF,20,2003,22.3,2314,223,870,1372,78,15,2314,1,1,100.0,0,0.0,1395,5489,3292,9,15,0,10,2,1847,0
FRA-Ligue 1,2425,Paris S-G,Lucas Hernández,FRA,DF,28,1996,9.7,1004,64,319,627,62,2,1004,3,2,66.7,0,0.0,541,2346,1344,6,11,0,5,2,746,4
FRA-Ligue 1,2425,Paris S-G,Marco Asensio,ESP,"FW,MF",28,1996,6.9,377,2,20,180,182,40,377,8,4,50.0,3,37.5,260,1292,596,19,13,9,3,5,324,49
FRA-Ligue 1,2425,Paris S-G,Marquinhos,BRA,DF,30,1994,19.2,1990,179,610,1271,114,13,1990,4,3,75.0,1,25.0,1335,6601,4472,29,25,0,4,1,1603,4
FRA-Ligue 1,2425,Paris S-G,Matvei Safonov,RUS,GK,25,1999,9.8,326,264,320,6,0,0,326,0,0,,0,,203,910,535,0,0,0,0,0,181,0
FRA-Ligue 1,2425,Paris S-G,Milan Škriniar,SVK,DF,29,1995,4.2,417,51,200,213,5,3,417,3,0,0.0,3,100.0,244,1111,603,3,0,0,2,0,309,0
FRA-Ligue 1,2425,Paris S-G,Noham Kamara,FRA,DF,17,2007,0.8,84,3,37,44,3,0,84,0,0,,0,,56,381,170,2,1,0,0,0,60,0
FRA-Ligue 1,2425,Paris S-G,Nuno Mendes,POR,DF,22,2002,18.6,1701,55,375,880,464,42,1701,53,31,58.5,21,39.6,990,4832,3207,58,43,12,28,22,1215,108
FRA-Ligue 1,2425,Paris S-G,Ousmane Dembélé,FRA,FW,27,1997,19.2,1323,2,47,481,805,161,1322,95,42,44.2,51,53.7,878,6064,3447,127,87,66,41,32,1127,252
FRA-Ligue 1,2425,Paris S-G,Presnel Kimpembe,FRA,DF,28,1995,0.3,24,5,18,6,0,0,24,0,0,,0,,12,76,54,0,0,0,0,0,16,0
FRA-Ligue 1,2425,Paris S-G,Randal Kolo Muani,FRA,FW,25,1998,4.0,132,5,9,41,83,31,131,14,7,50.0,7,50.0,78,370,149,8,4,5,11,10,104,35
FRA-Ligue 1,2425,Paris S-G,Senny Mayulu,FRA,MF,18,2006,9.0,592,17,75,265,257,40,592,33,15,45.5,17,51.5,341,1753,765,29,19,8,21,21,438,56
FRA-Ligue 1,2425,Paris S-G,Vitinha,POR,MF,24,2000,22.7,2581,58,356,1617,623,32,2579,40,27,67.5,10,25.0,1756,8873,4225,53,59,9,30,19,2160,57
FRA-Ligue 1,2425,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",18,2006,22.8,1908,49,314,1051,555,32,1908,37,20,54.1,17,45.9,1211,6383,3200,49,63,6,39,32,1506,92
FRA-Ligue 1,2425,Paris S-G,Willian Pacho,ECU,DF,22,2001,23.7,2223,244,921,1269,43,8,2223,7,2,28.6,4,57.1,1399,5986,2592,3,3,0,15,4,1697,1
FRA-Ligue 1,2425,Paris S-G,Yoram Zague,FRA,"DF,FW",18,2006,2.0,203,3,44,124,36,5,203,2,2,100.0,0,0.0,148,629,313,5,1,1,1,0,158,17
FRA-Ligue 1,2425,Reims,Abdoul Koné,FRA,DF,19,2005,1.5,86,11,38,39,9,1,86,2,1,50.0,1,50.0,39,150,25,0,0,0,5,1,42,1
FRA-Ligue 1,2425,Reims,Amadou Koné,MLI,MF,19,2005,14.4,788,61,242,463,99,3,788,25,15,60.0,6,24.0,469,3013,1399,19,15,0,19,12,526,12
FRA-Ligue 1,2425,Reims,Amine Salama,FRA,FW,24,2000,4.1,132,1,9,56,73,22,132,17,7,41.2,10,58.8,81,639,252,12,9,5,18,9,96,28
FRA-Ligue 1,2425,Reims,Ange Martial Tia,MLI,"MF,DF",17,2006,1.9,92,5,24,37,36,3,92,7,3,42.9,4,57.1,43,219,109,2,2,0,5,5,46,9
FRA-Ligue 1,2425,Reims,Aurélio Buta,POR,DF,27,1997,21.9,1195,69,348,559,299,14,1195,22,9,40.9,11,50.0,546,2567,1237,28,21,4,28,7,672,64
FRA-Ligue 1,2425,Reims,Cédric Kipré,CIV,DF,27,1996,24.3,1596,239,842,697,69,16,1596,12,10,83.3,2,16.7,925,5454,2873,16,14,0,15,3,1063,3
FRA-Ligue 1,2425,Reims,Eloge Zabi,CIV,"DF,MF",17,2006,0.2,14,1,5,9,1,0,14,0,0,,0,,9,66,34,1,1,0,0,0,10,1
FRA-Ligue 1,2425,Reims,Emmanuel Agbadou,CIV,DF,27,1997,14.0,1080,178,565,474,45,4,1080,12,9,75.0,3,25.0,621,3413,1974,10,9,0,9,6,701,0
FRA-Ligue 1,2425,Reims,Gabriel Moscardo,BRA,"MF,DF",18,2005,0.9,54,0,14,31,9,2,54,2,1,50.0,1,50.0,29,151,62,1,0,0,3,3,36,3
FRA-Ligue 1,2425,Reims,Hafiz Ibrahim,NGA,FW,18,2005,4.3,109,4,20,43,50,16,109,8,3,37.5,4,50.0,51,260,103,6,4,4,19,8,61,16
FRA-Ligue 1,2425,Reims,Hiroki Sekine,JPN,DF,21,2002,9.9,628,68,247,246,142,10,628,12,6,50.0,4,33.3,328,1758,931,22,14,2,12,10,384,40
FRA-Ligue 1,2425,Reims,Ike Orazi,IRL,MF,17,2007,0.0,2,0,0,0,2,0,2,1,0,0.0,1,100.0,2,21,19,1,1,0,0,0,2,1
FRA-Ligue 1,2425,Reims,John Joe,IRL,MF,20,2003,6.1,310,13,96,150,75,6,310,18,6,33.3,11,61.1,150,873,429,6,7,1,5,9,173,9
FRA-Ligue 1,2425,Reims,Jordan Pefok,USA,FW,28,1996,4.2,90,6,18,37,35,17,90,4,2,50.0,1,25.0,52,196,75,3,0,1,6,8,58,7
FRA-Ligue 1,2425,Reims,Joseph Okumu,KEN,DF,27,1997,18.8,1348,188,652,638,71,14,1348,18,14,77.8,2,11.1,710,4247,2624,18,17,0,12,2,819,1
FRA-Ligue 1,2425,Reims,Junya Ito,JPN,"FW,MF",31,1993,29.9,1533,19,222,546,798,83,1533,110,47,42.7,56,50.9,837,5599,2986,100,74,25,85,39,1034,256
FRA-Ligue 1,2425,Reims,Keito Nakamura,JPN,"FW,MF",24,2000,29.4,1110,28,179,391,554,129,1110,78,30,38.5,45,57.7,675,4372,2356,90,45,33,67,43,776,197
FRA-Ligue 1,2425,Reims,Malcolm Jeng,SWE,DF,19,2005,1.2,57,15,39,16,2,0,57,0,0,,0,,25,88,58,0,0,0,0,0,33,0
FRA-Ligue 1,2425,Reims,Mamadou Diakhon,FRA,"FW,MF",18,2005,9.5,379,8,42,137,217,46,379,61,25,41.0,31,50.8,288,3150,1568,61,37,32,29,13,299,77
FRA-Ligue 1,2425,Reims,Marshall Munetsi,ZIM,MF,28,1996,18.8,594,40,139,271,187,60,594,12,6,50.0,6,50.0,206,666,247,8,7,2,26,5,294,48
FRA-Ligue 1,2425,Reims,Martin Adeline,FRA,MF,20,2003,0.3,14,2,8,4,2,1,14,0,0,,0,,6,35,9,1,0,1,0,0,9,1
FRA-Ligue 1,2425,Reims,Mohamed Bamba,CIV,MF,19,2004,0.1,22,1,8,12,2,0,22,0,0,,0,,14,38,18,0,1,0,0,0,17,0
FRA-Ligue 1,2425,Reims,Mohamed Daramy,DEN,FW,22,2002,0.2,8,1,1,4,3,3,8,0,0,,0,,5,59,45,3,0,3,2,1,7,2
FRA-Ligue 1,2425,Reims,Mory Gbane,CIV,"DF,MF",23,2000,12.5,694,108,339,302,59,7,694,7,5,71.4,2,28.6,363,2145,1025,3,12,0,8,4,410,9
FRA-Ligue 1,2425,Reims,Nhoa Sangui,FRA,"DF,MF",18,2006,12.9,708,30,221,330,165,9,708,19,10,52.6,8,42.1,362,2006,1092,21,17,3,17,15,440,53
FRA-Ligue 1,2425,Reims,Niama Sissoko,MLI,"FW,MF",18,2005,0.5,24,0,1,9,14,6,24,2,0,0.0,2,100.0,14,59,17,1,0,0,4,2,15,2
FRA-Ligue 1,2425,Reims,Oumar Diakité,CIV,FW,20,2003,18.1,580,13,73,282,239,57,579,57,20,35.1,35,61.4,319,1848,728,24,20,4,64,38,397,93
FRA-Ligue 1,2425,Reims,Reda Khadra,GER,"MF,FW",23,2001,0.9,38,1,8,12,22,1,38,7,4,57.1,2,28.6,28,305,185,4,6,0,1,0,25,7
FRA-Ligue 1,2425,Reims,Sergio Akieme,ESP,DF,26,1997,28.0,1436,100,524,548,377,34,1436,31,13,41.9,17,54.8,710,4339,2357,55,36,5,31,19,817,97
FRA-Ligue 1,2425,Reims,Teddy Teuma,MLT,MF,30,1993,8.3,722,19,141,359,224,12,721,12,3,25.0,9,75.0,350,1344,569,9,4,0,11,11,502,34
FRA-Ligue 1,2425,Reims,Thibault De Smet,BEL,DF,26,1998,2.1,146,24,79,62,6,1,146,1,0,0.0,1,100.0,83,379,212,1,0,0,2,0,94,2
FRA-Ligue 1,2425,Reims,Valentin Atangana Edoa,FRA,MF,18,2005,31.7,1433,115,457,760,234,54,1433,48,14,29.2,29,60.4,735,4761,2212,41,35,8,57,23,889,38
FRA-Ligue 1,2425,Reims,Yaya Kader Fofana,MLI,"MF,FW",20,2004,7.0,317,7,78,156,92,17,317,22,14,63.6,8,36.4,209,1359,773,19,12,6,14,8,220,29
FRA-Ligue 1,2425,Reims,Yehvann Diouf,SEN,GK,24,1999,34.0,1324,1062,1304,19,1,1,1324,2,2,100.0,0,0.0,684,3495,2108,0,0,0,2,0,575,0
FRA-Ligue 1,2425,Rennes,Adrien Truffert,FRA,"DF,MF",22,2001,30.6,1906,71,455,791,674,57,1906,44,16,36.4,22,50.0,971,5126,2605,69,45,15,36,25,1186,243
FRA-Ligue 1,2425,Rennes,Albert Grønbaek,DEN,"MF,FW",23,2001,9.0,386,5,48,146,198,41,386,37,11,29.7,24,64.9,218,1166,619,23,15,12,33,15,250,58
FRA-Ligue 1,2425,Rennes,Alidu Seidu,GHA,DF,24,2000,8.9,616,41,205,329,90,5,616,18,9,50.0,3,16.7,338,2129,1091,23,18,4,5,10,337,17
