,,,,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,RB Leipzig,Yussuf Poulsen,DEN,"FW,MF",30,1994,4.2,221,14,37,91,94,32,221,6,1,16.7,4,66.7,89,362,111,2,4,0,16,10,148,30
GER-Bundesliga,2425,St. Pauli,Abdoulie Ceesay,GAM,FW,20,2004,0.7,26,0,2,13,11,2,26,0,0,,0,,12,32,3,0,0,0,4,3,18,8
GER-Bundesliga,2425,St. Pauli,Adam Dźwigała,POL,"DF,MF",28,1995,4.1,280,30,106,138,36,6,280,2,1,50.0,1,50.0,110,363,164,1,0,0,2,2,152,4
GER-Bundesliga,2425,St. Pauli,Andreas Albers,DEN,FW,34,1990,0.7,44,0,2,17,26,8,44,3,2,66.7,0,0.0,24,129,18,1,0,0,4,6,40,6
GER-Bundesliga,2425,St. Pauli,Ben Alexander Voll,GER,GK,23,2000,1.0,52,46,52,0,0,0,52,0,0,,0,,33,185,120,0,0,0,0,0,23,0
GER-Bundesliga,2425,St. Pauli,Carlo Boukhalfa,MAR,MF,25,1999,18.3,651,28,118,315,222,29,651,28,12,42.9,16,57.1,290,1281,486,10,9,3,31,20,393,44
GER-Bundesliga,2425,St. Pauli,Connor Metcalfe,AUS,"MF,FW",24,1999,4.0,156,10,38,69,52,4,156,6,3,50.0,1,16.7,58,296,165,6,5,2,5,0,80,11
GER-Bundesliga,2425,St. Pauli,Danel Sinani,LUX,"FW,MF",27,1997,13.9,693,11,61,336,302,30,693,22,10,45.5,9,40.9,297,1440,630,16,15,6,31,16,433,64
GER-Bundesliga,2425,St. Pauli,David Nemeth,AUT,DF,23,2001,23.7,1338,158,666,622,58,10,1338,9,4,44.4,5,55.6,697,3670,1853,14,9,0,12,3,833,5
GER-Bundesliga,2425,St. Pauli,Elias Saad,TUN,"FW,MF",24,1999,10.0,427,3,42,169,224,44,427,54,16,29.6,26,48.1,301,1897,843,29,23,14,57,36,319,76
GER-Bundesliga,2425,St. Pauli,Eric Smith,SWE,"DF,MF",27,1997,31.4,1956,161,674,985,315,8,1956,5,3,60.0,2,40.0,838,3771,1730,16,19,0,11,7,1130,11
GER-Bundesliga,2425,St. Pauli,Erik Ahlstrand,SWE,"FW,MF",22,2001,0.5,22,0,2,10,10,2,22,0,0,,0,,12,68,26,1,2,0,3,0,14,3
GER-Bundesliga,2425,St. Pauli,Finley Stevens,WAL,DF,21,2003,0.0,2,0,0,1,1,0,2,0,0,,0,,1,3,2,0,0,0,0,0,1,0
GER-Bundesliga,2425,St. Pauli,Hauke Wahl,GER,DF,30,1994,33.0,2096,246,991,1019,99,28,2096,10,8,80.0,2,20.0,1040,6302,3938,30,14,1,10,9,1305,10
GER-Bundesliga,2425,St. Pauli,Jackson Irvine,AUS,MF,31,1993,29.0,1286,77,330,689,283,75,1286,23,9,39.1,13,56.5,464,1781,897,19,18,5,42,13,710,58
GER-Bundesliga,2425,St. Pauli,James Sands,USA,"MF,DF",24,2000,5.0,259,12,63,148,49,6,259,1,1,100.0,0,0.0,119,413,146,0,0,0,3,3,152,6
GER-Bundesliga,2425,St. Pauli,Johannes Eggestein,GER,FW,26,1998,20.6,713,6,46,371,302,78,711,17,7,41.2,10,58.8,384,1704,615,25,17,8,53,30,543,138
GER-Bundesliga,2425,St. Pauli,Karol Mets,EST,DF,31,1993,10.0,736,99,360,346,32,8,736,1,0,0.0,1,100.0,343,1424,736,5,6,0,4,0,466,2
GER-Bundesliga,2425,St. Pauli,Lars Ritzka,GER,"DF,MF",26,1998,10.2,567,40,215,244,109,6,567,1,0,0.0,1,100.0,161,640,387,8,6,0,6,4,263,34
GER-Bundesliga,2425,St. Pauli,Manolis Saliakas,GRE,"MF,DF",27,1996,25.7,1560,73,447,688,430,30,1560,9,3,33.3,5,55.6,653,2383,1293,28,34,2,6,6,876,80
GER-Bundesliga,2425,St. Pauli,Maurides,BRA,FW,30,1994,0.0,2,0,0,0,2,0,2,0,0,,0,,1,1,0,0,0,0,0,0,2,0
GER-Bundesliga,2425,St. Pauli,Morgan Guilavogui,GUI,"FW,MF",26,1998,20.1,832,30,116,343,384,103,832,48,21,43.8,22,45.8,384,2098,1035,42,28,22,50,24,565,135
GER-Bundesliga,2425,St. Pauli,Nikola Vasilj,BIH,GK,28,1995,33.0,1493,1049,1472,22,0,0,1493,1,1,100.0,0,0.0,909,4574,2567,0,0,0,0,0,920,0
GER-Bundesliga,2425,St. Pauli,Noah Weißhaupt,GER,"FW,MF",22,2001,12.9,509,6,61,192,264,43,509,38,13,34.2,17,44.7,306,2019,1010,42,27,17,37,11,355,94
GER-Bundesliga,2425,St. Pauli,Oladapo Afolayan,ENG,"FW,MF",26,1998,18.2,741,13,84,304,365,62,741,98,48,49.0,43,43.9,495,3452,1392,53,43,28,63,45,555,108
GER-Bundesliga,2425,St. Pauli,Philipp Treu,GER,"MF,DF",23,2000,32.0,1867,94,564,795,530,46,1867,39,13,33.3,19,48.7,825,4427,2159,58,42,11,34,12,979,117
GER-Bundesliga,2425,St. Pauli,Robert Wagner,GER,MF,21,2003,4.5,183,9,44,100,40,3,183,2,1,50.0,1,50.0,59,209,72,1,2,0,5,6,92,9
GER-Bundesliga,2425,St. Pauli,Scott Banks,SCO,"FW,MF",22,2001,1.3,48,2,11,12,26,6,48,7,2,28.6,3,42.9,24,151,63,3,1,3,0,2,28,8
GER-Bundesliga,2425,St. Pauli,Siebe Van Der Heyden,BEL,"DF,MF",26,1998,9.7,602,54,249,284,72,11,602,5,1,20.0,4,80.0,265,1214,572,10,6,0,3,4,364,26
GER-Bundesliga,2425,Stuttgart,Alexander Nübel,GER,GK,27,1996,34.0,1377,1113,1366,13,0,0,1377,1,1,100.0,0,0.0,823,3832,2255,0,0,0,1,0,805,0
GER-Bundesliga,2425,Stuttgart,Ameen Al-Dakhil,BEL,DF,22,2002,4.8,407,67,217,185,6,0,407,0,0,,0,,239,1305,616,1,0,0,3,0,264,0
GER-Bundesliga,2425,Stuttgart,Angelo Stiller,GER,MF,23,2001,30.5,2781,75,486,1752,556,35,2781,30,20,66.7,10,33.3,1588,7214,3723,39,39,3,21,25,2112,69
GER-Bundesliga,2425,Stuttgart,Anrie Chase,JPN,DF,20,2004,8.2,622,65,253,334,40,4,622,5,2,40.0,3,60.0,334,1209,546,6,7,0,4,1,453,2
GER-Bundesliga,2425,Stuttgart,Anthony Rouault,FRA,DF,23,2001,13.5,1014,125,512,476,33,11,1014,5,2,40.0,3,60.0,573,2545,1121,6,6,0,4,4,697,4
GER-Bundesliga,2425,Stuttgart,Atakan Karazor,,MF,27,1996,29.1,2124,86,417,1361,359,27,2124,21,12,57.1,4,19.0,1112,4676,1987,19,33,1,30,16,1426,33
GER-Bundesliga,2425,Stuttgart,Chris Führich,GER,"MF,FW",26,1998,22.0,1220,20,109,438,687,115,1220,85,40,47.1,42,49.4,782,6087,3161,114,68,54,37,26,905,202
GER-Bundesliga,2425,Stuttgart,Dan-Axel Zagadou,FRA,"DF,MF",25,1999,0.3,12,1,10,2,0,0,12,0,0,,0,,6,11,1,0,1,0,0,0,9,0
GER-Bundesliga,2425,Stuttgart,Deniz Undav,GER,"FW,MF",28,1996,19.2,797,11,61,379,369,118,797,24,10,41.7,13,54.2,469,2107,964,31,18,12,51,28,624,141
GER-Bundesliga,2425,Stuttgart,El Bilal Touré,MLI,"FW,MF",22,2001,4.0,137,1,6,49,85,23,137,6,3,50.0,3,50.0,72,379,168,6,5,4,10,2,110,25
GER-Bundesliga,2425,Stuttgart,Enzo Millot,FRA,"MF,FW",22,2002,20.5,1397,9,180,760,470,75,1396,67,31,46.3,35,52.2,848,4659,1826,44,34,12,46,36,1067,123
GER-Bundesliga,2425,Stuttgart,Ermedin Demirović,BIH,FW,26,1998,20.6,582,10,45,239,301,126,580,25,5,20.0,19,76.0,305,1388,586,20,16,9,39,27,437,115
GER-Bundesliga,2425,Stuttgart,Fabian Rieder,SUI,"MF,FW",22,2002,9.6,492,6,60,215,228,17,492,19,9,47.4,10,52.6,253,1466,631,20,15,3,21,13,315,61
GER-Bundesliga,2425,Stuttgart,Finn Jeltsch,GER,DF,18,2006,8.7,727,46,234,461,34,2,727,3,2,66.7,1,33.3,476,3112,1472,8,11,1,10,1,525,5
GER-Bundesliga,2425,Stuttgart,Frans Krätzig,GER,DF,21,2003,0.6,48,4,12,22,14,0,48,0,0,,0,,30,85,39,0,0,0,1,0,33,2
GER-Bundesliga,2425,Stuttgart,Jacob Bruun Larsen,DEN,"MF,FW",25,1998,4.6,215,3,22,78,116,27,215,22,10,45.5,10,45.5,127,881,425,19,5,10,11,3,148,40
GER-Bundesliga,2425,Stuttgart,Jamie Leweling,GER,"MF,FW",23,2001,18.5,801,18,97,306,418,67,801,82,41,50.0,33,40.2,540,4272,1883,55,40,17,42,38,598,164
GER-Bundesliga,2425,Stuttgart,Jarzinho Malanga,GER,DF,18,2006,0.0,3,0,0,0,3,0,3,0,0,,0,,1,0,0,0,0,0,1,0,3,2
GER-Bundesliga,2425,Stuttgart,Josha Vagnoman,GER,"DF,MF",23,2000,20.4,1105,61,325,484,302,36,1105,28,8,28.6,17,60.7,541,2576,966,24,19,10,27,19,675,96
GER-Bundesliga,2425,Stuttgart,Julian Chabot,GER,DF,26,1998,25.2,2239,269,1010,1155,82,31,2239,5,3,60.0,2,40.0,1354,6753,3327,7,9,2,13,3,1535,5
GER-Bundesliga,2425,Stuttgart,Justin Diehl,GER,"FW,DF",19,2004,1.2,84,1,5,27,53,9,84,13,3,23.1,10,76.9,55,402,200,5,3,3,2,3,60,20
GER-Bundesliga,2425,Stuttgart,Leonidas Stergiou,SUI,DF,22,2002,9.5,642,32,171,322,152,9,642,6,4,66.7,2,33.3,339,1536,640,11,13,2,6,4,376,32
GER-Bundesliga,2425,Stuttgart,Luca Jaquez,SUI,DF,21,2003,2.8,227,10,82,133,13,1,227,0,0,,0,,166,1091,621,5,2,0,1,0,182,0
GER-Bundesliga,2425,Stuttgart,Maximilian Mittelstädt,GER,DF,27,1997,27.4,2385,106,525,1225,646,32,2385,38,21,55.3,14,36.8,1251,6049,2909,62,52,2,24,8,1541,155
GER-Bundesliga,2425,Stuttgart,Nick Woltemade,GER,"FW,MF",22,2002,18.0,788,19,60,332,405,159,785,71,31,43.7,37,52.1,470,2268,971,31,28,22,84,50,623,141
GER-Bundesliga,2425,Stuttgart,Nikolas Nartey,DEN,MF,24,2000,0.2,9,3,6,1,2,0,9,0,0,,0,,3,17,3,0,0,0,0,0,2,0
GER-Bundesliga,2425,Stuttgart,Pascal Stenzel,GER,DF,28,1996,3.2,246,6,60,111,77,6,246,0,0,,0,,136,523,206,2,5,0,2,0,146,16
GER-Bundesliga,2425,Stuttgart,Ramon Hendriks,NED,DF,23,2001,12.8,839,67,338,418,86,11,839,9,5,55.6,4,44.4,418,2028,761,8,5,2,6,4,499,22
GER-Bundesliga,2425,Stuttgart,Yannik Keitel,GER,MF,24,2000,3.0,225,7,50,143,35,4,225,1,1,100.0,0,0.0,105,405,182,2,0,1,2,1,164,3
GER-Bundesliga,2425,Union Berlin,Alexander Schwolow,GER,GK,32,1992,6.0,218,177,218,0,0,0,218,0,0,,0,,138,591,322,0,0,0,0,0,123,0
GER-Bundesliga,2425,Union Berlin,Aljoscha Kemlein,GER,MF,19,2004,10.2,549,16,117,331,105,18,549,9,6,66.7,3,33.3,260,952,437,5,5,1,11,1,329,19
GER-Bundesliga,2425,Union Berlin,Andrej Ilic,SRB,FW,24,2000,10.4,302,10,32,139,135,45,301,7,1,14.3,6,85.7,151,560,167,5,6,4,32,9,209,59
GER-Bundesliga,2425,Union Berlin,András Schäfer,HUN,MF,25,1999,17.0,799,39,185,410,211,20,799,29,13,44.8,13,44.8,362,1697,698,23,16,4,27,9,400,42
GER-Bundesliga,2425,Union Berlin,Benedict Hollerbach,GER,"FW,MF",23,2001,28.2,1112,19,125,446,567,138,1112,115,42,36.5,62,53.9,710,5462,2582,103,68,52,111,94,781,214
GER-Bundesliga,2425,Union Berlin,Christopher Trimmel,AUT,"DF,MF",37,1987,19.3,979,91,300,427,256,13,979,8,2,25.0,5,62.5,365,1582,691,18,7,2,10,8,423,45
GER-Bundesliga,2425,Union Berlin,Danilho Doekhi,NED,DF,26,1998,34.0,1654,182,783,739,143,64,1654,5,3,60.0,1,20.0,883,3986,1988,13,10,0,13,6,1000,14
GER-Bundesliga,2425,Union Berlin,David Preu,GER,"MF,DF",19,2004,1.3,63,5,16,26,21,2,63,7,2,28.6,4,57.1,31,98,47,1,1,1,4,2,32,9
GER-Bundesliga,2425,Union Berlin,Diogo Leite,POR,DF,25,1999,28.3,1803,205,792,842,183,36,1803,15,10,66.7,4,26.7,853,3583,1896,20,18,0,18,7,959,16
GER-Bundesliga,2425,Union Berlin,Frederik Rønnow,DEN,GK,31,1992,28.0,980,758,965,16,1,1,980,1,1,100.0,0,0.0,564,3151,1976,0,0,0,1,0,425,0
GER-Bundesliga,2425,Union Berlin,Ivan Prtajin,CRO,FW,28,1996,1.8,78,3,6,29,43,12,78,1,1,100.0,0,0.0,38,98,23,1,0,1,6,3,55,17
GER-Bundesliga,2425,Union Berlin,Janik Haberer,GER,"MF,DF",30,1994,18.8,911,41,244,505,172,17,911,6,2,33.3,3,50.0,444,1572,606,13,4,0,13,11,507,22
GER-Bundesliga,2425,Union Berlin,Jeong Woo-yeong,KOR,"MF,FW",24,1999,14.0,621,12,79,261,296,34,621,21,12,57.1,8,38.1,386,2038,1003,32,24,6,23,16,423,93
GER-Bundesliga,2425,Union Berlin,Jordan Pefok,USA,FW,28,1996,10.1,326,23,55,157,122,43,326,13,7,53.8,6,46.2,158,535,204,3,6,0,24,17,212,40
GER-Bundesliga,2425,Union Berlin,Josip Juranović,CRO,"DF,MF",28,1995,12.9,709,41,212,287,222,7,709,24,11,45.8,8,33.3,307,1569,797,19,12,3,12,3,320,45
GER-Bundesliga,2425,Union Berlin,Jérôme Roussillon,FRA,"DF,MF",31,1993,1.5,96,11,21,42,33,5,96,3,1,33.3,2,66.7,40,182,78,2,2,1,2,1,43,7
GER-Bundesliga,2425,Union Berlin,Kevin Vogt,GER,DF,32,1991,15.2,1030,139,524,508,10,2,1029,5,4,80.0,1,20.0,560,2491,1303,11,3,1,5,2,619,2
GER-Bundesliga,2425,Union Berlin,Kevin Volland,GER,"FW,MF",32,1992,0.7,20,0,1,10,9,4,20,0,0,,0,,12,10,3,0,0,0,1,2,14,4
GER-Bundesliga,2425,Union Berlin,Leopold Querfeld,AUT,DF,20,2003,19.4,1066,176,562,457,54,34,1066,9,3,33.3,5,55.6,531,2479,1336,3,2,0,5,2,574,5
GER-Bundesliga,2425,Union Berlin,Lucas Tousart,FRA,MF,27,1997,6.2,264,31,84,128,57,20,264,11,5,45.5,6,54.5,94,453,196,4,0,1,8,5,101,13
GER-Bundesliga,2425,Union Berlin,László Bénes,SVK,"MF,FW",26,1997,6.5,400,1,53,189,160,13,400,5,1,20.0,4,80.0,207,788,352,6,7,3,8,5,247,34
GER-Bundesliga,2425,Union Berlin,Marin Ljubicic,CRO,"FW,MF",22,2002,3.1,90,6,15,36,39,11,90,3,1,33.3,1,33.3,52,202,71,1,0,0,6,1,59,19
GER-Bundesliga,2425,Union Berlin,Rani Khedira,GER,MF,30,1994,30.3,1246,81,337,710,207,30,1246,11,5,45.5,6,54.5,506,2097,738,12,10,2,24,10,617,34
GER-Bundesliga,2425,Union Berlin,Robert Skov,DEN,"DF,MF",28,1996,9.5,564,19,111,261,200,23,563,17,5,29.4,11,64.7,263,1450,760,25,11,8,21,3,291,45
GER-Bundesliga,2425,Union Berlin,Robin Gosens,GER,DF,30,1994,1.0,51,1,12,20,19,1,51,0,0,,0,,17,61,37,1,2,0,2,0,26,5
GER-Bundesliga,2425,Union Berlin,Tim Skarke,GER,"FW,MF",27,1996,12.9,487,10,71,204,216,31,487,24,10,41.7,13,54.2,293,1433,566,26,13,10,34,21,336,96
GER-Bundesliga,2425,Union Berlin,Tom Rothe,GER,"DF,MF",19,2004,18.6,1074,65,324,411,342,38,1074,20,5,25.0,15,75.0,456,2080,889,25,11,3,23,31,522,91
GER-Bundesliga,2425,Union Berlin,Yorbe Vertessen,BEL,"MF,FW",23,2001,8.0,342,5,41,130,174,26,342,51,19,37.3,27,52.9,194,1227,503,18,14,4,28,17,227,42
GER-Bundesliga,2425,Werder Bremen,Amos Pieper,GER,DF,26,1998,16.6,1136,168,595,482,60,11,1136,3,2,66.7,1,33.3,570,2403,1110,11,7,0,4,3,671,3
GER-Bundesliga,2425,Werder Bremen,André Silva,POR,FW,28,1995,4.2,176,4,11,78,89,26,174,16,1,6.3,12,75.0,103,529,199,6,6,4,13,9,124,28
GER-Bundesliga,2425,Werder Bremen,Anthony Jung,GER,DF,32,1991,21.1,1695,231,901,733,72,1,1695,9,7,77.8,1,11.1,1044,4729,2322,20,20,0,13,2,1165,6
GER-Bundesliga,2425,Werder Bremen,Derrick Köhn,GER,"DF,FW",25,1999,14.9,908,34,232,360,325,31,908,41,15,36.6,21,51.2,549,2550,1333,36,24,7,23,12,587,122
GER-Bundesliga,2425,Werder Bremen,Felix Agu,NGA,DF,24,1999,19.5,1045,48,315,465,270,37,1045,35,9,25.7,19,54.3,545,2589,1278,33,12,8,33,12,605,105
GER-Bundesliga,2425,Werder Bremen,Issa Kaboré,BFA,"DF,FW",23,2001,3.4,253,12,57,95,109,16,253,21,7,33.3,13,61.9,128,898,440,15,12,5,9,2,137,35
GER-Bundesliga,2425,Werder Bremen,Jens Stage,DEN,MF,27,1996,24.5,1271,43,309,655,317,83,1271,17,8,47.1,8,47.1,668,2666,1241,28,24,6,27,10,834,89
GER-Bundesliga,2425,Werder Bremen,Julián Malatini,ARG,DF,23,2001,5.0,363,25,156,160,48,4,363,3,2,66.7,1,33.3,224,1103,521,8,8,0,3,1,245,4
GER-Bundesliga,2425,Werder Bremen,Justin Njinmah,GER,"FW,MF",23,2000,10.6,349,2,17,124,213,58,349,27,11,40.7,14,51.9,230,1424,711,33,16,12,23,7,264,103
GER-Bundesliga,2425,Werder Bremen,Keke Maximilian Topp,GER,"FW,MF",20,2004,2.8,135,3,8,45,83,29,135,9,3,33.3,5,55.6,81,378,213,10,5,3,12,14,104,27
GER-Bundesliga,2425,Werder Bremen,Leonardo Bittencourt,GER,MF,30,1993,10.9,801,8,148,455,205,20,801,5,1,20.0,3,60.0,530,2429,992,19,13,2,12,2,583,38
GER-Bundesliga,2425,Werder Bremen,Marco Friedl,AUT,DF,26,1998,24.0,1769,251,1025,715,35,5,1769,8,6,75.0,2,25.0,1069,4836,2108,4,5,0,12,7,1101,1
GER-Bundesliga,2425,Werder Bremen,Marco Grüll,AUT,"FW,MF",26,1998,13.1,495,6,43,215,245,53,495,39,13,33.3,23,59.0,317,1617,623,24,19,9,43,39,361,93
GER-Bundesliga,2425,Werder Bremen,Marvin Ducksch,GER,FW,30,1994,26.9,1105,31,83,457,575,116,1103,19,7,36.8,11,57.9,538,1826,816,26,20,12,31,11,673,166
GER-Bundesliga,2425,Werder Bremen,Michael Zetterer,GER,GK,29,1995,34.0,1391,1153,1374,18,0,0,1391,1,1,100.0,0,0.0,1000,6473,3312,0,0,0,1,0,830,0
GER-Bundesliga,2425,Werder Bremen,Miloš Veljković,SRB,DF,28,1995,11.4,738,67,327,368,45,5,738,0,0,,0,,460,2047,1146,9,6,0,2,2,507,2
GER-Bundesliga,2425,Werder Bremen,Mitchell Weiser,GER,"DF,MF",30,1994,31.9,1949,60,400,929,641,109,1949,84,35,41.7,41,48.8,990,4219,2131,65,44,13,71,36,1210,200
GER-Bundesliga,2425,Werder Bremen,Niklas Stark,GER,DF,29,1995,23.4,1558,161,813,697,49,14,1558,1,1,100.0,0,0.0,882,3545,1549,7,3,0,7,0,1003,3
GER-Bundesliga,2425,Werder Bremen,Oliver Burke,SCO,FW,27,1997,10.1,440,5,38,167,241,79,440,12,7,58.3,5,41.7,246,1353,493,22,12,14,38,13,329,88
GER-Bundesliga,2425,Werder Bremen,Olivier Deman,BEL,DF,24,2000,0.7,75,3,30,26,19,2,75,1,0,0.0,1,100.0,31,225,72,2,0,0,0,0,31,1
GER-Bundesliga,2425,Werder Bremen,Romano Schmid,AUT,MF,24,2000,31.5,1988,25,244,940,832,104,1987,95,45,47.4,45,47.4,1315,6932,3864,107,76,28,75,55,1502,201
GER-Bundesliga,2425,Werder Bremen,Senne Lynen,BEL,MF,25,1999,30.4,1717,122,526,974,229,13,1717,28,12,42.9,13,46.4,849,3002,1129,9,14,3,35,15,959,28
GER-Bundesliga,2425,Werder Bremen,Skelly Alvero,FRA,MF,22,2002,2.6,136,15,49,68,19,2,136,3,2,66.7,1,33.3,70,306,132,1,1,0,6,4,74,0
GER-Bundesliga,2425,Wolfsburg,Andreas Skov Olsen,DEN,"FW,MF",24,1999,5.9,329,9,64,112,154,27,329,14,4,28.6,9,64.3,188,1102,570,22,11,7,7,5,226,48
GER-Bundesliga,2425,Wolfsburg,Aster Vranckx,BEL,MF,21,2002,6.2,276,30,94,149,37,4,276,6,5,83.3,1,16.7,123,487,206,5,2,0,13,5,144,6
GER-Bundesliga,2425,Wolfsburg,Bence Dárdai,HUN,MF,18,2006,14.5,595,25,144,314,137,18,595,12,3,25.0,5,41.7,287,1017,382,5,6,0,18,11,337,24
GER-Bundesliga,2425,Wolfsburg,Cedric Zesiger,SUI,DF,26,1998,5.8,303,48,153,131,19,0,303,3,3,100.0,0,0.0,135,653,299,3,0,0,1,1,154,2
GER-Bundesliga,2425,Wolfsburg,David Odogu,GER,DF,18,2006,2.2,143,20,78,62,3,3,143,0,0,,0,,78,412,177,1,0,0,1,0,79,0
GER-Bundesliga,2425,Wolfsburg,Denis Vavro,SVK,DF,28,1996,27.3,1901,306,992,843,72,20,1901,6,3,50.0,3,50.0,1036,4110,1713,9,12,2,8,1,1142,3
GER-Bundesliga,2425,Wolfsburg,Jakub Kamiński,POL,"DF,MF",22,2002,12.6,603,31,114,237,264,36,603,22,8,36.4,13,59.1,301,1914,1112,41,25,16,20,11,311,69
GER-Bundesliga,2425,Wolfsburg,Joakim Mæhle,DEN,DF,27,1997,24.3,1464,65,442,639,395,43,1464,60,19,31.7,38,63.3,791,4166,2155,59,42,6,37,8,844,117
GER-Bundesliga,2425,Wolfsburg,Jonas Wind,DEN,"FW,MF",25,1999,21.8,810,17,63,426,325,88,808,20,6,30.0,12,60.0,450,1534,496,17,10,12,55,28,637,94
GER-Bundesliga,2425,Wolfsburg,Kamil Grabara,POL,GK,25,1999,28.7,1224,880,1195,29,0,0,1224,2,2,100.0,0,0.0,708,3037,1760,0,0,0,0,0,675,0
GER-Bundesliga,2425,Wolfsburg,Kevin Behrens,GER,FW,33,1991,1.9,106,2,7,45,54,16,106,1,0,0.0,1,100.0,41,165,80,2,1,1,10,1,81,18
GER-Bundesliga,2425,Wolfsburg,Kevin Paredes,USA,DF,21,2003,1.4,64,3,20,22,23,5,64,3,0,0.0,3,100.0,39,210,86,1,1,0,2,1,48,12
GER-Bundesliga,2425,Wolfsburg,Kilian Fischer,GER,DF,23,2000,25.5,1529,87,527,666,348,20,1529,23,10,43.5,13,56.5,704,4025,2047,51,31,5,31,9,794,89
GER-Bundesliga,2425,Wolfsburg,Konstantinos Koulierakis,GRE,DF,20,2003,27.4,1886,283,957,839,97,30,1886,12,7,58.3,5,41.7,1049,5137,2681,20,17,0,18,2,1205,8
GER-Bundesliga,2425,Wolfsburg,Lovro Majer,CRO,MF,26,1998,3.4,175,4,25,72,80,10,174,10,5,50.0,3,30.0,111,603,266,8,4,2,5,7,122,10
GER-Bundesliga,2425,Wolfsburg,Lukas Nmecha,GER,"FW,MF",25,1998,5.2,183,7,17,79,89,24,183,8,4,50.0,3,37.5,109,470,173,8,4,3,14,3,139,32
GER-Bundesliga,2425,Wolfsburg,Mads Roerslev,DEN,DF,25,1999,3.3,215,17,78,92,47,2,215,6,2,33.3,4,66.7,102,508,255,7,5,1,2,6,129,18
GER-Bundesliga,2425,Wolfsburg,Marius Müller,GER,GK,31,1993,5.3,231,171,228,3,0,0,231,0,0,,0,,147,695,400,0,0,0,0,0,122,0
GER-Bundesliga,2425,Wolfsburg,Mattias Svanberg,SWE,MF,25,1999,13.5,520,27,115,249,163,25,520,25,10,40.0,13,52.0,235,1082,489,11,17,1,19,10,279,39
GER-Bundesliga,2425,Wolfsburg,Maximilian Arnold,GER,MF,30,1994,26.2,1576,86,356,927,308,7,1576,6,1,16.7,3,50.0,787,3069,1200,9,11,0,18,11,885,16
GER-Bundesliga,2425,Wolfsburg,Mohamed Amoura,ALG,FW,24,2000,27.4,1106,17,119,385,629,127,1104,91,37,40.7,48,52.7,628,4108,2067,81,46,35,86,18,733,244
GER-Bundesliga,2425,Wolfsburg,Patrick Wimmer,AUT,"MF,FW",23,2001,19.7,920,20,160,410,370,63,920,69,37,53.6,29,42.0,504,3056,1525,46,44,13,43,27,532,75
GER-Bundesliga,2425,Wolfsburg,Ridle Baku,GER,"FW,MF",26,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78
GER-Bundesliga,2425,Wolfsburg,Salih Özcan,TUR,MF,26,1998,3.9,252,8,37,164,52,3,252,6,4,66.7,2,33.3,128,611,268,6,5,0,5,1,142,5
GER-Bundesliga,2425,Wolfsburg,Sebastiaan Bornauw,BEL,DF,25,1999,8.8,428,50,170,239,21,10,428,1,0,0.0,1,100.0,206,920,379,3,2,0,2,1,230,1
GER-Bundesliga,2425,Wolfsburg,Tiago Tomás,POR,"FW,MF",22,2002,20.9,782,18,114,342,339,78,782,80,29,36.3,42,52.5,503,2477,987,31,19,14,55,35,556,125
GER-Bundesliga,2425,Wolfsburg,Yannick Gerhardt,GER,"MF,DF",30,1994,16.9,854,49,222,407,231,32,854,8,1,12.5,7,87.5,438,1950,1001,27,14,5,19,3,519,63
ITA-Serie A,2425,Atalanta,Ademola Lookman,NGA,"MF,FW",26,1997,25.0,1274,1,68,400,824,199,1273,104,37,35.6,64,61.5,827,5454,3170,142,70,81,72,51,974,316
ITA-Serie A,2425,Atalanta,Alberto Manzoni,ITA,MF,19,2005,0.1,14,0,3,10,1,0,14,0,0,,0,,8,25,12,0,0,0,0,0,13,0
ITA-Serie A,2425,Atalanta,Ben Godfrey,ENG,DF,26,1998,0.3,12,0,2,9,1,1,12,0,0,,0,,6,11,2,0,0,0,1,0,8,1
ITA-Serie A,2425,Atalanta,Berat Djimsiti,ALB,DF,31,1993,29.3,2023,143,844,961,224,45,2023,4,1,25.0,1,25.0,1097,6008,3235,32,34,2,10,1,1323,42
ITA-Serie A,2425,Atalanta,Charles De Ketelaere,BEL,"MF,FW",23,2001,23.0,1238,10,75,530,657,135,1238,95,43,45.3,45,47.4,832,5658,3023,108,75,41,52,50,1008,211
ITA-Serie A,2425,Atalanta,Daniel Maldini,ITA,"FW,MF",22,2001,2.9,140,4,10,63,68,24,140,18,6,33.3,10,55.6,95,663,301,12,8,10,8,5,113,30
ITA-Serie A,2425,Atalanta,Davide Zappacosta,ITA,DF,32,1992,23.0,1416,41,301,545,584,47,1416,41,12,29.3,27,65.9,780,4350,2348,67,38,14,26,17,889,139
